SNOMED conceptID;Matecat vertaling
443192000;Evaluatie van ascitic vloeistof
443194004;Wederopbouw van ramus van onderkaak door horizontale osteotomie met het enten van bone
443198001;Invoeging van nacht mond bewaker
443199009;Instillatie van mitomycine C in de blaas
443202004;Le Fort ik osteotomie van maxilla in éé n segment met het enten van bone
443211004;Excisie van een deel van het hartzakje
443212006;Screeningtest voor genetische teller voor trombofilie middel deoxyribonucleic acid - analyse
443213001;Percutane embolisatie van fistels van de sinus van de caroticocavernous met behulp van fluoroscopic begeleiding kan leiden
443214007;Positron emissie tomografie met computertomografie fluor 18 choline hele lichaam opname studie
443215008;Single photon emission tomography met computertomografie cardiale stress ventriculography berekend
443216009;Met behulp van ondervoeding universele screening tool beoordeling
443219002;Fijne naald aspiratie biopsie van oppervlakkige massa van de schildklier
443220008;Ablatieve resurfacing huid van ooglid met behulp van laser
443221007;Wederopbouw van ramus van onderkaak door Sagittaal split osteotomie met inwendige fixatie
443227006;Beoordeling met behulp van activiteiten - specifieke evenwicht vertrouwen schaal
443229009;Percutane inbrengen van stent in grote aortopulmonary onderpand slagader met behulp van doorlichting
443231000;Totale excisie van nagel en nagel matrix met amputatie van plukje distale phalanx
443232007;Magnetische resonantie beeldvorming van de hersenen van foetus
443233002;Magnetische resonantie beeldvorming van gezicht met behulp van contrast
443234008;Positron emissie tomografie met computertomografie fluor 18 choline opname studie
443235009;SPECT - scan met computertomografie indium 111 leukocyten studie
443236005;Single photon emission tomography met computertomografie van de bijschildklier berekend
443237001;Single photon emission tomography met computertomografie van perfusie van longkanker berekend
443242009;Inbrengen van drainage buis in pleurale holte met behulp van echografie begeleiding
443243004;Percutane transhepatic inbrengen van de katheter in de galwegen radiologische begeleiding met contrast
443244005;Replantation van de hand tussen de pols en vingers na volledige amputatie
443248008;Radiografische beeldvorming van beide handen en polsen , anteroposterior , laterale en ballcatch uitzicht
443249000;Positron emissie tomografie met computertomografie van hart voor cardiale levensvatbaarheid met behulp van fluorodeoxyglucose
443252008;Meting van Bunyaviridae antilichaam
443258007;Excisie van de gehele kop van eerste metatarsalefalangeale
443262001;Verwijdering van insulinepomp
443263006;Invoeging van insulinepomp
443266003;Single photon emission berekende tomografie van ventilatie en perfusie van longkanker
443267007;Single photon emission tomography dimercaptosuccinic zuur met computertomografie van nier berekend
443269005;Percutane transluminale stent bijgestaan ​​ spiraalembolisatie van cerebrale aneurysma met behulp van doorlichting
443271005;Positron emissie tomografie met computertomografie fluorodeoxyglucose beeldvorming van het hele lichaam
443272003;Aanprikken van perifere veneuze met behulp van echografie begeleiding
443273008;Meting van vincristine
443275001;Single photon emission tomography met computertomografie scintimammography berekend
443276000;Éé n foton berekend emissie tomografie met computertomografie technetium - 99m hexamethylpropyleenamine oxime leukocyte scan
443277009;Positron emissie tomografie 13 ammoniak stikstof met computertomografie electrocardiografie gated myocardiale rest studie
443278004;Meting van Hendra virus antilichaam
443282002;Endoscopische insnijding van subglottische cyste
443287008;Percutane embolisatie van fistels van cerebrale dura mater met behulp van fluoroscopic begeleiding kan leiden
443288003;Levensstijl onderwijs met betrekking tot dieet
443290002;Gastroscopie met gestuurde submucosal injectie
443291003;Invoeging van bot pin met skelet tractie
443292005;Incisie en drainage van submucosal perirectal abces door de aanpak van de transanal
443296008;Reparatie van totale abnormale pulmonale veneuze verbinding door interatrial klankbord
443299001;SPECT - scan met behulp van jodium - 131 ​​ meta - iodobenzylguanidine met computertomografie
443300009;Positron emissie tomografie fluorodeoxyglucose met computertomografie electrocardiografie gated myocardiale rest studie
443304000;Gedeeltelijke dikte debridement van huid van nek
443306003;Single photon emission tomography jodium 123 met computertomografie van gehele lichaam berekend
443307007;Dietary onderwijs voor constipatie
443308002;Meting van haptoglobin
443309005;Meting van Apolipoprote ï ne A - ik
443323007;Meting van de verhouding van monoclonal eiwitten aan totaal eiwit
443330001;Reparatie van totale abnormale pulmonale veneuze verbinding door coronaire sinus bezuiniging op ovale fossa met invoeging van interatrial klankbord
443331002;Le Fort ik osteotomie van maxilla in drie segmenten met het enten van bone
443332009;Le Fort ik osteotomie van maxilla in twee segmenten met het enten van bone
443337003;Meting van Anaplasma phagocytophilum antilichaam
443338008;Fluoroscopic superselective angiografie van cerebrale slagader met behulp van contrast
443340003;Radionuclide cardiale studeren voor detectie van recht op linker long shunt
443342006;Bepaling van de alpha - 1 - antitrypsin genotype
443345008;Testen voor factor V Leiden door screening methode
443346009;Meting van Chikungunya virus antilichaam
443355007;Het inbrengen van tweekamer pulsgenerator en herpositionering van cardioverter defibrillatie pulsgenerator lood
443356008;Excisie van subcutane gezwellen in de mond
443358009;Chirurgische verwijdering van transvenous elektrode van dubbele kamer pacing cardioverter defibrillator pulse generator door de aanpak van de transthoracic
443359001;Fijne naald aspiratie biopsie van de massa van de oorspeeksellymfklieren speekselklier
443360006;Fijne naald aspiratie biopsie van de massa van de hoofdhuid
443361005;Reconstructie van teennagel bed met nagelbed graft
443362003;Verwijdering van gescheurde borstimplantaat
443363008;Meting van Bence Jones eiwitten
443365001;Single photon emission tomography met computertomografie van bot van hoofd en nek berekend
443366000;Single photon emission tomography met computertomografie van bot van knie berekend
443367009;Single photon emission tomography met computertomografie met behulp van gallium berekend
443368004;Single photon emission tomography met computertomografie ventriculography cardiale onbeweeglijk berekend
443373005;Debridement door hogedruk irrigatie
443380007;Percutane coronaire embolisatie van arterioveneuze fistels met behulp van doorlichting
443381006;Percutane Sclerotherapie van lymfatische misvorming met behulp van fluoroscopic begeleiding
443382004;Percutane Sclerotherapie van veneuze misvorming met behulp van fluoroscopic begeleiding
443383009;Single photon emission tomography radiolabeled octreotide met computertomografie berekend
443384003;Meting van monoclonal eiwitconcentratie
443385002;Incisie en drainage van hematoom
443386001;Single photon emission tomography met computertomografie van ventilatie van Long berekend
443387005;Injectie van beide gewrichten van knie
443388000;Meting van Barmah Forest virus antilichaam
443389008;Reparatie van totale abnormale pulmonale veneuze verbinding van intracardiac type
443391000;Reparatie van totale abnormale pulmonale veneuze verbinding door invoeging van interatrial klankbord met heraansluiting van superieure holle ader naar rechts atriale aanhangsel
443396005;Pneumonostomy met open drainage van het abces van de longen met behulp van computertomografie begeleiding
443398006;Chirurgische verwijdering van prothetische implantaten van buikwand
443399003;Meting van betamethasone
443402002;Levensstijl onderwijs over hypertensie
443407008;Herziening van de anastomose van darm
443408003;Single photon emission tomography met computertomografie van bot berekend
443409006;Éé n foton berekend emissie tomografie met computertomografie van bot van enkel en voet
443413004;Color Doppler - echografie met spectrale display voor aangeboren afwijking
443417003;Open reductie van dislocatie van de knie met externe fixatie en reparatie van ligament
443420006;Meting van de disaccharidase activiteit van de darm
443422003;Replantation van duim tussen afgescheiden en metacarpophalangeal gewrichten na volledige amputatie
443423008;Replantation van de duim tussen de distale tip en metacarpofalangeaal gewricht na volledige amputatie
443426000;Berekend tomografie angiografie van vasculaire structuur van de wervelkolom
443432005;Injectie van contraststoffen voor imaging - procedure
443433000;Verwijdering van sport mond bewaker
443434006;Vervanging van dubbele kamer pulse generator
443435007;Totale vervanging van rechter heupgewricht
443448006;Toepassing van intermitterende pneumatisch compressie apparaat
443451004;Radiografische beeldvorming van zowel knie ë n , laterale , zonsopgang en anteroposterior staande views
443453001;Toepassing van uniplane externe fixatie systeem
443455008;Verkenning van doordringende wond van hand
443456009;Uitdrukking van comedone
443462004;Percutane embolisatie van fibroom van baarmoeder met behulp van fluoroscopic begeleiding kan leiden
443463009;Percutane transluminale inbrengen van stent in superieure mesenterische slagader
443464003;Laag moleculair gewicht heparine therapie
443466001;Evaluatie van maagdarmkanaal
443467005;Ligatie van abnormale longader
443468000;Wederopbouw van ramus van onderkaak door verticale osteotomie met het enten van bone
443470009;Wederopbouw van ramus van onderkaak door C - osteotomie met het enten van bone
443473006;Positron emissie tomografie met computertomografie koolstof 11 choline opname studie
443477007;Chirurgische verwijdering van transvenous elektrode van dubbele kamer pacing cardioverter defibrillator pulse generator door de aanpak van de transvenous
443480008;Laparoscopische excisie van een deel van de dikke darm
443497002;Excisie van sentinel lymfeklier
443509009;Glijdende osteotomie van kin met éé n stuk implantaat
443510004;Beoordeling met behulp van Bristol stool formulier schaal
443512007;Beoordeling met behulp van Braden druk zere risico schaal
443513002;Angioplastiek van truncus brachiocephalicus gebruik van radiologische begeleiding
443516005;Magnetische resonantie beeldvorming van subthalamicus kern
443517001;Magnetische resonantie beeldvorming van nervus trigeminus
443518006;Magnetische resonantie beeldvorming van nervus trigeminus met contrast
443519003;Meting van alloisoleucine
443521008;Directe laryngoscopie met strippen van de epiglottis gebruik operationele microscoop
443522001;Excisie van de gehele kop van middenvoetsbeentje
443523006;Invoeging van permanente transvenous elektrode van dubbele kamer pulse generator
443525004;Meting van Leptospira interrogans serovar Grippotyphosa antilichaam
443528002;Kwantificatie van BCR - ABL t ( 9
443529005;Opsporen van chromosomale aneuplo ï die in prenatale vruchtwater vloeistof monster met behulp van fluorescentie in situ hybridisatie screening techniek
443530000;Scherm voor 29 gemeenschappelijke genetische mutaties van cystic fibrosis met behulp van versterking vuurvaste mutatie systeem polymerase kettingreactie assay techniek
443531001;Percutane inbrengen van stent in coarctation van de aorta met behulp van doorlichting
443532008;Percutane inbrengen van stent in recht ventriculaire uitstroom darmkanaal met behulp van fluoroscopic begeleiding
443533003;Irrigatie en zuiging van de Endotracheale tube
443534009;Positron emissie tomografie fluorodeoxyglucose met computertomografie myocardiale rest imaging
443535005;Positron emissie tomografie stikstof 13 ammoniak met computertomografie myocardiale rest studie
443536006;SPECT - scan met computertomografie van het bot van het bekken
443537002;Single photon emission tomography met computertomografie van bot van thorax berekend
443538007;Incisie en drainage van vloeibare collectie van huid
443540002;Dermabrasie van tattoo van externe genitali ë n
443541003;Dermabrasie van tattoo van extremiteit
443543000;Vervanging van links kniegewricht
443548009;Aanbrengen van make - up huid
443550001;Tolerantie inspanningstest , met behulp van technetium Tc ^ 99m ^ tetrofosmin
443558008;Percutane embolisatie van Arterioveneuze fistels met behulp van fluoroscopic begeleiding kan leiden
443560005;Positron emissie tomografie van fluorodeoxyglucose metabolisme van de hersenen met computertomografie
443561009;Single photon emission jodium 123 meta - iodobenzylguanidinecomputed tomografie met computertomografie van hart
443563007;Drie dimensionale rotatie fluoroscopic angiografie met contrast
443572004;Meting van sirolimus
443573009;Beoordeling met behulp van Tinetti valt werkzaamheid schaal
443574003;Fluoroscopic cine studie van kunstmatige hartklep
443575002;Fluoroscopic beeldvorming van de cisterna magna met contrast
443576001;Percutane embolisatie van pulmonale arteri ë le collateral behulp doorlichting
443577005;Percutane inbrengen van stent in aneurysma van de hersenen met behulp van fluoroscopic begeleiding
443578000;Radionuclide beeldvorming van getransplanteerde nier
443579008;Radionuclide beeldbewerking met computertomografie demping correctie
443580006;SPECT - scan met computertomografie van het bot van de lumbale wervelkolom
443581005;Samengestelde autograft met primaire sluiting van donor site
443588004;Kwijting door podiatric chirurg
443589007;Meting van spotted fever groep rickettsia antilichamen
443594007;Single photon emission tomography met computertomografie van bone van de bovenste extremiteit berekend
443595008;SPECT - scan met computertomografie van het bot van de pols
443598005;Beoordeling van bewustzijn niveau met behulp van Adelaide pediatrische bewerkt Glasgow - comaschaal
443601000;Berekend voor meting van de hersenvolume tomografie
443602007;Magnetische resonantie beeldvorming van de hersenen met behulp van de resolutie van de isotrope
443603002;Magnetische resonantie beeldvorming van de hersenen met contrast met behulp van de resolutie van de isotrope
443605009;Mobilisatie van milt flexure van dikke darm
443610008;Extractie van obstructieve materiaal van centraal veneuze apparaat
443611007;Reconstructie van de borst met onmiddellijke inlassing van borstprothese
443613005;Verwijdering van de nacht gebitsbeschermer
443614004;Replantation van de bovenarm tussen de elleboog en schouder na volledige amputatie
443622006;Invoeging van tijdelijke transvenous elektrode van dubbele kamer cardiale pulse generator
443623001;Percutane invoeging van aortaklep met behulp van fluoroscopic begeleiding
443624007;Percutane invoeging van pulmonale klep met behulp van fluoroscopic begeleiding
443627000;Reparatie van gedeeltelijke abnormale pulmonale veneuze verbinding door invoeging van interatrial klankbord naar de linkerboezem
443628005;Positron emissie tomografie met behulp van rubidium 81 met computertomografie myocard rust imaging
443629002;Positron emissie tomografie rubidium 81 met computertomografie myocardiale stress imaging
443630007;Ultrasonografie van lever met contrast
443631006;Ultrasonografie met contrast
443632004;Positron emissie tomografie met computertomografie gallium 68 dotatate hele lichaam opname studie
443634003;Meting van Apolipoprote ï ne A - II
443637005;Single photon emission tomography met computertomografie van hemangioom van lever berekend
443638000;Single photon emission tomography met computertomografie van lever en milt berekend
443641009;Chirurgische ingreep op de huid van de borst
443647008;Herziening van percutane transluminale spiraalembolisatie van cerebrale aneurysma met behulp van doorlichting
443649006;Invoeging van sport mond bewaker
443655001;Excisie van laesie van de borst zonder draad begeleiding
443658004;Vervanging van juiste kniegewricht
443660002;Open reductie van dislocatie van de knie met inwendige fixatie en reparatie van ligament
443661003;Waterstof adem test met lactose
443665007;Transanal schijf excisie van de endeldarm
443667004;Ablatieve resurfacing huid van hele gezicht met behulp van laser
443672008;Ligatie van oplopende verticale ader
443676006;Chirurgische verwijdering van transvenous elektrode van éé n kamer pacing cardioverter defibrillator pulse generator door de aanpak van de transthoracic
443681002;Totale vervanging van links kniegewricht
443682009;Totale vervanging van rechter kniegewricht
443683004;Open herziening van Arterioveneuze fistels graft met verwijdering van trombose
443685006;Kwantitatieve meting van stof concentratie van bicarbonaat in arterieel bloed specimen
443686007;Kwantitatieve meting van hoeveel extra exemplaren van nucle ï nezuur volgorde door polymerase kettingreactie techniek
443687003;Kwantitatieve meting van de massaconcentratie van immunoglobuline A in cerebrospinaal vocht monster
443688008;Kwantitatieve meting van de massaconcentratie van immunoglobuline A in lichaamsvloeistof monster
443689000;Kwantitatieve meting van de massaconcentratie van benzodiazepine in urine monster met behulp van gaschromatografie - massaspectrometrie techniek
443690009;Kwantitatieve meting van de massaconcentratie van Barbituraat in serum of plasma monster met behulp van gaschromatografie - massaspectrometrie techniek
443691008;Directe laryngoscopy met het strippen van de stembanden , met behulp van operationele Microscoop
443693006;Beoordeling van zelfmedicatie
443697007;Meting van koper en ceruloplasmine
443701005;Éé n foton emissie tomografie met technetium 99m berekend met het label sulesomab met computertomografie
443702003;Single photon emission tomography technetium 99m thallium 201 met computertomografie van de bijschildklier berekend
443703008;Activiteiten van het dagelijkse leven schaal stoornissen evaluatie met behulp van vestibulaire
443704002;Assessment gebruik Tinetti balans en manier van lopen schaal
443706000;Reparatie van gedeeltelijke abnormale pulmonale veneuze verbinding via een directe anomalie ader anastomose naar links atriale aanhangsel
443711003;Decompressie fasciotomy van extensor compartiment van de knie met debridement van spier
443712005;Meting van glutaminezuur
443717004;Beoordeling gebruik Norton druk zere risico schaal
443723009;Reparatie van gedeeltelijke abnormale pulmonale veneuze verbinding door baffle omleiding naar links atrium met reimplantation van systemische ader in rechterboezem
443725002;Reparatie van totale abnormale pulmonale veneuze verbinding met juiste atrium
443731004;Beoordeling met behulp van vallen risicobeoordeling score voor ouderen
443741001;Incisie en drainage van cyste
443742008;Invoeging van transvenous - elektrode voor single kamer pacing cardioverter defibrillator pulse generator
443744009;Kwantitatieve meting van de massaconcentratie van immunoglobulin G in 24 - uurs urine monster
443745005;Kwantitatieve meting van de massa concentratie van immunoglobuline M in 24 uurs urine specimen
443746006;Meting van ureum , natrium , kalium , chloride , bicarbonaat en glucose
443747002;Artroscopische scheren van articulair kraakbeen van de knie
443749004;Beoordeling van het risico van veneuze thromboembolism
443751000;Meting van de bloedplaatjes aggregatie met behulp van hoge dosis ristocetin
443752007;Meting van de bloedplaatjes aggregatie met behulp van lage dosis ristocetin
443753002;Invoeging van éé n kamer pacemaker pulse generator
443754008;Insnijding van gezamenlijke capsule van de middenvoet met de release van gecontracteerde weke delen en verlenging van de pees van de voet
443755009;Percutane biopsie van de lever met behulp van echografie begeleiding
443756005;Percutane verdeling van de achillespees
443759003;Berekening van kwantitatieve volume percentage van glomerulaire filtratie op basis van concentratie van de analyt in serum of plasma monster
443765003;Reparatie van totale abnormale pulmonale veneuze verbinding door de oprichting van de linker neoatrium met pericardvocht dak
443773007;Meting van kanker antigeen 72 - 4
443774001;Single photon emission tomography met computertomografie van gezwellen berekend
443778003;Kwantitatieve meting van de verhouding van de massaconcentratie van histamine naar creatinine in de urine specimen
443779006;Kwantitatieve meting van de verhouding van de massaconcentratie van uitscheiding van histamine te uitscheiding van creatinine in 24 - uurs urine monster
443780009;Kwantitatieve meting van de massaconcentratie van glucose in serum of plasma monster 120 minuten na 75 gram mondelinge glucose uitdaging
443781008;Beoordeling van de lifestyle
443782001;Kwantitatieve meting van de massaconcentratie van albumine in serum of plasma monster met behulp van bromcresol groene techniek
443783006;Kwantitatieve meting van de massaconcentratie van 7 - aminonitrazepam in speeksel monster
443791002;Uitsnijden van cyste van de bovenkaak met een gedeeltelijke uitsnijding van bovenkaak door extraorale aanpak
443796007;Gecorrigeerde meting van calcium
443797003;Hieruit van amputatie
443799000;Kwantitatieve meting van nummer breuk van hypertonic cryohemolysis van rode bloedcellen
443800001;Kwantitatieve meting van de massaconcentratie van hydrocortison in serum of plasma monster verkregen op een opgegeven tijdstip
443801002;Kwantitatieve meting van de massaconcentratie van hydrocortison in p . m . serum of plasma monster
443802009;Kwantitatieve meting van de massaconcentratie van amfetamine in serum of plasma monster met behulp van gaschromatografie - massaspectrometrie techniek
443803004;Punctie en aspiratie van de cyste
443804005;Reparatie van teennagel
443810005;Minithoracotomy en biopsie van longkanker
443813007;Lysis van verklevingen van flexorpees van onderbeen
443814001;Cosmetische chirurgie van neus - liplijnen vouwen
443816004;Invoeging van tijdelijke transvenous elektrode van éé n kamer pacing pulse generator
443829004;Percutane transluminale ballon angioplasy van coarctation van aorta met invoeging van stent
443831008;Kwantitatieve meting van de massaconcentratie van immunoglobulin G in urine monster
443832001;Kwantitatieve meting van de massaconcentratie van immunoglobuline G in serum specimen
443833006;Kwantitatieve meting van de massaconcentratie van cannabino ï den in de urine monster met behulp van gaschromatografie - massaspectrometrie techniek
443834000;Kwantitatieve meting van de massaconcentratie van bismut in urine monster
443836003;Kwantitatieve meting van de concentratie van de teststof van flurazepam in serum of plasma monster
443837007;Kwantitatieve meting van de massaconcentratie van immunoglobuline A in urine monster
443838002;Kwantitatieve meting van de massaconcentratie van immunoglobuline A in koord bloed monster
443842004;Kwantitatieve meting van stof tarief van glucose uitscheiding in de urine specimen
443843009;Analyse met metapolymerase kettingreactietechniek
443844003;Positron emissie tomografie met computertomografie van gehele lichaam voor gezwellen opname van methionine
443850008;Kwantitatieve meting van de massaconcentratie van benzoylecgonine in serum of plasma monster met behulp van gaschromatografie - massaspectrometrie techniek
443851007;Kwantitatieve meting van de massaconcentratie van benzoylecgonine in speeksel monster
443852000;Vervanging van tijdelijke transvenous elektrode van dubbele kamer pulse generator
443862007;Kwantitatieve meting van gewichtsfractie van hemoglobine F ten opzichte van de totale hemoglobine in serum of plasma monster door hoge prestatie Vloeibare Chromatografie techniek
443863002;Kwantitatieve meting van massaconcentratie van hydrocortison in de baseline serum of plasma monster na adrenocorticotropine challenge
443864008;Kwantitatieve meting van de massaconcentratie van histamine in serum of plasma monster
443865009;Kwantitatieve meting van de massaconcentratie van Barbituraat in urine monster met behulp van gaschromatografie - massaspectrometrie techniek
443869003;Totaal uitsnijding van de rechter nier
443870002;Laparoscopie van de endeldarm
443873000;Radiologische interventies op urinewegen
443880003;Analyse van het genoom met behulp van smeltend kromme techniek
443882006;Excisie van besmette vasculaire prothese van ledematen
443883001;Meting van Alfa fetoprotein en humaan choriongonadotrofine en unconjugated oestriol in serum of plasma monster
443884007;Snij - en indiening van teennagel
443885008;Atriale fistulogram met veneuze toegang
443886009;Endovasculaire reparatie van aneurysma van de arteria iliaca met prothese met behulp van radiologische begeleiding
443887000;Enten van aortaklep prothese door de aanpak van de transapical
443888005;Inbrengen van de katheter ballon in borst voor radiotherapie
443889002;Factor VIII mutatietest vervoerder detectie
443891005;Injectie van stero ï de in chalazion
443901003;Verwijdering van vreemde lichaam van onderhuidse weefsel door insnijding van de huid en dissectie van onderhuids weefsel
443902005;Reparatie van gedeeltelijke abnormale pulmonale veneuze verbinding door wapendrager voor pulmonale veneuze confluence naar de linkerboezem via ader aansluiten
443906008;Bypass van maag met korte ledematen Roux - nl - Y gastroenterostomy
443908009;Excisie van een deel van de endeldarm door perineale aanpak
443909001;Uitsnijden van een deel van de dikke darm met de mobilisatie van de milt buiging
443915001;Meting van totale cholesterol en triglyceriden
443916000;Enten van aortaklep prothese door transluminale aanpak
443917009;Farmacologische uitdaging met klasse l antiarrhythmic drug te ontmaskeren ST elevatie
443918004;Lokale excisie van kwaadaardige gezwellen van de maag
443921002;Kwantitatieve meting van de massaconcentratie van oxcarbazepine in serum of plasma monster
443922009;Kwantitatieve meting van de massaconcentratie van opiaten agonist in serum of plasma monster met behulp van gaschromatografie - massaspectrometrie techniek
443923004;Kwantitatieve meting van de massaconcentratie van glucose in pericardvocht vloeistof monster
443924005;Kwantitatieve meting van de massa concentratie van glucose in 1 uur postprandiale urinemonster
443925006;Kwantitatieve meting van de massaconcentratie van dihydrocode ï ne in speeksel monster
443926007;Kwantitatieve meting van de massaconcentratie van diazepam in speeksel monster
443927003;Kwantitatieve meting van de concentratie van follitropin in basislijn serum of plasma monster
443931009;Verkorting van de pees van de onderste extremiteit
443932002;Punctie en aspiratie van subcutane weefsel
443934001;Kwantitatieve meting van de massaconcentratie van chroom in perifeer bloed monster
443935000;Excisie van gescheurde appendix door open benadering
443939006;Single photon emission tomography van myocardiale perfusie met technetium 99m meta - iodobenzylguanidine tetrofosmin berekend
443940008;Single photon emission tomography jodium 123 meta - iodobenzylguanidine met computertomografie berekend
443944004;Excisie van ge ï nfecteerde vasculaire graft
443945003;Excisie van besmette vasculaire prothese van buik
443946002;Kwantitatieve meting van de massaconcentratie van glucose in peritoneale dialyse vloeistof monster
443947006;Kwantitatieve meting van de massa concentratie van fluoride in urinemonster
443948001;Kwantitatieve meting van de massaconcentratie van ethyleen glycol in urine monster
443949009;Kwantitatieve meting van immunoglobulin G en immunoglobuline M en immunoglobuline A en immunoglobuline lichtketting in serum of plasma monster
443950009;Kwantitatieve meting van de concentratie van lutropin in basislijn serum of plasma monster
443951008;Kwantitatieve meting van de massaconcentratie van benzoylecgonine in urine monster met behulp van gaschromatografie - massaspectrometrie techniek
443954000;Banding van dalende verticale ader
443955004;Afbinding longader te verbinden
443958002;Chirurgische verwijdering van transvenous elektrode van éé n kamer pacing cardioverter defibrillator pulse generator door de aanpak van de transvenous
443959005;Directe laryngoscopy met excisie van gezwellen met behulp van operationele Microscoop
443960000;Injectie van stero ï de in laesie
443964009;Punctie en aspiratie van Seroom
443965005;Excisie van vreemde voorwerpen van subcutane weefsel
443966006;Meting van bloed gassen in veneuze koord bloed monster
443967002;Analyse met behulp van versterking vuurvaste mutatie systeem polymerase kettingreactie techniek
443968007;Sequentiebepaling van hele codering regio van gen
443969004;Kwantitatieve meting van de massaconcentratie van prostaatspecifiek antigeen in serum of plasmamonster
443970003;Kwantitatieve meting van de massaconcentratie van fencyclidine in serum of plasma monster met behulp van gaschromatografie - massaspectrometrie techniek
443972006;Kwantitatieve meting van stof breuk van zuurstof ten opzichte van zuurstof bandplaatsen van hemoglobine in veneuze bloed monster
443973001;Kwantitatieve meting van de massaconcentratie van immunoglobulin G in koord bloed monster
443974007;Kwantitatieve meting van de massaconcentratie van immunoglobulin G in lichaamsvloeistof monster
443975008;Kwantitatieve meting van de massaconcentratie van bismut in serum of plasma monster
443976009;Kwantitatieve meting van de massa concentratie van beryllium in urinemonster
443978005;Kwantitatieve meting van de massaconcentratie van creatinine in predialysis serum of plasma monster
443979002;Kwantitatieve meting van de massaconcentratie van creatinine in postdialysis serum of plasma monster
443981000;Testen voor bekende genmutatie in familielid
443982007;Gerichte analyse voor genmutatie
443983002;Kwantitatieve meting van de massaconcentratie van immunoglobuline M in lichaamsvloeistof monster
443984008;Kwantitatieve meting van de massaconcentratie van hydrocortison in speeksel monster
443985009;Kwantitatieve meting van massaconcentratie van code ï ne in het speeksel monster
443986005;Kwantitatieve meting van pH in capillaire bloed monster
443988006;Meting van de Leptospira kirschneri serovar Grippotyphosa antilichaam
443989003;Bidirectional Glenn shunt procedure links superieure vena cava
443990007;Kwantitatieve meting van stof tarief verhouding van pyridinoline naar creatinine in 24 - uurs urine monster
443991006;Kwantitatieve meting van de massaconcentratie van immunoglobuline M in koord bloed monster
443992004;Kwantitatieve meting van de massaconcentratie van immunoglobuline M in cerebrospinaal vocht monster
443993009;Kwantitatieve meting van de massa concentratie van creatinine in 2 uur postperitoneal dialysevloeistof specimen
443994003;Kwantitatieve meting van de massaconcentratie van creatinine gecorrigeerd voor de concentratie van glucose in overnachting peritoneale dialyse vloeistof monster
443995002;Meting van Influenza - A virus subtype H1N1 antigeen
443996001;Afbinding van verticale ader aflopend
443998000;Colonoscopy via colostomie met Endoscopische biopsie van dikke darm
444001009;Rechter Glenn shunt procedure
444005000;Kwantitatieve meting van massale hoeveelheid coca ï ne metaboliet in meconium monster met behulp van gaschromatografie - massaspectrometrie techniek
444006004;Kwantitatieve meting van massale inhoud van calprotectin in een monster van de ontlasting
444007008;Kwantitatieve meting van de massaconcentratie van glucose in de synoviale vloeistof specimen
444008003;Kwantitatieve meting van de massaconcentratie van glucose in serum of plasmamonster 6 uur na glucose challenge
444009006;Beoordeling van reumato ï de artritis
444010001;Kwantitatieve meting van de massaconcentratie van amfetamine en metamfetamine in urine monster met behulp van gaschromatografie - massaspectrometrie techniek
444017003;Éé n foton emissie tomografie iodine 131 met computertomografie van gehele lichaam berekend
444021005;Kwantitatieve meting van de massaconcentratie van ciclosporine in serum of plasma monster met behulp van enzyme - immunoassay techniek
444023008;Single photon emission tomography met computertomografie van bot van het onderbeen berekend
444029007;Verkenning van de pols met het verwijderen van diepe vreemd lichaam
444030002;Verdeling van de oplopende verticale ader
444031003;Meting van heavy metal in 24 - uurs urine monster door screening methode
444032005;Detectie van mutatie in apolipoprote ï ne B - 100 gen
444033000;Meten van factor VIII - activiteiten door chromogenic methode
444034006;Bidirectional Glenn shunt procedure recht superieure vena cava
444035007;Minithoracotomy en biopsie van de pleura
444037004;Berekend met contrast voor meting van de hersenvolume tomografie
444043002;Meting van bloed gassen in arteri ë le koord bloed monster
444051004;Bilaterale vervanging van heupgewrichten
444061006;Eerste evaluatie van de klinische proef
444068000;Thoraxcopische excisie van gezwellen in het hartzakje
444069008;Toediening van vitamine D - supplement
444075004;Analyse met behulp van kwantitatieve fluorescerende polymerase kettingreactie techniek
444076003;Analyse met behulp van real - time polymerase kettingreactie techniek
444077007;Analyse met behulp van reverse - transcriptase polymerase kettingreactie techniek
444078002;Detectie van Arg3500Gln mutatie in apolipoprote ï ne B - 100 - gen
444080008;Thoraxcopische excisie van cyste van pericard
444083005;Totale excisie van de linker nier
444085003;Angiografie van de dubbeldekker van abdominale aorta met plaatsing van katheter en bilaterale angiografie van slagaders van ledematen
444086002;Detectie van snake venom
444090000;Meting van immunoglobuline G en M klassen van antilichamen tegen virale capside antigeen van Epstein Barr - virus in serum of plasmamonster
444091001;Analyse met behulp van multiplex polymerase kettingreactie techniek
444092008;Analyse met behulp van mutagenically gescheiden polymerase kettingreactie techniek
444093003;Analyse met behulp van oligonucleotide afbinding assay techniek
444111004;Het inbrengen van bilaterale prothetische intra - oculaire lenzen
444113001;Meting van pH van plasma van veneuze koord bloed monster bij 37 graden Celsius
444114007;Kwantitatieve meting van de concentratie van Cryoglobuline in serum monster
444115008;Overdracht van de tibialis anterior pees door interosseous membraan van been
444116009;Psoas compartiment blok
444117000;Verdeling van de verticale ader aflopend
444118005;Aanbeveling van Rh > o < ( D ) immuun globuline dosis
