conceptId;Beschrijving;conceptId;Beschrijving Matecat
432942006;percutane mechanische trombectomie van vena cava inferior onder fluoroscopische begeleiding;432942006;Percutane mechanische thrombectomy van inferieure vena cava met behulp van doorlichting
432945008;percutane verwijderen van galwegsteen onder scopie;432945008;Percutane verwijdering van calculus van galwegen met behulp van doorlichting
432946009;percutane mechanische trombectomie van arterie in onderste lidmaat onder fluoroscopische begeleiding;432946009;Percutane mechanische thrombectomy van de slagader van de onderste ledematen met behulp van doorlichting
432947000;percutane trombectomie onder fluoroscopische begeleiding;432947000;Percutane thrombectomy met behulp van doorlichting
432948005;percutane plaatsing catheter in vena cava inferior onder fluoroscopie;432948005;Percutane trombolyse van inferieure vena cava met behulp van doorlichting
432953000;fluoroscopie ter controle positionering pacemaker electrode;432953000;Fluoroscopie van het hart voor het controleren van de pacemaker - elektrode positie
432956008;angioplastie van arteria femoralis communis onder fluoroscopische begeleiding;432956008;Angioplastiek van gemeenschappelijke dijbeenslagader behulp van doorlichting
432979009;embolisatie van fibro ï de uterus onder fluoroscopische begeleiding;432979009;Embolisatie van de baarmoeder vleesboom gebruik doorlichting
433006008;MRI onderkaak;433006008;Magnetische resonantie beeldvorming van de onderkaak
433007004;magnetische resonantie penis ( MRI );433007004;Magnetische resonantie beeldvorming van de penis
433007004;MRI penis;433007004;Magnetische resonantie beeldvorming van de penis
433008009;holle naald biopsie ( CNB ) van borst onder magnetische resonantie;433008009;Kern naald biopsie van de borst met behulp van magnetische resonantie beeldvorming begeleiding
433009001;MRI onderbeen met contrast;433009001;Magnetische resonantie beeldvorming van onderbeen met contrast
433014002;biopsie van de larynx;433014002;Biopsie van strottenhoofd
433026007;fluoroscopische contrastmiddel venografie van de vena poplitea met plaatsen van een stent;433026007;Fluoroscopische venografie ader popliteale gebruik tegenstelling inbrengen van stent
433027003;defecografie met isotopen;433027003;Radionuclide mest - proctography
433028008;radionuclide sentinel lymfeklier studie;433028008;Radionuclide schildwachtklier onderzoek
433030005;vervanging van catheter in arteria pulmonalis onder fluoroscopische begeleiding;433030005;Vervanging van pulmonale arteri ë le katheter met behulp van doorlichting
433032002;verwijderen van gastrostomiesonde onder scopie;433032002;Verwijdering van gastrostomy buis met behulp van fluoroscopic begeleiding
433039006;contrast fluoroscopische angiografie van abdominale aorta en iliacale artery met plaatsing van unilaterale aorto - iliacale stent prothese;433039006;Fluoroscopische angiografie abdominale aorta en de iliacale arterie gebruik tegenstelling inbrengen eenzijdige aorto - iliacale stent graft
433039006;contrast fluoroscopische angiografie van de abdominale aorta en iliacale artery met plaatsing can een unilaterale aorto - iliacale stent;433039006;Fluoroscopische angiografie abdominale aorta en de iliacale arterie gebruik tegenstelling inbrengen eenzijdige aorto - iliacale stent graft
433041007;contrast fluoroscopische angiografie van abdominale aorta met plaatsing van vertakte unilaterale aorto - iliacale stent prothese;433041007;Fluoroscopische angiografie abdominale aorta via tegenstelling inbrengen van vertakte eenzijdige aorto - iliacale stent graft
433041007;contrast fluoroscopische angiografie van de abdominale aorta met plaatsing van een vertakte unilaterale aorto - iliacale stent;433041007;Fluoroscopische angiografie abdominale aorta via tegenstelling inbrengen van vertakte eenzijdige aorto - iliacale stent graft
433057007;fluosroscopische venografie met contrastmiddel en inplaatsen van een stent;433057007;Fluoroscopic venography van gemeenschappelijke femorale ader contrast met invoeging van stent
433057007;fluosroscopische venografie met contrastmiddel en plaatsen van stent van vena femoralis communis;433057007;Fluoroscopic venography van gemeenschappelijke femorale ader contrast met invoeging van stent
433060000;chemische sympathectomie mbv fluoroscopie;433060000;Chemische sympathectomy met behulp van fluoroscopic begeleiding
433062008;verwijderen van een vena cava superior filter onder fluoroscopische begeleiding;433062008;Verwijdering van superieure vena cava filter met behulp van doorlichting
433064009;replacemente gastrectomie met excisie omligggade weefsels;433064009;Vervanging van gastrojejunostomy buis met behulp van fluoroscopic begeleiding
433106006;percutane transluminele angioplastie onder fluoroscopische controle;433106006;Percutane transluminale angioplasty met behulp van fluoroscopic begeleiding
433107002;percutane transluminele angioplastie van greffe met cutting ballon onder fluoroscopische geleide;433107002;Percutane transluminale snijden ballon angioplasty van entt u met behulp van fluoroscopic begeleiding
433108007;percutane transluminale cutting balloon angioplastie van arteria innominata onder fluoroscopische begeleiding;433108007;Percutane transluminale snijden ballon angioplasty van innominate ader met behulp van fluoroscopic begeleiding
433112001;percutane mechanische trombectomie van vena porta onder fluoroscopische begeleiding;433112001;Percutane mechanische thrombectomy van de poortader met behulp van doorlichting
433113006;percutane trombolyse van de arteria mesenterica superior onder fluoroscopische begeleiding;433113006;Percutane trombolyse van mesenterische slagader met behulp van fluoroscopic begeleiding
433130008;SPECT van de thorax;433130008;Éé n foton emissie tomografie bot van thorax berekend
433131007;radionucleotidenscan van het bovenste lidmaat;433131007;Radionuclide beeldvorming van het bot van de bovenste ledematen
433133005;MRI orbita met contrast;433133005;Magnetische resonantie beeldvorming van de baan met contrast
433134004;ERCP met galwegstenting;433134004;Endoscopische retrograde cholangiopancreaticografie met het inbrengen van gal plastic stent met behulp van doorlichting
433134004;ERCP met plaatsen van syntetische galwegstent onder scopie;433134004;Endoscopische retrograde cholangiopancreaticografie met het inbrengen van gal plastic stent met behulp van doorlichting
433137006;lithotripsie van galblaassteen onder scopie;433137006;Lithotripsy van galblaas met behulp van fluoroscopic begeleiding
433138001;MRI bekken met contrast;433138001;Magnetische resonantie beeldvorming van het bekken met contrast
433140006;MRI lumbosacrale wervelkolom met contrast;433140006;MRI van de lumbale en sacrale wervelkolom met contrast
433141005;MRI lumbosacrale wervelkolom;433141005;MRI van de lumbale en sacrale wervelkolom
433154003;insertie van catheter voor cardiale ventriculaire stimulatie onder fluoroscopische geleide;433154003;Inbrengen van de katheter in de cardiale ventrikel voor stimulatie met behulp van fluoroscopie begeleiding
433156001;peroperatoire epiaortische echografie;433156001;Intraoperatieve epiaortic Ultrasonografie
433158000;reduceren van intestinale intussusceptie onder scopie;433158000;Vermindering van intestinale darminvaginatie gebruik doorlichting
433166009;endoscopische slokdarmdilatatie onder scopiecontrole;433166009;Endoscopische dilatatie slokdarm met behulp van doorlichting
433169002;echografie regio clavicularis;433169002;Ultrasonografie clavicular regio
433170001;MRI voorvoet;433170001;Magnetische resonantie beeldvorming van de voorvoet
433171002;radionucleotidenscan van het bekken;433171002;Radionuclide bot beeldvorming van het bekken
433173004;plaatsen van een permanente vena cava inferior filter onder fluoroscopische begeleiding;433173004;Invoeging van permanente vena cava inferior - filter door middel van fluoroscopic begeleiding
433174005;MRI femur met contrast;433174005;Magnetische resonantie beeldvorming van dijbeen met contrast
433174005;mri scan van het femur met contrast;433174005;Magnetische resonantie beeldvorming van dijbeen met contrast
433175006;echografie schildklier en bijschildklier;433175006;Echografie van de schildklier en bijschildklier
433177003;echografie scapula;433177003;Ultrasonografie van schouderblad
433199006;contrastmiddel fluoroscopische angiografie van de arteria brachiocephalica met plaatsing van een drug eluting stent;433199006;Fluoroscopic angiografie van brachiocephalic slagader met behulp van contrast met invoeging van drug eluerende stent
433199006;fluoroscopische angiografie met contrastmiddel van de arteria brachiocephalica met plaatsing van een drug eluting stent;433199006;Fluoroscopic angiografie van brachiocephalic slagader met behulp van contrast met invoeging van drug eluerende stent
433200009;contrastmiddel fluoroscopische angiografie van de arteria brachiocephalica met plaatsing van een stent;433200009;Fluoroscopic angiografie van brachiocephalic slagader met behulp van contrast met het inbrengen van een stent
433200009;fluoroscopische angiografie met contrastmiddel van arteria brachiocephalica met plaatsing van stent;433200009;Fluoroscopic angiografie van brachiocephalic slagader met behulp van contrast met het inbrengen van een stent
433201008;fluoroscopische contrastmiddel angiografie van de arteria femoralis profunda met plaatsen van een stent;433201008;Fluoroscopic angiografie van profunda femoris slagader met behulp van contrast met het inbrengen van een stent
433217002;injectie van een lumbale zenuwwortel met fluoroscopische geleiding;433217002;Injectie van zenuw wortel van lumbale wervelkolom met behulp van fluoroscopic begeleiding
433223007;doppler echografie aorta;433223007;Doppler - echografie van de aorta
433238008;percutane injectie van scleroserend agens in vena saphena magna onder fluoroscopische begeleiding;433238008;Percutane injectie van scleroserende middel in lange vena ader met behulp van doorlichting
433239000;percutane injectie van een scleroserend agens in de vena saphena parva onder fluoroscopische begeleiding;433239000;Percutane injectie van scleroserende agent in korte saphenous ader met behulp van fluoroscopic begeleiding
433240003;percutane trombolyse van arteria pulmonalis onder fluorosocopische begeleiding;433240003;Percutane trombolyse van longslagader met behulp van fluoroscopic begeleiding
433242006;kontrastmiddel fluoroscopische angiografie van de pancreas;433242006;Fluoroscopic angiografie van pancreas met contrast
433243001;endoscopisch percutaan plaatsen van een gastrostomiesonde onder scopie;433243001;Percutane endoscopische inbrengen van gastrostomy buis met behulp van fluoroscopic begeleiding
433244007;kontrastmiddel fluoroscopische venografie van de vena cava superior met plaatsen van stent;433244007;Fluoroscopische venografie van superieure vena cava via tegenstelling inbrengen van stent
433245008;percutaneuse embolisatie van ductus thoracicus onder fluoroscopische begeleiding;433245008;Percutane embolisatie kan leiden van de ductus thoracicus met behulp van fluoroscopic begeleiding
433248005;fluoroscopische venografie van de vena subclavia met plaatsen van een stent;433248005;Fluoroscopic venography van subclavian ader met invoeging van stent
433256008;percutane transluminale cutting balloon angioplastie van arteria pulmonalis onder fluoroscopische begeleiding;433256008;Percutane transluminale snijden ballon angioplasty van longslagader met behulp van fluoroscopic begeleiding
433257004;percutane transluminale cutting balloon angioplastie van arteria tibialis onder fluoroscopische begeleiding;433257004;Percutane transluminale snijden ballon angioplasty van tibiale slagader met behulp van fluoroscopic begeleiding
433307009;plaatsen van een externe galwegdrain onder scopie;433307009;Toevoeging van externe afvoer in de galwegen met behulp van fluoroscopic begeleiding
433325002;angioplastie van veneuse ? onder fluoroscopische begeleiding;433325002;Angioplasty van ader entt u met behulp van fluoroscopic begeleiding
433339002;percutane embolisatie van greffe onder fluoroscopische geleide;433339002;Percutane embolisatie van entt u met behulp van fluoroscopic begeleiding kan leiden
433342008;incisie en drainage abces hoofdhuid;433342008;Incisie en drainage van het abces van de hoofdhuid
433589009;intraoperative fluoroscopische angiografie van de abdominale aorta met plaatsing van een tweeledige stent prothese;433589009;Intraoperatieve fluoroscopic angiografie van abdominale aorta met invoeging van gespleten stent graft
433591001;fluoroscopische angiografie met contrastmiddel en plaatsing in de arteria carotis communis van een stent;433591001;Fluoroscopic angiografie van gemeenschappelijke halsslagader contrast met invoeging van stent graft
433591001;fluoroscopische angiografie met contrastmiddel met plaatsing van stent in arteria carotis communis;433591001;Fluoroscopic angiografie van gemeenschappelijke halsslagader contrast met invoeging van stent graft
433596006;intraoperative fluoroscopische angiografie van de abdominale aorta met plaatsing van een gefenestreerde stent prothese;433596006;Intraoperatieve fluoroscopic angiografie van abdominale aorta met invoeging van fen ê tr é stent graft
433597002;percutane transluminale cutting ballon angioplastiek van de arteria femoralis profunda onder fluoroscopische begeleiding;433597002;Percutane transluminale snijden ballon angioplasty van profunda femoris slagader met behulp van fluoroscopic begeleiding
433598007;intraoperative fluoroscopische angiografie van de abdominale aorta met plaatsing van een vertakte tweeledige stent prothese;433598007;Intraoperatieve fluoroscopic angiografie van abdominale aorta met invoeging van vertakte gespleten stent graft
433599004;percutane transluminale cutting balloon angioplastie van arteria femoralis superficialis onder fluoroscopische begeleiding;433599004;Percutane transluminale snijden ballon angioplasty van oppervlakkige femorale slagader met behulp van fluoroscopic begeleiding
433632001;bloedafname sinus cavernosus via fluoroscopie;433632001;Bemonstering van bloed uit holle sinus met behulp van fluoroscopic begeleiding
433633006;intraoperative fluoroscopische angiografie van deabdominale aorta met plaatsing van eengefenestreerde tweeledige stent prothese;433633006;Intraoperatieve fluoroscopic angiografie van abdominale aorta met invoeging van fen ê tr é gespleten stent graft
433636003;percutane transluminale cutting balloon angioplastie van arteria axillaris onder fluoroscopische begeleiding;433636003;Percutane transluminale snijden ballon angioplasty van de arteria axillaris met behulp van fluoroscopic begeleiding
433637007;percutane transluminale cutting balloon angioplasie van vena iliaca onder fluoroscopische begeleiding;433637007;Percutane transluminale snijden ballondilatatie van iliacale ader met behulp van doorlichting
433638002;percutane transluminale cutting ballon angioplasiek van de arteria mesenterica inferior onder fluoroscopische begeleiding;433638002;Percutane transluminale snijden ballon angioplasty van inferieure mesenterische slagader met behulp van fluoroscopic begeleiding
433662007;percutane transluminale cutting ballon angioplastiek van de arteria iliaca externa onder fluoroscopische begeleiding;433662007;Percutane transluminale snijden ballondilatatie van externe iliacale slagader met behulp van doorlichting
433663002;percutane transluminale cutting ballon angioplastiek van de vena renalis onder fluoroscopische begeleiding;433663002;Percutane transluminale snijden ballon angioplasty van renale ader met behulp van fluoroscopic begeleiding
433680003;fluoroscopische angiografie met contrastmiddel en plaatsing in arteria femoralis communis van stent graft;433680003;Fluoroscopic angiografie van gemeenschappelijke femorale slagader met behulp van contrast met het inbrengen van een stent graft
433680003;fluoroscopische angiografie met contrastmiddel en plaatsing in de arteria femoralis communis van een stent;433680003;Fluoroscopic angiografie van gemeenschappelijke femorale slagader met behulp van contrast met het inbrengen van een stent graft
433682006;fluoroscopische contrastmiddel venografie van de vena renalis met plaatsen van een stent greffe;433682006;Fluoroscopic venography van renale ader contrast met invoeging van stent graft
433683001;contrastmiddel fluoroscopische angiografie van de arteria carotis interna met insertie van een drug eluting stent;433683001;Fluoroscopic angiografie van interne halsslagader contrast met invoeging van drug eluerende stent
433686009;percutane cutting balloon transluminale angioplastie van arteria femoralis communis onder fluoroscopische begeleiding;433686009;Percutane transluminale snijden ballon angioplasty van gemeenschappelijke femorale slagader met behulp van fluoroscopic begeleiding
433688005;percutane transluminale trombolyse van de getransplanteerde arteria renalis onder fluoroscopische begeleiding;433688005;Percutane trombolyse van getransplanteerde nier slagader met behulp van fluoroscopic begeleiding
433690006;fluoroscopische angiografie met insertie van drug eluting stent;433690006;Fluoroscopic angiografie van externe halsslagader contrast met invoeging van drug eluerende stent
433690006;fluoroscopische contrastmiddel angiographie met insertie van een medicatie - afgevende - stent;433690006;Fluoroscopic angiografie van externe halsslagader contrast met invoeging van drug eluerende stent
433691005;fluoroscopische contrastmiddel angiografie van de arteria lienalis met plaatsen van een drug eluting stent;433691005;Fluoroscopische angiografie van de milt slagader met behulp van contrast met het inbrengen van drug eluting stent
433692003;fluoroscopische contrastmiddel venografie van de oppervlakkige voorarm vena met plaatsen van een stent greffe;433692003;Fluoroscopic venography van oppervlakkige onderarm ader contrast met invoeging van stent graft
433694002;percutane transluminale cutting balloon angioplastie van truncus coeliacus onder fluoroscopische begeleiding;433694002;Percutane transluminale snijden ballon angioplasty van coeliakie slagader met behulp van fluoroscopic begeleiding
433711000;percutane transluminale cutting balloon angioplastie van arteria carotis externa onder fluoroscopische begeleiding;433711000;Percutane transluminale snijden ballon angioplasty van externe halsslagader met behulp van fluoroscopic begeleiding
433712007;percutane transluminale cutting ballon angioplastiek van de arteria poplitea onder floroscopische begeleiding;433712007;Percutane transluminale snijden ballon angioplasty van popliteale slagader met behulp van fluoroscopic begeleiding
433713002;fluoroscopische contrastmiddel angiografie van de arteria iliaca interna met plaatsen van een drug eluting stent;433713002;Fluoroscopische angiografie van iliaca interna met behulp van contrast met het inbrengen van drug eluting stent
433714008;verwijderen tijdelijke pacemaker met fluoroscopie;433714008;Verwijdering van tijdelijke cardiale pacemakers leiden met behulp van fluoroscopic begeleiding
433722001;lumbale foraminale epidurale injectie met fluoroscpische geleiding;433722001;Foraminal epidurale injectie van lumbale wervelkolom met behulp van fluoroscopic begeleiding
433734009;percutane transluminale cutting balloon angioplastie van arteria carotis interna onder fluoroscopische begeleiding;433734009;Percutane transluminale snijden ballon angioplasty van interne halsslagader met behulp van fluoroscopic begeleiding
433735005;percutane transluminale cutting ballon angioplastiek van de arteria radialis onder fluoroscopische begeleiding;433735005;Percutane transluminale snijden ballon angioplasty van radiale slagader met behulp van fluoroscopic begeleiding
433737002;fluoroscopische contrastmiddel venografie van de vena poplitea met plaatsen van een stent greffe;433737002;Fluoroscopic venography van popliteale ader contrast met invoeging van stent graft
433767008;plaatsen van ee nasobiliaire drain onder scopie;433767008;Inbrengen van nasobiliary afvoer met behulp van fluoroscopic begeleiding
433768003;fluoroscopische angiografie van arteria hepatica met insertie van stent greffe;433768003;Fluoroscopic angiografie van hepatische slagader met behulp van contrast met het inbrengen van een stent graft
433768003;fluoroscopische contrast angiografie van de arteria hepatica met insertie van een stent greffe;433768003;Fluoroscopic angiografie van hepatische slagader met behulp van contrast met het inbrengen van een stent graft
433770007;contrastmiddel fluoroscopische angiografie van de arteria axillaris met plaatsing van een drug eluting stent;433770007;Fluoroscopische angiografie van de oksel slagader met behulp van contrast met het inbrengen van drug eluting stent
433773009;contrastmiddel fluoroscopische venografie van de vena iliaca met insertie van een stent greffe;433773009;Fluoroscopic venography van iliac ader contrast met invoeging van stent graft
433774003;echografisch geleide infiltratie van de subacromiale bursa;433774003;Injectie van subacromial bursa met behulp van echografie begeleiding
433777005;fluoroscopische contrastmiddel angioplastiek van de arteria mesenterica inferior met plaatsen van een stent;433777005;Fluoroscopic angiografie van inferieure mesenterische slagader met behulp van contrast met het inbrengen van een stent graft
433794007;echografisch geleide infiltratie van de pes anserinus;433794007;Injectie van pes anserine bursa met behulp van echografie begeleiding
433796009;intraoperative angiografie van de abdominale aorta met inpaatsing van een unilaterale gefenestreerde aorto - iliacale prothese;433796009;Intraoperatieve fluoroscopic angiografie van abdominale aorta met invoeging van fen ê tr é eenzijdige aorto - iliacale stent graft
433802006;fluoroscopische contrastmiddel angiografie van de getransplanteerde arteria renalis met plaatsen van een stent;433802006;Fluoroscopic angiografie van getransplanteerde nier slagader met behulp van contrast met het inbrengen van een stent
433803001;fluoroscopische contrastmiddel venografie van de vena subclavia met plaatsen van een stent greffe;433803001;Fluoroscopic venography van subclavian ader contrast met invoeging van stent graft
433806009;contrast fluoroscopische angiografie van de abdominale aortoa met plaatsing van een tweeledige gefenestreerde stent prothese;433806009;Fluoroscopic angiografie van abdominale aorta contrast met invoeging van fen ê tr é gespleten stent graft
433808005;percutane transluminale cutting balloon angioplastie van vena femoralis superficialis onder fluoroscopische begeleiding;433808005;Percutane transluminale snijden ballon angioplasty van oppervlakkige femorale ader met behulp van fluoroscopic begeleiding
433816001;percutane transluminale cutting balloon angioplastie van arteria iliaca communis onder fluoroscopische begeleiding;433816001;Percutane transluminale snijden ballondilatatie van bekkenslagader behulp van doorlichting
433817005;percutane transluminale cutting balloon angioplastie van arteria brachialis onder fluoroscopische begeleiding;433817005;Percutane transluminale snijden ballondilatatie van de slagader met behulp van doorlichting
433843006;echografisch geleide infiltratie van de bursa subdeltoidea;433843006;Injectie van subdeltoid bursa met behulp van echografie begeleiding
433844000;implantatie van cardiale biventriculaire implanteerbare cardiovertor;433844000;Invoeging van cardiale biventricular Implanteerbare cardioverter defibrillator gebruik fluoroscopic begeleiding
433852002;percutane transluminale cutting ballon angioplastie van vena femoralis communis onder fluoroscopische begeleiding;433852002;Percutane transluminale snijden ballondilatatie van gemeenschappelijke lies met behulp van doorlichting
433856004;fluoroscopische angiografie met contrastmiddel en plaatsing van drug eluting stent in arteria femoralis communis;433856004;Fluoroscopic angiografie van gemeenschappelijke femorale slagader met behulp van contrast met invoeging van drug eluerende stent
433856004;fluoroscopische angiografie met contrastmiddel en plaatsing van een drug eluting stent in de arteria femoralis communis;433856004;Fluoroscopic angiografie van gemeenschappelijke femorale slagader met behulp van contrast met invoeging van drug eluerende stent
433857008;fluoroscopische angiografie van arteria pulmonalis met contrastmiddel met plaatsing van stent greffe;433857008;Fluoroscopic angiografie van longslagader contrast met invoeging van stent graft
433857008;fluoroscopische angiografie van de arteria pulmonalis met contrastmiddel en plaatsing van een stent greffe;433857008;Fluoroscopic angiografie van longslagader contrast met invoeging van stent graft
433858003;PET - scan van parathyroid d . m . v . technetium 99m , thallium 201;433858003;Single photon emission tomography van met technetium 99m thallium 201 bijschildklier berekend
433858003;PET - scan van parathyroidklier door middel van technetium 99m , thallium 201;433858003;Single photon emission tomography van met technetium 99m thallium 201 bijschildklier berekend
433864005;toediening van substantie via intraveneuse piggyback;433864005;Toediening van stof door intraveneuze Rail
433866007;laserablatie van een leverletsel onder CT geleiding;433866007;Laser ablatie van laesie van de lever met computertomografie begeleiding
433876005;ethanol ablatie van een leverletsel onder CT geleide;433876005;Ethanol ablatie van laesie van de lever met computertomografie begeleiding
433976006;percutane embolisatie van de arteria radialis onder fluoroscopische begeleiding;433976006;Percutane embolisatie van radiale slagader met behulp van fluoroscopic begeleiding kan leiden
434026002;contrast fluoroscopische angiographische stented greffe plaatsing in de arteria iliaca communis;434026002;Fluoroscopische angiografie van bekkenslagader met behulp van contrast met het inbrengen van stentgraft
434026002;fluoroscopische angiografie met contraststof en plaatsen van stent graft in arteria iliaca communis;434026002;Fluoroscopische angiografie van bekkenslagader met behulp van contrast met het inbrengen van stentgraft
434031000;percutane embolisatie van de vena ovarica onder fluoroscopische begeleiding;434031000;Percutane embolisatie van ovari ë le ader met behulp van fluoroscopic begeleiding kan leiden
434101008;injectie van een scleroserend agens in een oppervlakkige vena onder fluoroscopische begeleiding;434101008;Injectie van scleroserende agent in oppervlakkige ader met behulp van fluoroscopic begeleiding
434138008;fluoroscopische contrastmiddel angiografie van de arteria renalis met plaatsen van een stent greffe;434138008;Fluoroscopic angiografie van renale slagader met behulp van contrast met het inbrengen van een stent graft
434157004;percutane transluminale cutting ballon angioplastiek van de arteria renalis onder fluoroscopische begeleiding;434157004;Percutane transluminale snijden ballon angioplasty van renale slagader met behulp van fluoroscopic begeleiding
434158009;transthoracale driedimensionale echografie van het hart;434158009;Transthoracic drie dimensionale Ultrasonografie van hart
434160006;fluoroscopische contrastmiddel angiografie van de arteria iliaca externa met plaatsen van een drug - eluting - stent;434160006;Fluoroscopic angiografie van externe iliac slagader met behulp van contrast met invoeging van drug eluerende stent
434166000;percutane embolisatie van arteria ulanris onder fluoroscopisceh begeleiding;434166000;Percutane embolisatie van ulnaire slagader met behulp van fluoroscopic begeleiding kan leiden
434220004;percutane embolisatie van de vena subclavia onder fluoroscopische begeleiding;434220004;Percutane embolisatie van subclavian ader met behulp van fluoroscopic begeleiding kan leiden
434245001;percutane transluminale cutting ballon angioplastiek van de arteria lienalis onder fluoroscopische begeleiding;434245001;Percutane transluminale snijden ballon angioplasty van milt slagader met behulp van fluoroscopic begeleiding
434246000;percutane transluminale cutting balloon angioplastie van arteria mesenterische superior onder fluoroscopische begeleiding;434246000;Percutane transluminale snijden ballon angioplasty van superieure mesenterische slagader met behulp van fluoroscopic begeleiding
434268005;percutane chemo - embolisatie van een arterie bij middel van fluoroscopische begeleiding;434268005;Percutane chemoembolization van de slagader met behulp van doorlichting
434310007;contrastmiddel fluoroscopische angiografie van de arteria brachiocephalica met plaatsing van een stent greffe;434310007;Fluoroscopic angiografie van brachiocephalic slagader met behulp van contrast met het inbrengen van een stent graft
434310007;fluoroscopische angiografie met contrastmiddel van arteria brachiocephalica met plaatsing van stent greffe;434310007;Fluoroscopic angiografie van brachiocephalic slagader met behulp van contrast met het inbrengen van een stent graft
434321003;fluoroscopische contrastmiddel angiofrafie van de arteria poplitea met plaatsen van een drug eluting stent;434321003;Fluoroscopische angiografie van poplitea gebruik van contrast met het inbrengen van drug eluting stent
434359006;percutane transluminale cutting balloon angioplastie van abdominale aorta onder fluoroscopische begeleiding;434359006;Percutane transluminale snijden ballon angioplasty van abdominale aorta met behulp van fluoroscopic begeleiding
434364005;contrastmiddel fluoroscopische angiografie van de arteria brachialis met plaatsing van een stent;434364005;Fluoroscopic angiografie van brachialis slagader met behulp van contrast met het inbrengen van een stent
434364005;fluoroscopische angiografie met contrastmiddel van arteria brachialis met plaatsing van stent;434364005;Fluoroscopic angiografie van brachialis slagader met behulp van contrast met het inbrengen van een stent
434365006;fluoroscopische contrastmiddel angiofrafie van de arteria poplitea met plaatsen van een stent greffe;434365006;Fluoroscopic angiografie van popliteale slagader met behulp van contrast met het inbrengen van een stent graft
434366007;fluoroscopische contrastmiddel angiografie van de arteria femoralis profunda met plaatsen van een drug eluting stent;434366007;Fluoroscopic angiografie van profunda femoris slagader met behulp van contrast met invoeging van drug eluerende stent
434368008;echografisch geleide infiltratie van de bursa thv mediaal collateraal ligament;434368008;Injectie van mediale collaterale ligament bursa met behulp van echografie begeleiding
434376005;fluoroscopische angiografie van de abdominale aorta met plaatsing van een gefenestreerde buis stent prostheis;434376005;Fluoroscopic angiografie van abdominale aorta contrast met invoeging van fen ê tr é buis stent graft
434377001;fluoroscopische contrast angiografie van de abdominale aorta met plaatsing van een buis stent prothese;434377001;Fluoroscopic angiografie van abdominale aorta contrast met inbrengen van de buis stent graft
434379003;fluoroscopische contrastmiddel angiografie van de arteria subclavia met plaatsen van een stent greffe;434379003;Fluoroscopic angiografie van subclavian slagader met behulp van contrast met het inbrengen van een stent graft
434381001;contrast fluoroscopische venographische stented greffe inplaatsing in de vena femoralis communis;434381001;Fluoroscopic venography van gemeenschappelijke femorale ader contrast met invoeging van stent graft
434381001;fluoroscopische venografie met contraststof en plaatsen van stent graft in vena femoralis communis;434381001;Fluoroscopic venography van gemeenschappelijke femorale ader contrast met invoeging van stent graft
434405007;percutane transluminale cutting ballon angioplastiek van de vena poplitea onder fluoroscopische begeleiding;434405007;Percutane transluminale snijden ballon angioplasty van popliteale ader met behulp van fluoroscopic begeleiding
434417009;implantatie van cardiale bioventriculaire permanente pacemaker onder fluoroscopische controle;434417009;Invoeging van permanente pacemaker cardiale biventricular met behulp van fluoroscopic begeleiding
434423004;fluoroscopische contrastmiddel angiografie van de arteria femoralis profunda met plaatsen van een stent greffe;434423004;Fluoroscopic angiografie van profunda femoris slagader met behulp van contrast met het inbrengen van een stent graft
434433007;percutane transluminale cutting balloon angioplastie van arteria carotis communis onder fluoroscopische begeleiding;434433007;Percutane transluminale snijden ballon angioplasty van gemeenschappelijke halsslagader met behulp van fluoroscopic begeleiding
434434001;percutane transluminale cutting ballon angioplastiek van de arteria subclavia onder fluoroscopische begeleiding;434434001;Percutane transluminale snijden ballon angioplasty van subclavian slagader met behulp van fluoroscopic begeleiding
434436004;percutane transluminale cutting ballon angioplastiek van de arteria iliaca interna onder fluoroscopische begeleiding;434436004;Percutane transluminale snijden ballon angioplasty van interne iliac slagader met behulp van fluoroscopic begeleiding
434545000;fluoroscopische contrastmiddel angiofrafie van de arteria radialis met plaatsen van een stent;434545000;Fluoroscopic angiografie van radiale slagader met behulp van contrast met het inbrengen van een stent
434690003;contrastmiddel fluoroscopische angiografie van de arteria brachialis met plaatsing van een stent greffe;434690003;Fluoroscopic angiografie van brachialis slagader met behulp van contrast met het inbrengen van een stent graft
434690003;fluoroscopische angiografie met contrastmiddel van arteria brachialis met plaatsing van stent greffe;434690003;Fluoroscopic angiografie van brachialis slagader met behulp van contrast met het inbrengen van een stent graft
434723003;contrastmiddel fluoroscopische angiografie van de arteria brachialis met insertio van een drug eluting stent;434723003;Fluoroscopic angiografie van brachialis slagader met behulp van contrast met invoeging van drug eluerende stent
434767001;fluoroscopische contrastmiddel angiografie van de arteria radialis met plaatsen van een drug eluting stent;434767001;Fluoroscopic angiografie van radiale slagader met behulp van contrast met invoeging van drug eluerende stent
434773000;fluoroscopische contrastmiddel angiofrafie van de arteria radialis met plaatsen van een stent greffe;434773000;Fluoroscopic angiografie van radiale slagader met behulp van contrast met het inbrengen van een stent graft
437746009;percutane transluminele septale myocardablatie;437746009;Percutane transluminale septal myocardiale ablatie
437952004;embolisatie van testiculaire varicocoele onder fluoroscopische begeleiding;437952004;Embolisatie van testiculaire varicocele met behulp van fluoroscopic begeleiding kan leiden
438215008;harvesting van dunnedarm van levende donor;438215008;Oogsten van een deel van de dunne darm van levende donor
