SNOMED conceptID;SNOMED term;Google translate vertaalde term;Thot vertaling;Matecat vertaling
287721005;Cystectomy - trigonectomy;Cystectomie - trigonectomy;cystectomie - trigonectomy;Cystectomie - trigonectomy
287786002;Decompression of rectum;Decompressie van rectum;decompressie van rectum;Decompressie van rectum
287821000;Cardiectomy;Cardiectomy;cardiectomy;Cardiectomy
287945002;Bilateral fallopian tube resection;Bilaterale eileider resectie;bilaterale eileider resectie;Bilaterale eileider resectie
287993008;Bowel torsion manipulation;Darm torsie manipulatie;darm torsie manipulatie;Darm torsie manipulatie
288018003;Retroperitoneal drainage operation;Retroperitoneale drainage operatie;retroperitoneale drainage operatie;Retroperitoneale drainage operatie
288086009;Suture open wound;Suture open wond;suture open wond;Suture open wond
288087000;Resuture wound;Resuture wond;resuture wond;Resuture wond
288111007;Sclerosing of hemangioma;Scleroserende van hemangioom;scleroserende van hemangioom;Scleroserende van hemangioom
288159007;Intermittent traction;intermitterende tractie;intermitterende tractie;intermitterende tractie
288182009;Extracorporeal kidney;extracorporele nier;extracorporele nier;extracorporele nier
291702009;Tympanosympathectomy;Tympanosympathectomy;tympanosympathectomy;Tympanosympathectomy
292715003;Episioplasty;Episioplasty;episioplasty;Episioplasty
299693003;Biopsy of jejunum;Biopsie van jejunum;biopsie van jejunum;Biopsie van jejunum
300012004;Intercostal neurectomy;intercostale neurectomie;intercostale neurectomie;intercostale neurectomie
300022005;Diathermy of perineal warts;Diathermie van perineale wratten;diathermie van perineale wratten;Diathermie van perineale wratten
301088001;Biopsy of pylorus;Biopsie van pylorus;biopsie van pylorus;Biopsie van pylorus
301891000;Resurfacing arthroplasty;resurfacing artroplastiek;resurfacing artroplastiek;resurfacing artroplastiek
302127009;Primary decompression of thoracic spine;Primaire decompressie van thoracale wervelkolom;primaire decompressie van thoracale wervelkolom;Primaire decompressie van thoracale wervelkolom
302128004;Decompression of thoracic spine;Decompressie van thoracale wervelkolom;decompressie van thoracale wervelkolom;Decompressie van thoracale wervelkolom
302255003;Debriefing therapy;debriefing therapie;debriefing therapie;debriefing therapie
302345000;Excision of middle ear polyp;Excisie van middenoor poliep;excisie van middenoor poliep;Excisie van middenoor poliep
302354002;Small intestinal strictureplasty;Dunne darm strictureplasty;dunne darm strictureplasty;Dunne darm strictureplasty
302369001;Clitoridectomy;clitoridectomie;clitoridectomie;clitoridectomie
302381002;Placental biopsy;placenta biopsie;placenta biopsie;placenta biopsie
302416001;Removal of metal from skin;Verwijdering van metaal uit de huid;verwijdering van metaal uit de huid;Verwijdering van metaal uit de huid
302481001;Excision of thoracic intervertebral disc;Excisie van thoracale tussenwervelschijf;excisie van thoracale tussenwervelschijf;Excisie van thoracale tussenwervelschijf
302497006;Hemodialysis;hemodialyse;hemodialyse;Ç emodialyse
302614009;Removal of implanted antireflux prosthesis;Verwijdering van ge ï mplanteerde antireflux prothese;verwijdering van ge ï mplanteerde antireflux prothese;Verwijdering van ge ï mplanteerde antireflux prothese
302683009;Narcoanalysis;Narcoanalysis;narcoanalysis;Narcoanalysis
302790007;Insulin provocation test;Insuline provocatietest;insuline provocatietest;Insuline provocatietest
303438008;Excision of pectoralis minor;Excisie van pectoralis minor;excisie van pectoralis minor;Excisie van pectoralis minor
303820004;Urinary system angiography;Urinewegen angiografie;urinewegen angiografie;Urinewegen angiografie
303829003;Chest angiography;borst angiografie;borst angiografie;borst angiografie
304039000;Skin flap operation;Huidflap operatie;huidflap operatie;Huidflap operatie
304341005;Awake intubation;Awake intubatie;awake intubatie;Awake intubatie
304389001;Axillo-unifemoral bypass graft;Axillo - unifemoral bypass;axillo - unifemoral bypass;Axillo - unifemoral bypass
304587000;Excision of colonic pouch;Excisie van colon pouch;excisie van colon pouch;Excisie van colon pouch
304696006;Vaginal plethysmography;vaginale plethysmografie;vaginale plethysmografie;vaginale plethysmografie
304702006;Traumatic incident reduction;Traumatische incident reductie;traumatische incident reductie;Traumatische incident reductie
304837002;Removal of ventriculopleural shunt;Verwijdering van ventriculopleural shunt;verwijdering van ventriculopleural shunt;Verwijdering van ventriculopleural shunt
304848009;Callosotomy;Callosotomy;callosotomy;Callosotomy
305064008;Therapeutic stretching;therapeutische stretching;therapeutische stretching;therapeutische stretching
305100004;Therapeutic shoulder stretching;Therapeutische schouder stretching;therapeutische schouder stretching;Therapeutische schouder stretching
305102007;Therapeutic wrist stretching;Therapeutische pols stretching;therapeutische pols stretching;Therapeutische pols stretching
305105009;Therapeutic hip adductor stretching;Therapeutische heup adductor stretching;therapeutische heup adductor stretching;Therapeutische heup adductor stretching
305106005;Therapeutic knee stretching;Therapeutische knie stretching;therapeutische knie stretching;Therapeutische knie stretching
305108006;Therapeutic hamstring stretching;Therapeutische hamstring stretching;therapeutische hamstring stretching;Therapeutische hamstring stretching
305436009;Radiculography;Radiculography;radiculography;radiculosaccografie
305928009;Open atrial septectomy;Open atriale septectomy;open atriale septectomy;Open atriale septectomy
307195003;Laparoscopic gastroenterostomy;laparoscopische gastro - enterostomie;laparoscopische gastro - enterostomie;Laparoscopische gastroenterostomy
307253003;Nerve graft;zenuwtransplantaat;zenuwtransplantaat;Zenuw graft
307304000;Polya gastric antrectomy;Polya maag antrectomy;polya maag antrectomy;Polya maag antrectomy
307558008;Decompression of intestine;Decompressie van de darm;decompressie van de darm;Decompressie van darm
307584002;Cecoplasty;Cecoplasty;cecoplasty;Cecoplasty
307662005;Excision of colocutaneous fistula;Excisie van colocutaneous fistel;excisie van colocutaneous fistel;Excisie van colocutaneous fistels
307719001;Hysteroscopy and endometrial biopsy;Hysteroscopie en endometriumbiopsie;hysteroscopie en endometriumbiopsie;Hysteroscopie en endometrium biopsie
307770005;Diagnostic bronchoscopy;diagnostische bronchoscopie;diagnostische bronchoscopie;Diagnostische bronchoscopie
307826006;Chemical labyrinthectomy;chemische labyrinthectomy;chemische labyrinthectomy;Chemische labyrinthectomy
308001003;Epididymogram;Epididymogram;epididymogram;Epididymogram
308411004;Child immunization recall;Kind immunisatie recall;kind immunisatie recall;Kind immunisatie terugroepen
308417000;Cervical smear recall;Uitstrijkje recall;uitstrijkje recall;Uitstrijkje recall
308427006;Hypertension screening recall;Hypertensie screening recall;hypertensie screening recall;Hypertensie screening terugroepen
308430004;Chronic disease recall;Chronische ziekte recall;chronische ziekte recall;Chronische ziekte recall
308432007;Immunization recall;immunisatie recall;immunisatie recall;Immunisatie terugroepen
308963000;Intravascular injection;intravasculaire injectie;intravasculaire injectie;Intravasculaire injectie
309448001;Hormone manipulation;hormoon manipulatie;hormoon manipulatie;Hormoon manipulatie
309513005;Cardiovascular therapy;cardiovasculaire therapie;cardiovasculaire therapie;cardiovasculaire therapie
309516002;Neurological therapy;neurologische therapie;neurologische therapie;Neurologische therapie
309541009;Metabolic therapy;metabole therapie;metabole therapie;Metabole therapie
309698005;Continuous infusion of chemotherapy;Continue infusie van chemotherapie;continue infusie van chemotherapie;Continue infusie van chemotherapie
309871009;Ureterorenoscopy and biopsy;Ureterorenoscopy en biopsie;ureterorenoscopy en biopsie;Ureterorenoscopy en biopsie
309879006;Abdominal hysterocolpectomy;abdominale hysterocolpectomy;abdominale hysterocolpectomy;Abdominale hysterocolpectomy
309880009;Vaginal hysterocolpectomy;vaginale hysterocolpectomy;vaginale hysterocolpectomy;Vaginale hysterocolpectomy
310636007;Continuous infusion of heparin;Continue infusie van heparine;continue infusie van heparine;Continu infuus van heparine
311401005;Patient education;pati ë ntenvoorlichting;pati ë ntenvoorlichting;Pati ë nteneducatie
311555007;Speech and language therapy regimes;Logopedie regimes;logopedie regimes;Logopedie regimes
311567009;Oral motor stimulation;Orale motorische stimulatie;orale motorische stimulatie;Orale motorische stimulatie
311587005;Mirroring for speech;Mirroring voor spraak;mirroring voor spraak;Mirroring voor spraak
311592007;Language regimes;taal regimes;taal regimes;taal regimes
311608007;Auditory retention therapy;Auditieve retentie therapie;auditieve retentie therapie;Auditieve retentie therapie
311621000;Imagery therapy;Imagery therapie;imagery therapie;Beelden therapie
311660003;Cueing for speech;Cueing voor spraak;cueing voor spraak;Cueing voor spraak
311662006;Physical cueing for speech;Fysieke cueing voor spraak;fysieke cueing voor spraak;Fysieke cueing voor spraak
311706001;Oral motor therapy;Orale motorische therapie;orale motorische therapie;Orale motorische therapie
312340001;Temporary percutaneous endoscopic gastrostomy;Tijdelijke percutane endoscopische gastrostomie;tijdelijke percutane endoscopische gastrostomie;Tijdelijke Percutane endoscopische gastrostomy
312341002;Permanent percutaneous endoscopic gastrostomy;Permanente percutane endoscopische gastrostomie;permanente percutane endoscopische gastrostomie;Permanente Percutane endoscopische gastrostomy
312973004;Viscocanulostomy;Viscocanulostomy;viscocanulostomy;Viscocanulostomy
313049000;Augmentation of glenoid;Augmentation van glenoid;augmentation van glenoid;Vergroting van gleno ï de
313053003;Augmentation of talus;Augmentation van talus;augmentation van talus;Vergroting van de talus
313456003;Hemoglobin acid electrophoresis;Hemoglobine zuur elektroforese;hemoglobine zuur elektroforese;elektroforese van hemoglobine
314118002;Laparoscopic total splenectomy;Laparoscopische totale splenectomie;laparoscopische totale splenectomie;Laparoscopische totale splenectomie
314121000;Bilateral guillotine tonsillectomy;Bilaterale guillotine tonsillectomie;bilaterale guillotine tonsillectomie;Bilaterale guillotine tonsillectomie
314590000;Drainage of intersphincteric abscess;Drainage van intersphincteric abces;drainage van intersphincteric abces;Drainage van intersphincteric abces
314597002;Thoracoscopic splanchnicectomy;thoracoscopic splanchnicectomy;thoracoscopic splanchnicectomy;thoracoscopic splanchnicectomy
314971001;Camera fundoscopy;camera fundoscopie;camera fundoscopie;camera fundoscopie
315028004;Contrast radiography via drain;Contrast radiografie via drain;contrast radiografie via drain;Contrast radiografie via drain
315044008;First aid training;Eerste hulp training;eerste hulp training;Eerste hulp training
315065002;Open salpingotomy;Open salpingotomy;open salpingotomy;Open salpingotomy
315066001;Laparoscopic salpingotomy;laparoscopische salpingotomy;laparoscopische salpingotomy;laparoscopische salpingotomy
315233008;Primary prevention;Primaire preventie;primaire preventie;primaire preventie
315234002;Secondary prevention;Secundaire preventie;secundaire preventie;secundaire preventie
315292000;Contrast swallow;contrast zwaluw;contrast zwaluw;contrast zwaluw
315300001;Excision of labia;Excisie van labia;excisie van labia;Excisie van labia
315601005;Ambulatory chemotherapy;ambulante chemotherapie;ambulante chemotherapie;ambulante chemotherapie
341939001;Extracorporeal hemofiltration;extracorporele hemofiltratie;extracorporele hemofiltratie;extracorporele hemofiltratie
341943002;Atrioventriculostomy;Atrioventriculostomy;atrioventriculostomy;Atrioventriculostomy
344994008;Intraventricular pacing;intraventriculaire pacing;intraventriculaire pacing;intraventriculaire pacing
347747004;Corneoconjunctivoplasty;Corneoconjunctivoplasty;corneoconjunctivoplasty;Corneoconjunctivoplasty
347954002;Anal papillectomy;anale papillectomy;anale papillectomy;anale papillectomy
352689002;Femoral angiography;femorale angiografie;femorale angiografie;femorale angiografie
358364006;Petrous apicotomy;petrous apicotomy;petrous apicotomy;petrous apicotomy
359555009;Ethmoidotomy;Ethmoidotomy;ethmoidotomy;Ethmoidotomy
359562000;Duodenotomy for biopsy;Duodenotomy voor biopsie;duodenotomy voor biopsie;Duodenotomy voor biopsie
359594005;Duodenorrhaphy;Duodenorrhaphy;duodenorrhaphy;Duodenorrhaphy
359595006;Miller operation;Miller operatie;miller operatie;Miller operatie
359599000;Jejunopexy;Jejunopexy;jejunopexy;Jejunopexy
359607004;Ileopexy;Ileopexy;ileopexy;Ileopexy
359659005;Echography;echografie;echografie;echografie
359665005;Ambulation training;Ambulation training;ambulation training;Ambulation training
359860002;Colotomy for biopsy;Colotomy voor biopsie;colotomy voor biopsie;Colotomy voor biopsie
359899005;Mastorrhaphy;Mastorrhaphy;mastorrhaphy;Mastorrhaphy
359922007;Excisional periprostatic biopsy;Excisional periprostatic biopsie;excisional periprostatic biopsie;Excisional periprostatic biopsie
359926005;Excision of periprostatic tissue;Excisie van periprostatic weefsel;excisie van periprostatic weefsel;Excisie van periprostatic weefsel
359948004;Cyclodiathermy;Cyclodiathermy;cyclodiathermy;Cyclodiathermy
359951006;Cycloelectrolysis;Cycloelectrolysis;cycloelectrolysis;Cycloelectrolysis
359972009;Pleural poudrage;pleura poudrage;pleura poudrage;pleura poudrage
359980002;Vaginal panhysterectomy;vaginale panhysterectomy;vaginale panhysterectomy;vaginale panhysterectomy
360363002;Ureterocolostomy;Ureterocolostomy;ureterocolostomy;Ureterocolostomy
360365009;Perineorrhaphy;Perineorrhaphy;perineorrhaphy;perineorrhaphie
361184007;Intrapetrosal drainage;Intrapetrosal drainage;intrapetrosal drainage;Intrapetrosal drainage
361221005;Episioperineorrhaphy;Episioperineorrhaphy;episioperineorrhaphy;Episioperineorrhaphy
361228004;Hymenoptera immunotherapy;Hymenoptera immunotherapie;hymenoptera immunotherapie;Hymenoptera immunotherapie
361230002;Structural psychotherapy;structurele psychotherapie;structurele psychotherapie;structurele psychotherapie
361259002;Cystoscopy and cystodiathermy;Cystoscopie en cystodiathermy;cystoscopie en cystodiathermy;Cystoscopie en cystodiathermy
363071007;Diagnostic endoscopy;diagnostische endoscopie;diagnostische endoscopie;diagnostische endoscopie
363105001;Endoscopic dilation;endoscopische dilatatie;endoscopische dilatatie;endoscopische dilatatie
363145005;Immune system endoscopy;Immuunsysteem endoscopie;immuunsysteem endoscopie;Immuunsysteem endoscopie
363147002;Immune system incision;Immuunsysteem incisie;immuunsysteem incisie;Immuunsysteem incisie
363149004;Immune system physical examination;Immuunsysteem lichamelijk onderzoek;immuunsysteem lichamelijk onderzoek;Immuunsysteem lichamelijk onderzoek
363153002;Immune system transplantation;Immuunsysteem transplantatie;immuunsysteem transplantatie;Immuunsysteem transplantatie
363200002;Mechanical stimulation;mechanische stimulatie;mechanische stimulatie;mechanische stimulatie
363742001;Pyloroplasty;pyloroplastiek;pyloroplastiek;pyloroplastiek
367336001;Chemotherapy;chemotherapie;chemotherapie;Chemotherapie
367446003;Achillotomy;Achillotomy;achillotomy;achillotomie
367476005;Colpoepisiorrhaphy;Colpoepisiorrhaphy;colpoepisiorrhaphy;Colpoepisiorrhaphy
370836008;Monitoring physiological parameters;Monitoring fysiologische parameters;monitoring fysiologische parameters;Monitoring fysiologische parameters
370871008;Ambulation therapy;Ambulation therapie;ambulation therapie;Ambulation therapie
371003002;Ureterogram;Ureterogram;ureterogram;Ureterogram
371348009;Argon laser iridotomy;Argon laser iridotomie;argon laser iridotomie;Argon laser iridotomie
384635005;Full postnatal examination;Volledige postnatale onderzoek;volledige postnatale onderzoek;Volledige postnatale onderzoek
384733006;Hormone radiobioassay;hormoon radiobioassay;hormoon radiobioassay;hormoon radiobioassay
384734000;Radiobioassay;Radiobioassay;radiobioassay;Radiobioassay
385992003;Discipline promotion;discipline promotie;discipline promotie;discipline promotie
386194005;Cystolitholapaxy;Cystolitholapaxy;cystolitholapaxy;Cystolitholapaxy
386230005;Case management;Case management;case management;ES Casemanagement
386278005;Elopement precautions;elopement voorzorgsmaatregelen;elopement voorzorgsmaatregelen;elopement voorzorgsmaatregelen
386281000;Embolus precautions;embolie voorzorgsmaatregelen;embolie voorzorgsmaatregelen;embolie voorzorgsmaatregelen
386308007;First aid;Eerste hulp;eerste hulp;Eerste Hulp bij Ongevallen
386310009;Flatulence reduction;flatulentie reductie;flatulentie reductie;flatulentie reductie
386387004;Peer review;Peer review;peer review;Collegiale toetsing
386425008;Pneumatic tourniquet precautions;Pneumatische tourniquet voorzorgsmaatregelen;pneumatische tourniquet voorzorgsmaatregelen;Pneumatische tourniquet voorzorgsmaatregelen
386436001;Shock prevention;shock preventie;shock preventie;shock preventie
386446004;Staff development;personeelsontwikkeling;personeelsontwikkeling;scholing van het personeel
386468009;Sexuality education;seksuele voorlichting;seksuele voorlichting;seksuele voorlichting
386520000;Attachment promotion;Attachment promotie;attachment promotie;Attachment promotie
386562007;Fetal cranioclasis;foetale cranioclasis;foetale cranioclasis;foetale cranioclasis
386607008;Iridotomy;iridotomie;iridotomie;iridotomie
386625001;Nonobstetric trachelotomy;Nonobstetric trachelotomy;nonobstetric trachelotomy;Nonobstetric trachelotomy
386651004;Cystocolostomy;Cystocolostomy;cystocolostomy;Cystocolostomy
386652006;Colocystoplasty;Colocystoplasty;colocystoplasty;Colocystoplasty
386727004;Percutaneous transluminal cardiac valvotomy;Percutane transluminale cardiale valvotomy;percutane transluminale cardiale valvotomy;Percutane transluminale cardiale valvotomy
386770004;Dissection of vascular bundle;Dissectie van vasculaire bundel;dissectie van vasculaire bundel;Dissectie van vasculaire bundel
386787002;Ureterorenoscopy;Ureterorenoscopy;ureterorenoscopy;Ureterorenoscopy
386788007;Transurethral ureterorenoscopy;transurethrale ureterorenoscopy;transurethrale ureterorenoscopy;transurethrale ureterorenoscopy
387641007;Thoracectomy;Thoracectomy;thoracectomy;Thoracectomy
387644004;Supracervical hysterectomy;supracervicale hysterectomie;supracervicale hysterectomie;supracervicale hysterectomie
387656003;Bilateral vulvectomy;bilaterale vulvectomie;bilaterale vulvectomie;bilaterale vulvectomie
387657007;Bilateral labiectomy;bilaterale labiectomy;bilaterale labiectomy;bilaterale labiectomy
387669004;Bevan orchidopexy;Bevan orchidopexie;bevan orchidopexie;Bevan orchidopexie
387671004;Ombredanne orchidopexy;Ombredanne orchidopexie;ombredanne orchidopexie;Ombredanne orchidopexie
387684008;Transmetacarpal amputation;Transmetacarpal amputatie;transmetacarpal amputatie;Transmetacarpal amputatie
387716006;Peritoneal lavage, initial;Peritoneale lavage , initi ë le;peritoneale lavage , initi ë le;Peritoneale lavage , initi ë le
387723007;Drainage of midpalmar space;Drainage van midpalmar ruimte;drainage van midpalmar ruimte;Drainage van midpalmar ruimte
387729006;Bougienage of urethra;Bougienage van de urethra;bougienage van de urethra;Bougienage van de urethra
387731002;Laminectomy;laminectomie;laminectomie;laminectomie
387747000;Cauterization of lung;Cauterisatie van de long;cauterisatie van de long;Cauterisatie van de long
387828005;Myocardial biopsy;myocard biopsie;myocard biopsie;biopsie van het myocard
387865007;Gastrocentesis;Gastrocentesis;gastrocentesis;Gastrocentesis
387869001;Gastromyotomy;Gastromyotomy;gastromyotomy;Gastromyotomy
389149000;Schiotz tonometry;Schiotz tonometrie;schiotz tonometrie;Schiotz tonometrie
389269000;Surgical precautions;chirurgische voorzorgsmaatregelen;chirurgische voorzorgsmaatregelen;chirurgische voorzorgsmaatregelen
390841005;Referral to retinal screener;Verwijzing naar het netvlies screener;verwijzing naar het netvlies screener;Verwijzing naar het netvlies screener
390976008;Urine cortisol/creatinine ratio;Urine cortisol / creatinine ratio;urine cortisol / creatinine ratio;Urine cortisol / creatinine ratio
390979001;Serum alkaline phosphatase electrophoresis;Serum alkalische fosfatase elektroforese;serum alkalische fosfatase elektroforese;Serum alkalische fosfatase elektroforese
391089005;Urine deoxypyridinoline/creatinine ratio;Urine deoxypyridinoline / creatinine ratio;urine deoxypyridinoline / creatinine ratio;Urine deoxypyridinoline / creatinine ratio
391090001;Urine normetadrenaline/creatinine ratio;Urine normetadrenaline / creatinine ratio;urine normetadrenaline / creatinine ratio;Urine normetadrenaline / creatinine ratio
391091002;Urine metadrenaline/creatinine ratio;Urine metadrenaline / creatinine ratio;urine metadrenaline / creatinine ratio;Urine metadrenaline / creatinine ratio
391245000;Gram stain microscopy;Gramkleuring microscopie;gramkleuring microscopie;Gramkleuring microscopie
391401002;Deoxypyridinoline/creatinine ratio;Deoxypyridinoline / creatinine ratio;deoxypyridinoline / creatinine ratio;Deoxypyridinoline / creatinine ratio
391425005;Serum methadone level;Serum methadon niveau;serum methadon niveau;Serum methadon niveau
391463002;Urine phencyclidine level;Urine fencyclidine niveau;urine fencyclidine niveau;Urine fencyclidine niveau
391479001;Plasma renin level;Plasma renine niveau;plasma renine niveau;Plasma renine niveau
391480003;Urine clinitest;urine Clinitest;urine clinitest;urine Clinitest
391501004;Plasma pyruvate level;Plasma pyruvaat niveau;plasma pyruvaat niveau;Plasma pyruvaat niveau
391503001;Urine immunofixation;urine immunofixatie;urine immunofixatie;urine immunofixatie
391529001;Plasma manganese level;Plasma mangaan niveau;plasma mangaan niveau;Plasma mangaan niveau
391545004;Plasma methadone level;Plasma methadon niveau;plasma methadon niveau;Plasma methadon niveau
391555000;Serum immunofixation;serum immunofixatie;serum immunofixatie;serum immunofixatie
391562009;Plasma chromium level;Plasma chroom niveau;plasma chroom niveau;Plasma chroom niveau
391566007;Serum chromium level;Serum chroom niveau;serum chroom niveau;Serum chroom niveau
391935006;Pericardiolysis;Pericardiolysis;pericardiolysis;Pericardiolysis
391988000;Inversion of tunica vaginalis;Inversie van tunica vaginalis;inversie van tunica vaginalis;Inversie van tunica vaginalis
391996005;Salpingosalpingostomy;Salpingosalpingostomy;salpingosalpingostomy;Salpingosalpingostomy
392003006;Colposcopy;colposcopie;colposcopie;Colposcopie
394613000;Gene therapy;Gentherapie;gentherapie;Gentherapie
394683006;Diabetic foot risk assessment;Diabetische voet risicobeoordeling;diabetische voet risicobeoordeling;Diabetic foot risk assessment
395074007;Selectron therapy;Selectron therapie;selectron therapie;Selectron therapie
395075008;Iridium wire therapy;Iridium draad therapie;iridium draad therapie;Iridium draad therapie
395133005;Renin and aldosterone;Renine en aldosteron;renine en aldosteron;Renine en aldosteron
395140006;Primary intestinal anastomosis;Primaire intestinale anastomose;primaire intestinale anastomose;Primaire intestinale anastomose
395203006;Sample viscosity;sample viscositeit;sample viscositeit;Monster viscositeit
396225009;Sigmoidoscopy with biopsy;Sigmo ï doscopie met biopsie;sigmo ï doscopie met biopsie;Sigmo ï doscopie met biopsie
396450009;Vaginoperineotomy;Vaginoperineotomy;vaginoperineotomy;Vaginoperineotomy
396451008;Prothrombin time;protrombinetijd;protrombinetijd;Protrombinetijd
396490007;Myringoplasty;myringoplastiek;myringoplastiek;Myringoplasty
396692006;Radical orchiectomy;radicale orchidectomie;radicale orchidectomie;Radicale orchiectomy
396769003;Postoperative thyroidotomy;postoperatieve thyroidotomy;postoperatieve thyroidotomy;Postoperatieve thyroidotomy
397045002;Arterial embolectomy;arteri ë le embolectomie;arteri ë le embolectomie;embolectomie van een slagader
397110008;Keratectomy for pterygium;Keratectomie voor pterygium;keratectomie voor pterygium;Keratectomy voor pterygium
397167004;Mazet amputation;Mazet amputatie;mazet amputatie;Mazet amputatie
397202000;Cauterization of hemorrhoids;Cauterisatie van aambeien;cauterisatie van aambeien;Cauterisatie van aambeien
397219003;Guyon amputation;Guyon amputatie;guyon amputatie;Guyon amputatie
397394009;Bronchoalveolar lavage;bronchoalveolaire lavage;bronchoalveolaire lavage;bronchoalveolaire lavage
397403008;Diaphragm pacing;diafragma pacing;diafragma pacing;diafragma pacing
397404002;Laparoscopic diaphragm pacing;Laparoscopische diafragma pacing;laparoscopische diafragma pacing;Laparoscopische middenrif pacing
397516006;Photorefractive keratectomy;fotorefractieve keratectomie;fotorefractieve keratectomie;Fotorefractieve keratectomy
397523007;Keratoscopy;Keratoscopy;keratoscopy;skiascopie
397524001;Retinoscopy;retinoscopie;retinoscopie;Retinoscopy
397557004;Corneal esthesiometry;cornea esthesiometry;cornea esthesiometry;Hoornvlies esthesiometry
397805007;Conjunctivorhinostomy;Conjunctivorhinostomy;conjunctivorhinostomy;Conjunctivorhinostomy
397892004;Retrograde intubation;retrograde intubatie;retrograde intubatie;retrograde intubatie
397989004;Conjunctivodacryocystostomy;Conjunctivodacryocystostomy;conjunctivodacryocystostomy;Conjunctivodacryocystostomy
398001004;Frenoplasty;Frenoplasty;frenoplasty;Frenoplasty
398205000;Diagnosis of brainstem death;Diagnose van hersenstam dood;diagnose van hersenstam dood;Diagnose van de hersenstam dood
398213004;Log roll;Log roll;log roll;Log roll
398230002;Aspiration of middle ear;Aspiratie van middenoor;aspiratie van middenoor;Aspiratie van het middenoor
398326002;Auditory function test;Auditieve functietest;auditieve functietest;Auditieve functietest
398740003;Colostomy;colostomie;colostomie;Colostomie
399032008;Salpingohysterostomy;Salpingohysterostomy;salpingohysterostomy;Salpingohysterostomy
399202009;Transmetatarsal amputation;transmetatarsale amputatie;transmetatarsale amputatie;Transmetatarsal amputatie
399203004;Neuromuscular diagnostic procedure;Neuromusculaire diagnostische procedure;neuromusculaire diagnostische procedure;Neuromusculaire diagnostische procedure
401020005;Urinary cortisol analysis;Urine cortisol analyse;urine cortisol analyse;Analyse van de urine cortisol
401101005;Serum vitamin level;Serum vitamine niveau;serum vitamine niveau;Serum vitamine niveau
401226007;Vertebroplasty;vertebroplastiek;vertebroplastiek;VERTEBROPLASTY
401258002;Fecal lactose level;Fecale lactose niveau;fecale lactose niveau;Fecale lactose niveau
401259005;Fecal fructose level;Fecale fructose niveau;fecale fructose niveau;Fecale fructose niveau
404637003;Gonioplasty;Gonioplasty;gonioplasty;gonioplastiek
405289006;Excision of vascular neoplasm;Excisie van vasculaire neoplasma;excisie van vasculaire neoplasma;Excisie van vasculaire neoplasma
405301008;Scalenotomy;Scalenotomy;scalenotomy;scaleniotomie
405309005;Axillobifemoral bypass graft with prosthesis;Axillobifemoral bypass met prothese;axillobifemoral bypass met prothese;Axillobifemoral bypass graft met prothese
405441000;Transtarsal amputation;Transtarsal amputatie;transtarsal amputatie;Transtarsal amputatie
405824009;Genetic test;genetische test;genetische test;Genetische test
405932002;Compartmentectomy;Compartmentectomy;compartmentectomy;Compartmentectomy
406600006;Rabies prophylaxis;hondsdolheid profylaxe;hondsdolheid profylaxe;Rabi ë s profylaxe
407696002;Urine oxalate/creatinine ratio;Urine oxalaat / creatinine ratio;urine oxalaat / creatinine ratio;Urine oxalaat / creatinine ratio
407697006;Part 1 Schilling test;Deel 1 schillingtest;deel 1 schillingtest;Deel 1 Schilling test
407698001;Part 2 Schilling test;Deel 2 schillingtest;deel 2 schillingtest;Deel 2 Schilling test
408215009;Cryptosporidium microscopy;Cryptosporidium microscopie;cryptosporidium microscopie;Cryptosporidium microscopie
408652004;13C urea breath test;13C ureum ademtest;13c ureum ademtest;13C - ureum adem test
408693007;Vitropression;Vitropression;vitropression;vitropressie
408736005;Surgical pneumothorax;chirurgische pneumothorax;chirurgische pneumothorax;Chirurgische pneumothorax
408762001;Photoscreening;Photoscreening;photoscreening;Photoscreening
408865005;Handwashing precautions;handwashing voorzorgsmaatregelen;handwashing voorzorgsmaatregelen;Wassen van de handen voorzorgsmaatregelen
409524006;Airborne precautions;Airborne voorzorgsmaatregelen;airborne voorzorgsmaatregelen;Airborne voorzorgsmaatregelen
409529001;Contact precautions;Contact voorzorgsmaatregelen;contact voorzorgsmaatregelen;Neem contact op met voorzorgsmaatregelen
409582008;Isolation precautions;isolatie voorzorgsmaatregelen;isolatie voorzorgsmaatregelen;Isolatie voorzorgsmaatregelen
409710009;Cardiorrhaphy;Cardiorrhaphy;cardiorrhaphy;cardiorrafie
409978001;Self-examination;Zelfonderzoek;zelfonderzoek;Zelfonderzoek
409980007;Skin self-examination;Huid zelfonderzoek;huid zelfonderzoek;Zelfonderzoek
410323000;Bonding case management;Bonding case management;bonding case management;Verlijmen van Casemanagement
410331005;Durable medical equipment case management;Duurzame medische apparatuur case management;duurzame medische apparatuur case management;Casebeheer voor duurzaam medisch materiaal
410340009;Homemaking case management;Homemaking case management;homemaking case management;Homemaking casebeheer
410341008;Housing case management;Behuizing case management;behuizing case management;Behuizing case management
410342001;Interaction case management;Interactie case management;interactie case management;interactiemanagement
410343006;Lab findings case management;Lab bevindingen case management;lab bevindingen case management;Lab bevindingen case management
410353007;Safety case management;Safety case management;safety case management;Casebeheer voor veiligheid
410354001;Screening case management;Screening case management;screening case management;Screening casebeheer
410366007;Wellness case management;Wellness case management;wellness case management;Wellness - casebeheer
410425006;Discipline case management;Discipline case management;discipline case management;Discipline casebeheer
