SNOMED conceptID;Thot vertaalde term medisch woordenboek
314092004;mitochondriale antistof test
314094003;lupus anticoagulans test
314096001;hla b27 antigeen screening
314098000;rubella - screening
314099008;hepatitis - b - screening
314100000;urine mda - screening
314101001;urine mdea - screening
314102008;urine mdma - screening
314104009;urine amfetamine - screening
314105005;urine fenothiazinederivaten screening
314111008;giving encouragement - continue behandeling
314112001;voorlichting van avoid noten opgenomen
314114000;voorlichting van reduce vlees opgenomen
314117007;hervormen trabeculoplastiek
314118002;laparoscopische totale splenectomie
314119005;excisie spermagranuloom van zaadstreng
314120004;bilaterale arteria dissecans tonsillectomie
314121000;bilaterale guillotine tonsillectomie
314122007;maintenance therapie
314124008;cleaning van wond van hoofd en hals
314125009;refractie vliezen algemene anesthesie
314126005;excisie van vliezen
314127001;cauterisatie van de locus kiesselbachi
314128006;laparoscopische nissen oesofagogastrofundoplastiek using abdominale approach
314129003;drie stratum compressie bandage voor huid
314132000;indirecte bloedplaatjes antistof
314133005;resuturing van trabeculoplastiek
314135003;reconstructie van areola
314136002;endoscopische nissen oesofagogastrofundoplastiek using thoracale approach
314177003;hepatitis a met infectie immunisatie
314178008;eerste hepatitis en buiktyfus immunisatie
314179000;tweedegraads hepatitis en buiktyfus immunisatie
314196004;plastische chirurgie van de tepel
314199006;reconstructie van tepel en areola complex met huidtransplantaat volledige dikte
314200009;reconstructie van tepel en areola complex using tepel sharing ,
314202001;prostatectomie , transurethrale using an electrotome
314203006;van seprafilm
314233004;tweede fase dacron mesh keratoprothese
314234005;eerste fase dacron mesh keratoprothese
314271007;analgosedatie
314284003;campbell operatie ligamentum cruciatum anterius
314414007;eerste meningitis b - immunisatie
314415008;tweedegraads meningitis b - immunisatie
314416009;derde meningitis b - immunisatie
314417000;meningitis a en b - immunisatie
314424004;van spanning vrij vaginale tape
314450000;enkelvoudige meningitis b - immunisatie
314481009;over , counter aspirin - therapie
314487008;voorste mesh vaginale reconstructie
314489006;primaire hybrid artroplastiek van heup
314491003;implantatie , hybrid artroplastiek van heup
314504001;hyperlipidemie risicobeoordeling met zeeland table
314511002;sinister trisegmentectomy
314587006;poging dissecans levergezwel
314588001;naald aspiratie extraperitoneale abces
314589009;naald aspiratie abces
314590000;drainage van intersphincteric abces
314591001;drainage via de incisie van perineaal abces
314592008;verlaagd anterior resectie van rectum
314593003;posterior gastrojejunostomie
314594009;continent ileostoma
314595005;injectie stollingsstoornis duodenale laesie
314596006;injectie stollingsstoornis van ruggenmerglaesie
314597002;thoracoscopic splanchnicectomy
314598007;epinefrine injectie stollingsstoornis van ruggenmerglaesie
314599004;epinefrine injectie stollingsstoornis duodenale laesie
314604005;palliatieve course van r ö ntgentherapie
314605006;preoperatieve course van r ö ntgentherapie
314606007;postoperatieve course van r ö ntgentherapie
314607003;endoanal echo onderzoek
314608008;laparoscopische echo onderzoek
314609000;endoscopie van de stentplaatsing
314610005;transanal submucosal excisie rectaal gezwel
314612002;drainage van abces
314613007;computers scan guided drainage van ruggenmerglaesie
314614001;echo guided drainage van ruggenmerglaesie
314615000;echo guided aspiratie van ruggenmerglaesie
314616004;scan guided aspiratie van van
314617008;chemo - embolisatie lever neoplasma
314618003;chirurgie abdominale echo onderzoek
314627002;endoscopische injectie hemostase - ulcus
314629004;endoscopische injectie hemostase - ulcus
314632001;vliezen , rennen van maag
314635004;mrcp
314636003;implantatie omgekeerde intestinale oogsegment
314637007;implantatie omgekeerde onlay intestinaal transplantaat
314638002;excisie omgekeerde intestinale oogsegment
314639005;excisie omgekeerde onlay intestinaal transplantaat
314640007;resuture van perineale wonde
314704004;over , counter gtn - therapie
314759000;japanse - immunisatie
314761009;eerste encefalitis immunisatie
314762002;tweede encefalitis immunisatie
314763007;derde encefalitis immunisatie
314849005;telefoon gespecificeerd contacteczeem door consultant
314913005;inspuiting van penis
314937005;aanwezigheid van humaan
314971001;camera fundoscopie
314972008;indirecte oftalmoscopie na mydriatisch
314979004;spirometrie reversibility test
315015006;verwijzing naar het rapid toegang borst pijnbestrijdingsstations
315017003;vasten cholesterol
315028004;contrast radiografie via drain
315029007;debulking kraakbeen transplantaat van ooglid
315030002;percutane transhepatische galweg stentverwijdering
315031003;percutane transhepatische van biliair drain
315041000;hoog concentratie zuurstofinhalatietherapie
315042007;sociale support
315043002;lange termijn sociale support
315044008;eerste hulp training
315045009;voorlichting , about taking aspirin
315052006;ta blocker profylaxe
315053001;statin profylaxe
315054007;ace remmers profylaxe
315055008;over van counter nicotine substitutietherapie
315059002;laparoscopische salpingectomie
315060007;open salpingectomie
315065002;open salpingotomie
315066001;laparoscopische salpingotomie
315067005;amoebiasis antistof
315068000;aspergillus fumigatus 1 - precipitin hormoon
315069008;aspergillus fumigatus ii precipitin hormoon
315070009;aviair precipitin -
315071008;borrelia burgdorferi igg niveau
315072001;borrelia burgdorferi - antistof
315073006;bordetella pertussis - antistof
315074000;borrelia burgdorferi blot test
315075004;bartonella - antistof
315077007;bartonella henselae igg niveau
315078002;bartonella henselae igm niveau
315079005;bartonella quintana igg niveau
315080008;bartonella quintana igm niveau
315081007;blastomyces - antistof
315082000;brucella complementbindingstest
315083005;brucella igg niveau
315084004;brucella igm niveau
315085003;budgie ontlasting antistof
315086002;budgie serum - antistof
315087006;chlamydia l2 - antistof
315089009;cytomegalovirus ra latextest
315090000;kanaries fecale antistof
315091001;kanaries serum antistof
315093003;kattenkrab - antistof
315094009;chlamydia - antistof
315095005;chlamydia groep complementbindingstest
315096006;chlamydia pneumoniae igg niveau
315097002;chlamydia pneumoniae igm niveau
315098007;chlamydia psittaci - antistof
315099004;chlamydia igg niveau
315101006;coccidioides - antistof
315102004;nymphicus hollandicus fecale antistof
315103009;nymphicus hollandicus serum antistof
315104003;coxiella burnetii - 2 - antistof
315105002;coxiella burnetii - antistof
315106001;coxiella burnetii - 1 - antistof
315107005;torula - antigeen
315108000;cysticercose moeraskoorts
315109008;cysticercose indirecte fluorescentie - antistof
315110003;cysticercose antistof
315112006;knokkelkoortsvirus igg niveau
315113001;knokkelkoortsvirus igm niveau
315114007;difterie - antistof
315115008;down - screening
315116009;entamoeba histolytica - antistof
315117000;virus igm niveau
315118005;fta - abs igg niveau
315119002;fta - abs igm niveau
315120008;faenia rectivirgula antistof
315121007;long - antistof
315122000;filaria antistof
315124004;hiv - virale belasting
315129009;hantavirus - antistof
315130004;hepatitis facies antistof
315132007;hepatitis - b - core igm niveau
315133002;hepatitis - b - core - antistof
315138006;herpes - antistof
315140001;histoplasma - antistof
315141002;hydatide - antistof
315142009;influenza - a - antistof
315143004;influenza - b - antistof
315144005;legionella immunofluorescentie
315145006;legionella snel microagglutination test
315147003;leishmania - antistof
315148008;leptospira microagglutination test
315149000;mazelen igg niveau
315150000;mazelen igm niveau
315151001;mazelen - antistof
315152008;meningokokken igg niveau
315153003;meningokokken igm niveau
315155005;bof igg niveau
315156006;bof igm niveau
315157002;parotitis - antistof
315158007;bof met antistof
315159004;parotitis - antistof
315160009;champignon precipitin hormoon
315161008;mycoplasma agglutinatie -
315163006;parkiet fecale antistof
315164000;parkiet serum antistof
315165004;paraprote ï ne typering door immunofixatie
315166003;papegaaien fecale antistof
315167007;papegaaien serum antistof
315168002;parvo igg niveau
315169005;parvo igm niveau
315170006;duif fecale antistof
315171005;duif serum antistof
315172003;plasma streptomycine niveau
315173008;plasma teicoplanin hormoon
315174002;streptococcus igg 1 niveau
315175001;streptococcus igg ii spiegel
315176000;streptococcus igg niveau
315179007;polio - antistof
315180005;poultry ontlasting antistof
315181009;poultry serum - antistof
315182002;ornitose chlamydia - antistof
315183007;ornitose antistof
315184001;rs - antigeen
315185000;rickettsia - antistof
315186004;ross river - antistof
315187008;rubella eenmalige radialis hemolyse antistof
315188003;transferrinesaturatie
315189006;schistosomal antistof
315190002;serum streptomycine niveau
315191003;serum teicoplanin hormoon
315192005;streptokokken antistof dnase b - antistof
315193000;strongyloides antistof
315194006;syfilis igg niveau
315195007;taenia thalopophilus - antistof
315196008;taenia gewone antistof
315197004;tetanus igg niveau
315198009;toxoplasma immunosorbent agglutinatie - - igm niveau
315199001;toxoplasma igg niveau
315201004;treponema igg niveau
315202006;treponema igm niveau
315203001;trypanosomal antistof
315204007;vdrl titer
315205008;bank holiday huisbezoeken
315210007;pediatrie voeding behandeling
315211006;ziekte van van voedingsvezels
315231005;varicella zoster - antistof - igm -
315232003;verwijzing naar het stop van smoking clinic
315233008;primaire preventie
315234002;secundaire preventie
315285005;herstel van arteria hepatica
315287002;diabetes mellitus insuline - infusie bij acuut myocardinfarct
315289004;echo guided drainage van abces
315291007;splenoportografie
315292000;contrast zwaluw
315293005;contrast maaltijd
315294004;contrastlavement
315300001;excisie van labia
315301002;vaginale reconstructie met weefsellap
315302009;reconstructie van maxilla met weefsellap
315304005;vaginale pack nao
315305006;verwijdering van de corpus alienum
315306007;onderzoek door methoden
315307003;herstel van obstetrische scheur van lagere urinewegen
315308008;dilatatie en geboorte
315309000;chirurgie van de skene klier
315310005;uterus pack nao
315311009;chirurgie , uterosacral ligament
315312002;neus columella verlenging operatie
315313007;primaire hazenlipherstel
315314001;destructieve operatie van gehemelte
315315000;perineoplastiek
315316004;dipping - onderzoek
315317008;biopsie van hersenzenuwen
315318003;endoscopie van urethra
315319006;intestinale anastomose van anus
315321001;rechter hemicolectomie en ileocolostomie
315322008;colectomie transversum met anastomose
315323003;colectomie transversum met stoma
315324009;linker hemicolectomie met anastomose
315325005;linker hemicolectomie met stoma
315326006;sigmo ï met anastomose
315327002;sigmo ï met stoma
315328007;anterior resectie van rectum met anastomose
315329004;partieel beenderen van onderste extremiteit
315330009;excisie heel beenderen van onderste extremiteit
315331008;stamcelkweek bottranplantaat van onderste extremiteit
315335004;booster encefalitis immunisatie
315336003;partieel beenderen van bovenste extremiteit
315337007;stamcelkweek bottranplantaat van bovenste extremiteit
315338002;osteotomie bovenste extremiteit
315339005;excisie heel beenderen van bovenste extremiteit
315340007;van bovenste extremiteit
315342004;percutane trombolyse van arterie van onderste extremiteit
315343009;percutane trombolyse arteria iliaca
315344003;arterie van bovenste extremiteit katheterisatie
315346001;arterie van onderste extremiteit katheterisatie
315347005;cystoscopisch inspuiting van bupivacaine naar ureter
315362007;herstel aorta
315598000;lipiden nao monitoring
315600006;stress - advies
315601005;ambulante chemotherapie
315602003;enucleatie hechting
315603008;verwijdering van chirurgische materiaal en hechting
315605001;scraping van likdoorns
315610002;primaire preventie ischemie
315611003;anti - profylaxe
315614006;hart annual review
315616008;domino bevalling
315618009;fess , functionele endoscopische sinus chirurgie , sphenoethmoidectomy
315624003;fess , functionele endoscopische sinus chirurgie achterste etmo ï dectomie
315629008;release suprapubische sling
315630003;liesbreukoperatie using synthetische plug
315636009;positionering van pati ë nt aan bed nachtelijke
315637000;vulnerable gezin support
315638005;speciaal needs support
315639002;beginlaesies lichamelijk onderzoek
315644009;voor larynx implantatie
316232007;transplantaat van tepel
318190001;mastectomie , subcutane met synchronous implantaat
319175008;implantatie expander naar borst
321137006;incisie of traankanaal probe speekselgangen
322100002;van speekselgangen
323083008;dunnenaaldaspiratie van speekselklier
324050005;dunnenaaldaspiratie van speekselgangen
326919008;endoscopische retrograde cholangiopancreatografie en orgaansystemen
328895009;decompressie van de choledochus
329884007;incisie of exploratie ductus communis voor verlichting van obstructie
330857008;herstel choledochus laceratie
331865000;hechting van ductus communis
332856005;aspiratie luchtpijp met lavage
333837005;lavage trachea
334835009;pneumonostomy met open drainage
335636001;extractie van primair membraneuze cataract door phacofragmentation
335850008;cavernostomy long
336651000;extractie van primair membraneuze cataract door mechanische ruptuur
336863008;excisie van long
337664005;reductie eenvoudige fractuur
337877003;thoracotomie voor excisie emfysematische holte long
338892004;volledig herstel anomalous veneuze m - supracardiac type
339695007;reductie van torsie van darm
339905004;cup artroplastiek van heup
339909005;herstel anomalie , stadium
340712005;detorsion van darm
340922009;parti heup door cup
340926007;van hart
341729004;manueel reductie van torsie van de darm
341939001;extracorporele hemofiltratie
341943002;atrioventriculostomy
342746004;tong transplantaat
342956007;verwijdering van labia
342960005;ventriculoatriale anastomose met klep
343973002;verwijdering van vulva
343977001;his , bundel van pacing
344780002;replantatie van weefsel
344990004;angioplastiek van arteria renalis
344994008;intraventriculaire pacing
345797001;autotransplantaat van weefsel
346007006;angioplastiek van arteria renalis
346011000;cardioversie door intracardiale katheter
346742000;hoornvliessutura met conjunctiva weefsellap
346950004;luchtcontrast bariumklysma
347747004;corneoconjunctivoplasty
347954002;anale papillectomie
347958004;excisie aneurysma
348748006;herstel van met conjunctiva weefsellap
348956002;papillectomie van eenmalige aanhangsel
349744000;transplantatie , huid van oor oor
349896009;excisie van perianale laesie
350515003;huidtransplantaten uitwendig oor oor
350681005;manueel spier - test met totale onderzoek van
351477007;ladd verrichting voor herstel volvulus
351685006;manueel spier - test lichaam inclusief handen
352481009;correctie van darmen volvulus
352689002;femoralis angiografie
353486009;pneumolyse
354408004;pneumolyse
355610001;oesofago - enterostomie
356386000;verwijderen van arterie van abdomen
357371003;exploratie petrosa ossis piramide lucht cellen
357575008;aortaklepherstel zonder implantatie
357579002;oesofago - enterostomie
358364006;petrosa ossis apicotomy
358571002;open hart aortaklepherstel zonder implantatie
358575006;gastroduodenostomie
359363006;verwijdering van hematoom van obstetrische incisie
359528000;tricuspidalisklepherstel zonder implantatie
359529008;jaboulay chirurgie nao gastroduodenostomie
359533001;van hematoom in episiotomie plaats
359537000;verwijderen traanbuis voor strictuur met drainage
359539002;dunnenaaldaspiratie van
359543003;van ductus nasolacrimalis voor strictuur
359544009;enterotomie dunne darm voor biopsie
359546006;exploratie pees van hand
359548007;open biopsie dunne darm
359550004;van pees van hand
359551000;angioplastiek van vene
359552007;exploratie sinus ethmoidalis
359555009;etmo ï dotomie
359556005;biopsie tong
359558006;heyman chirurgie
359561007;brockman chirurgie
359562000;duodenotomie voor biopsie
359564004;open biopsie duodenum
359566002;lichaamsopeningen van dura
359567006;proximaal pancreatectomie met pancreaticoduodenectomie en pancreas jejunostomie
359568001;enterocolectomie
359570005;van ruggenmerg meningen
359571009;rechter hemicolectomie
359572002;enterectomie met anastomose
359573007;barkan met goniopuncture
359574001;herstel van duodenumulcus
359575000;gastrectomie met jejunum transpositie
359577008;goniotomie met goniopuncture
359578003;percutane endoscopie via jejunostomie
359579006;gastrectomie partieel met jejunum transpositie
359581008;ileojejunale bypass
359582001;girdlestone chirurgie voor fusie
359583006;endoscopie jejunum via kunstmatige stoma
359584000;fixatie , duodenum - buikwand
359585004;ileojejunale bypass
359586003;laminectomie met fusie
359587007;resectie van caecum en terminalis ileum
359588002;van duodenum
359589005;hoke chirurgie voor middenvoetwortelbeentje ( vergroeiing
359591002;hechting van inscheuring van duodenum
359593004;middenvoetwortelbeentje ( vergroeiing
359594005;duodenorrhaphy
359595006;miller operatie
359596007;fixatie colostomie buikwand
359597003;arteria - mammaria - interna - anastomose
359599000;jejunopexy
359601003;arteria met autologe transplantatie , arteria mammaria interna - graft
359602005;dunnenaaldaspiratie van rectum
359603000;jejunostomie hervormen
359604006;esophagoesophageal anastomose , antesternal of antethoracic
359605007;scherpstellen van het ileum en peritoneum
359606008;anastomose van slokdarm , antethoracic
359607004;ileopexy
359608009;cochleaire implantatie elektrode en receiver
359612003;cochleaire implantatie
359615001;parti ë le longlobectomie
359618004;segmentale lobectomie
359622009;verwijdering van barton tongs met synchronous implantatie
359623004;totale longlobectomie
359625006;implantatie van barton tongs van schedel
359627003;mesocavale shunt
359630005;verwijdering van caliper tongs met synchronous implantatie
359632002;tenectomy musculi levatoris palpebrae
359635000;implantatie van caliper tongs van schedel
359637008;ptoseherstel door resectie of advancement van musculus levator of aponeurosis
359639006;verwijdering van vinke tongs met synchronous implantatie
359641007;transplantatie , weefsel anus
359644004;implantatie van vinke tongs van schedel
359647006;verwijdering gardner wells tongs met synchronous implantatie
359650009;vervanging gardner wells tongs schedel
359652001;masto ï d en middenooroperatie
359655004;masto ï d en middenoor nao
359659005;echografie
359663003;transversum abdominale incisie
359665005;ambulation training
359667002;transversum incisie
359672006;medianus sternotomie
359675008;stacke chirurgie
359677000;ganglia coeliaca nao
359679002;schwartze chirurgie
359681000;plexus coeliacus nao
359684008;corticale masto ï dectomie , volledig
359688006;drainage via de incisie van cavum douglasi
359691006;drainage van bekken peritoneum door incisie
359696001;colpotomie voor bekken peritoneum drainage
359697005;phonosurgery voor laryngitis nao
359699008;witte mee - eters chirurgie , radicale glossectomie
359701008;excisie focale van larynx
359703006;totale glossectomie
359708002;radicale penisamputatie
359713003;totale hypofysectomie
359715005;bovenste maagdarmstelsel nao
359716006;transversum wigresectie lip met primaire sluiting
359718007;bovenste maagdarmstelsel operatie
359720005;hemipelvectomie
359722002;bovenste maagdarmstelsel operatie
359724001;amputatie van bovenste ledemaat
359726004;pleuroscopie
359728003;mastectomie radicaal
359731002;urbane chirurgie , uitgebreide radicale mastectomie
359734005;mastectomie volgens hasted
359739000;oor en uitwendige gehoorgang chirurgie
359740003;uitgebreide radicale mastectomie
359741004;oor en uitwendige gehoorgang nao
359772000;glucose monitoring thuis
359776002;glucose door monitoring hulpmiddel
359779009;antistreptococcal hyaluronidase antistof
359781006;#NAAM?
359788000;antinucleaire antistof
359796005;hiv - 1 , 2 - antistof
359800004;rist - assay , indirecte
359803002;solide fase labelled antigeen competetieve binding immunoassay
359805009;rist test direct
359806005;solide fase - sandwich immunometric noncompetitive immunoassay
359808006;auto - weefsel specifieke orgaan -
359812000;auto - weefsel specifiek antigeen
359813005;mug test
359815003;gemengde test voor spermatelling
359818001;agglutinatietests
359819009;, mycotisch
359821004;agglutinatietests
359822006;antifungal diathesis test
359825008;cytopathology , review van bronchioalveolar lavage , bronchoalveolaire
359828005;cytopathology , review van slides en report , vloeistoffen , washings of brushings door arts
359830007;specifieke ion elektrode -
359832004;ion selectieve elektrode -
359835002;lichte scatter -
359841009;calcium oxalaat
359843007;oxalaat
359845000;periode - 2 - ter half saturatie
359846004;po2
359848003;- 50 bloedgassen
359849006;t4 - tbg ratio
359851005;excisie prominentia cornea bij stafyloom
359852003;schildklier hormoon bindend index
359855001;- methoxy - 4 - hydroxymandelic zuur -
359856000;goniotomie zonder goniopuncture
359858004;barkan chirurgie
359859007;vanillylamandelzuur -
359860002;colotomy voor biopsie
359861003;chloroethylene -
359863000;open colonbiopsie
359866008;r ö ntgenfoto met contrast media injecties , en contrastmicroscopie
359867004;, discus methoden
359869001;r ö ntgenfoto dubbele contrastmicroscopie
359870000;kirby bauer test
359872008;discus diffusie diathesis test
359877002;gespleten verhemelte herstel
359878007;vruchtwater analyse voor foetus of pasgeborene
359879004;radicale bunionectomy
359880001;uranoplasty gespleten verhemelte herstel
359881002;vruchtwater analyse voor foetus of pasgeborene
359882009;thyro ï dectomie met laryngectomie
359883004;foam stability test
359884005;radicale laryngofaryngectomie met synchronous thyro ï dectomie
359885006;shake test
359886007;mcbride chirurgie
359887003;nissen oesofagogastrofundoplastiek
359888008;pulmonale surfactant test
359889000;bunionectomy met wekedelen herstel
359890009;oesofagogastrofundoplastiek
359891008;vruchtwater pulmonale surfactant test
359892001;ganglionverwijdering pols , primair
359893006;totale oesofagogastrofundoplastiek
359894000;gamma coombs - test
359895004;radiocarpeum vergroeiing
359896003;hechting van inscheuring van borst
359897007;coombs - test
359898002;bost radiocarpeum vergroeiing
359899005;mastorrhaphy
359900000;ea rozetvormig test
359901001;neuroplastiek en transpositie mediane zenuw ter tunnel
359902008;abdominaal sinusherstel
359903003;test rode igg antistof complex binding
359904009;transpositie van de nervus medianus ter tunnel
359905005;abdominaal fistel
359906006;oor rozetvormig test
359907002;synovi ë ctomie van voet
359908007;hernia hiatus herstel
359909004;test rode antistof complementsysteem complex binding
359910009;synovi ë ctomie van voet en teen
359911008;hernia hiatus herstel
359912001;transport , pedicle huidlapplastiek
359913006;artrolyse
359914000;aanhechting van pedicle huidlapplastiek
359915004;dacryocystorhinostomie op peroneus pees
359916003;biopsie schildklier
359917007;herstel omphalocele met prothese
359918002;dysplasie dacryocystorhinostomie
359919005;excisie van thorax
359920004;herstel van dikke omphalocele met prothese
359921000;primaire percutane herstel gescheurde achillespees
359922007;excisional periprostatisch biopsie
359924008;anterieure colporafie voor cystok è le herstel zonder herstel urethraprolaps
359925009;primair open herstel gescheurde achillespees
359926005;excisie periprostatisch weefsel
359927001;cystok è le herstel
359928006;implantatie elektrode van wervelkolom
359929003;colporafie voor cystok è le herstel
359930008;implantatie elektrode van wervelkolom
359931007;schuchardt chirurgie , nonobstetrical episiotomie
359932000;open reductie van fractuur van tarsals en metatarsals met inwendige fixatie
359933005;gewrichtsprothese - implantatie van vinger
359934004;open reductie van fractuur met inwendige fixatie
359935003;implantatie van vinger
359936002;hellstom chirurgie voor van heterotopisch nierarterie
359937006;herstel van obstetrische scheur
359938001;transplantatie heterotopisch nierarterie
359940006;parti stuitextractie
359941005;anale sphincterorrhaphy en anus
359942003;exploratie aorta ascendens
359943008;parti stuit
359944002;anale sfincterherstel voor actueel perineumruptuur
359945001;van aorta ascendens
359946000;herstel actueel obstetrische scheur van rectum en sfincter , anale
359947009;exploratie of aortaboog
359948004;cyclodiathermy
359949007;van aortaboog
359950007;boosterimmunisatie
359951006;cycloelectrolysis
359952004;exploratie aorta descendens
359953009;immunisatie
359954003;coagulatie van oogbol
359955002;van aorta descendens
359956001;autologe - immunisatie
359957005;coagulatie van oog
359958000;ventriculocisternostomie
359959008;autologe - immunisatie
359960003;ophthalmologic onderzoek en onderzoek vliezen ga , beperkte
359961004;oogonderzoek onder anesthesie beperkte
359962006;turning pati ë in bed
359963001;herstel van cornea wond postcataract wonddehiscentie
359965008;bewegend pati ë in bed
359966009;herstel postoperatieve wonddehiscentie cornea
359967000;littekenexcisie pericard
359969002;pleura abrasie
359970001;resectie van het pericard verwijdering van adhesie
359971002;ward - mayo chirurgie voor vaginale hysterectomie
359972009;pleura poudrage
359973004;excisie van pericard adhesie
359974005;tuffier chirurgie voor vaginale hysterectomie
359975006;herstel van hernia cavum douglasi
359976007;wangslijmvliesuitstrijkje
359977003;mayo chirurgie voor vaginale hysterectomie
359978008;culdoplastiek
359979000;totale ijzerbindingscapaciteit
359980002;vaginale panhysterectomy
359981003;postmastectomie cavum douglasi
359982005;transferrine
359983000;heaney chirurgie voor vaginale hysterectomie
359985007;biopsie cerebrale meningen percutane , naalden
359986008;bilirubine totaal
359988009;biopsienaald van cerebrale meningen
359990005;bilirubine vruchtwater
359991009;ventriculografie dextri en linker hart
359992002;bilirubine urine
360030002;van implantaat
360141002;vectis bevalling
360333006;gecombineerde rechter en linker hart angiocardiografie
360334000;knieartrodese met botplaat
360336003;charnley chirurgie knie
360338002;lucas en murray operatie
360340007;incisie biopsie ganglia
360341006;drievoudige enkelartrodese
360342004;open biopsie ganglia
360343009;dunn chirurgie
360345002;percutane biopsie ganglia
360346001;hoke chirurgie
360349008;naaldbiopsie nao nao ganglia
360351007;lambrinudi chirurgie
360354004;open dunnenaaldaspiratie van lever
360355003;aminophyline -
360360004;theophylline -
360362007;hechting van perineum
360363002;uretero - enterostomie
360365009;perineorafie
360368006;gastrorrhaphy voor hechting van wond
360370002;maagfistel reparatie laceratie ligatuur
360372005;gastrorrhaphy en perforatie
360374006;oversewing - ulcus crater
360377004;oversewing - ulcus crater maag
360379001;aneurysmorafie door wrapping
360383001;aneurysmaherstel door trapping
360390006;aneurysmaherstel door wiring
360399007;marckwald cervicale operatie
360405005;verwijdering van lens door incisie
360411008;lens capsulotomie met vreemd lichaam verwijdering
360512003;persisterend manipulatie fractuur met plaster van paris
360515001;gesloten repositie van fractuur met van gipsafgietsel
360547006;torek chirurgie voor orchidopexie
360563003;diagnostische endoscopie duodenum en biopsie duodenum
360616008;selectieve parenterale en enteraal regimen
360718001;biomechanical therapeutisch activiteit
360730007;biomechanical remedial gedrag
360742002;bewegingen facilitation
360754002;secundaire herstel alaris slump
360762005;secundaire herstel gespleten neusmisvorming
360768009;herstel van keelholte door directe sluiting
360778007;farynxreconstructie door directe sluiting
360789000;niertumorexcisie
360797007;niertumorexcisie
360810000;laser uretrotomie
360820005;van urethra met laser
361152000;intestinale stomarevisie dikke darm
361153005;herstel stoma dikke darm
361154004;uterus suspension zonder korte van het rond ligamenten en sacrouterine ligamenten
361155003;hysteropexie
361156002;baarmoederprolapsherstel
361157006;blefaroplastiek laceratie - - thickness van ooglid
361160004;herstel van niet - thickness van ooglid
361162007;blefaroplastiek laceratie , volledige dikte van ooglid
361163002;herstel van ooglid , volledige dikte van ooglid
361164008;retina szymanowski chirurgie
361165009;v - y chirurgie voor ectropion
361166005;ectropion herstel met eyelid reconstructie
361167001;ectropion herstel door blefaroplastiek
361168006;herstel uterosacral ligament
361169003;herstel sacrouterine ligament
361170002;derlacki chirurgie
361171003;tympanoplastiek , met transplantaat
361172005;myringoplastiek epitympanisch i
361173000;cryochirurgie van rectum door elektrocoagulatie
361174006;diathermie van anus
361175007;doyle chirurgie voor paracervicaal uterus denervatie
361176008;denervatie van uterosacral zenuw
361177004;denervatie , paracervicaal uterus zenuwen
361178009;neuroplastiek en transpositie van de craniale zenuwen
361179001;nervus transpositie
361180003;van hersenzenuwen
361181004;class in fysieke fitness en conditionering
361182006;virus lichaamsbeweging
361183001;ramadier chirurgie
361184007;intrapetrosal drainage
361185008;frenckner chirurgie
361186009;verwijdering van pols prothese
361187000;verwijdering van heupprotese pols
361188005;aspiratie proces ruimte via previously ge ï mplanteerd katheter of klep irrigatie , ommaya of rickham
361189002;drainage van cerebrum door aspiratie via previously ge ï mplanteerd katheter
361191005;cataractextractie door echografische phacofragmentation
361218008;toonaudiometrie , uitgebreide - index
361219000;toonaudiometrie , uitgebreide , impedantie - audiometrie
361220006;episioperineoplastiek
361221005;hechting van de vulva / het perineum
361222003;wertheim - meigs abdominale hysterectomie
361223008;wertheim chirurgie
361227009;hymenoptera desensibilisering therapie
361228004;hymenoptera immunotherapie
361229007;structurele gezinstherapie
361230002;structurele psychotherapie
361231003;prescribed inname
361232005;voorlichting van verandering inname
361233000;barri è re , nursing
361234006;bevindingen isolatie
361235007;isolatie , ge ï nfecteerd pati ë nt
361236008;ischemische lactaat test
361237004;vitamine b12 absorptietest
361238009;b12 - scan
361239001;perineuraal hechtdraad ,
361240004;perineuraal onderhuidsweefselhechting nao
361241000;epineuraal hechtdraad ,
361242007;epineuraal onderhuidsweefselhechting nao
361243002;epiperineural hechtdraad ,
361244008;epiperineural onderhuidsweefselhechting nao
361245009;cryochirurgie van nervi splanchnici
361246005;cryochirurgie van splanchnicus sympathische
361247001;excisie van huid van de stemband
361248006;excisie intubatie granuloom van de larynx
361249003;nefrectomie met excisie perirenaal weefsel
361252006;diagnostische ureterorenoscopy
361253001;eenvoudige diagnostische ureteroscopie
361254007;ureteroscopic transluminale ruptuur en stenting
361256009;autoaugmentation blaas
361257000;schistosomiasis blaasherstel
361258005;cystodiathermy en destructie van de blaas nao
361259002;cystoscopie en cystodiathermy
361260007;cystoscopie en cauterisatie van de blaas
361261006;denis - browne hypospadieherstel
361262004;hypospadie ë n en gryposis herstel
362958002;nao door maligniteit
362961001;nao door intent
362964009;palliatieve nao
362978005;pati ë ntenvoorlichting about medische voorzieningen en hulpmiddel
362982007;anesthesie voor verrichting extremiteit
362983002;anesthesie voor verrichting romp
362987001;applicatie voor funding
362988006;aspiratie van urinewegen
362994003;biopsie immuunsysteem
362995002;biopsie van urinewegen
362997005;hersenstimulatie
363000009;cardiovasculaire beeldvormende nao
363001008;cardiovasculaire onderwijzen
363002001;cardiovasculaire functietest
363003006;cardiovasculaire lichamelijk onderzoek
363006003;cauterisatie door anastomose plaats
363007007;cauterisatie door modality
363023007;computertomogram van de plaats
363046009;contrast radiologie functieonderzoek door maligniteit
