SNOMED conceptID;SNOMED term;Google translate vertaalde term;Matecat vertaling;thot vertaalde term medisch woordenboek + SNOMED be
312973004;Viscocanulostomy;Viscocanulostomy;Viscocanulostomy;viscocanalstomie
313075001;Phobia counselling;Phobia begeleiding;Phobia counselling;fobie consultatie
313106003;Emergency contraception advice;Noodanticonceptie advies;Noodanticonceptie advies;spoed geboortebeperking voorlichting
313204009;Lifestyle counselling;leefstijladvisering;Lifestyle advies;levensstijl consultatie
313332003;Dressing patient;dressing pati ë nt;Dressing pati ë nt;aanleggen van pati ë nt
313513005;Sweat weight measurement;Zweet gewichtsmeting;Zweet gewicht meten;zweetklieren gewichts -
313578007;Urine sample volume measurement;Urinemonster volumemeting;Urine monster volumemeting;urinemonster volume
314597002;Thoracoscopic splanchnicectomy;thoracoscopic splanchnicectomy;thoracoscopic splanchnicectomy;thoracoscopische splanchnicectomy
314979004;Spirometry reversibility test;Spirometrie reversibiliteitstest;Spirometrie reversibiliteitstest;spirometrie reversibility test
315059002;Laparoscopic salpingectomy;laparoscopische salpingectomy;laparoscopische salpingectomy;salpingectomie - laparoscopische procedure
315066001;Laparoscopic salpingotomy;laparoscopische salpingotomy;laparoscopische salpingotomy;laparoscopische salpingotomie
315085003;Budgie fecal antibody level;Budgie fecal antilichaam niveau;Budgie fecal antilichaam niveau;budgie fecaal - antistof
315102004;Cockatiel fecal antibody level;Valkparkiet fecal antilichaam niveau;Valkparkiet fecal antilichaam niveau;nymphicus hollandicus fecaal - antistof
315182002;Psittacosis LGV antibody level;Psittacose LGV antilichaam niveau;Psittacose LGV antilichaam niveau;ornitose chlamydia - antistof
315291007;Indirect splenoportogram;indirect splenoportogram;indirect splenoportogram;splenoportografie
315315000;Perineoplasty;Perineoplasty;Perineoplasty;perineoplastiek
315638005;Special needs support;ondersteuning Leerzorg;ondersteuning Leerzorg;speciale needs ondersteunende zorg
341943002;Atrioventriculostomy;Atrioventriculostomy;Atrioventriculostomy;atrioventriculostomie
347747004;Corneoconjunctivoplasty;Corneoconjunctivoplasty;Corneoconjunctivoplasty;corneoconjunctivoplasty
358364006;Petrous apicotomy;petrous apicotomy;petrous apicotomy;petreuze apicotomy
358575006;Gastroduodenostomy;Gastroduodenostomy;Gastroduodenostomy;duodenostomie
359555009;Ethmoidotomy;Ethmoidotomy;Ethmoidotomy;ethmoidotomie
359568001;Enterocolectomy;Enterocolostomy;Enterocolectomy;enterocolectomie
359571009;Right colectomy;Right colectomy;Right colectomy;rechter colectomie
359594005;Duodenorrhaphy;Duodenorrhaphy;Duodenorrhaphy;duodenoraphie
359599000;Jejunopexy;Jejunopexy;Jejunopexy;jejunopexie
359607004;Ileopexy;Ileopexy;Ileopexy;ileopexy
359684008;Simple mastoidectomy, complete;Simple masto ï dectomie , compleet;Simple masto ï dectomie , compleet;corticale masto ï dectomie , volledig
359772000;Glucose monitoring at home;Glucosemonitoring thuis;Glucosemonitoring thuis;glucose - bewaking thuis
359779009;Antistreptococcal hyaluronidase titer;Antistreptococcal hyaluronidase titer;Antistreptococcal hyaluronidase titer;antistreptococcal hyaluronidase titer
359818001;Agglutination procedure;Agglutination procedure;Agglutination procedure;agglutinatietests
359835002;Light scatter measurement;Lichtverstrooiing metingen;Lichtverstrooiing metingen;fotostraling scatter -
359856000;Goniotomy without goniopuncture;Goniotomy zonder goniopuncture;Goniotomy zonder goniopuncture;goniotomie zonder goniopunctie
359879004;Radical bunionectomy;Radical bunionectomy;Radical bunionectomy;radicale bunionectomie
359890009;Fundoplication;fundoplication;fundoplication;fundoplicatie
359899005;Mastorrhaphy;Mastorrhaphy;Mastorrhaphy;mastorafie
359913006;Arthrolysis;Arthrolysis;Arthrolysis;artrolyse
359948004;Cyclodiathermy;Cyclodiathermy;Cyclodiathermy;destructie ciliair lichaam met elektrische stroom
359951006;Cycloelectrolysis;Cycloelectrolysis;Cycloelectrolysis;cycloelectrolysis
359953009;Booster vaccination;herhalingsvaccinatie;Boostervaccinatie;immunisatie
359972009;Pleural poudrage;pleura poudrage;pleura poudrage;pleura poederbedekking
360363002;Ureterocolostomy;Ureterocolostomy;Ureterocolostomy;uretero - enterostomie
360365009;Perineorrhaphy;Perineorrhaphy;perineorrhaphie;perineorafie
361155003;Uteropexy;Uteropexy;hysteropexie;hysteropexie
361182006;Group exercise;groepsoefening;lichaamsbeweging in groepsverband;virus lichaamsbeweging
361220006;Episioperineoplasty;Episioperineoplasty;Episioperineoplasty;episioperineoplastiek
361221005;Episioperineorrhaphy;Episioperineorrhaphy;Episioperineorrhaphy;episioperineorraphie
361252006;Diagnostic ureterorenoscopy;Diagnostic ureterorenoscopy;Diagnostic ureterorenoscopy;diagnostische ureterorenoscopie ( urs )
363259005;Patient management procedure;Pati ë nt beheersprocedure;Pati ë nt beheersprocedure;pati behandeling nao
367446003;Achillotomy;Achillotomy;achillotomie;achillotomie
367476005;Colpoepisiorrhaphy;Colpoepisiorrhaphy;Colpoepisiorrhaphy;colpo - episiorafie
367485005;Ureteroureterostomy;Ureteroureterostomy;Ureteroureterostomy;uretero - ureterostomie
370844008;Patient self-determination act education;Pati ë nt zelfbeschikking act onderwijs;Pati ë nt zelfbeschikking act onderwijs;pati zichzelf f geactiveerde stollingstijd ntenvoorlichting
370881007;Abuse prevention assessment;Misbruikpreventie assessment;Misbruikpreventie assessment;misbruik verhindering onderzoek
370882000;Abuse prevention;misbruikpreventie;misbruikpreventie;misbruik preventie
370883005;Abuse prevention education;Misbruikpreventie onderwijs;Misbruikpreventie onderwijs;misbruik verhindering ntenvoorlichting
370884004;Abuse prevention management;Misbruikpreventie beheer;Misbruikpreventie beheer;misbruik verhindering behandeling
370886002;Safety procedure;veiligheidsprocedure;zogenaamde filet - procedure;safety nao
370946009;Kestenbaum procedure;Kestenbaum procedure;Kestenbaum procedure;kestenbaum nao
371003002;Ureterogram;Ureterogram;Ureterogram;ureterografie
372039005;Patient identification;pati ë ntidentificatie;pati ë ntidentificatie;pati identification
373113001;Routine procedure;routineprocedure;routineprocedure;routine nao
384642005;Mitral valvuloplasty;mitralisklep valvuloplasty;mitralisklep valvuloplasty;mitralisklepherstel
384647004;Bile duct stone removal;Galwegen steenverwijdering;Galwegen steenverwijdering;galstenen in galwegen verwijdering
384708008;Fulguration;fulguration;fulguratio;fulguratie
384715000;Nucleic acid hybridization procedure;Nucle ï nezuur hybridisatieprocedure;Nucle ï nezuur hybridisatieprocedure;nucle ï nezuurhybridisatie
384733006;Hormone radiobioassay;hormoon radiobioassay;hormoon radiobioassay;stoornis radiobioassay
384734000;Radiobioassay;Radiobioassay;Radiobioassay;radiobioassay
384761000;Caretaking skills training;Caretaking vaardigheidstraining;Caretaking vaardigheidstraining;caretaking vaardigheden training
385693005;Fracture care management;Fracture zorgmanagement;Fracture zorgmanagement;fractuur van medische behandeling
385701009;Immobilizer care management;Startonderbreker zorgmanagement;Startonderbreker zorgmanagement;startonderbreker medische behandeling
385718008;Patient counseling assessment;Pati ë ntenvoorlichting assessment;Pati ë ntenvoorlichting assessment;pati voorlichting onderzoek
385719000;Patient counseling education;Pati ë ntenvoorlichting onderwijs;Pati ë ntenvoorlichting onderwijs;pati voorlichting ntenvoorlichting
385720006;Patient counseling management;Pati ë ntenvoorlichting beheer;Pati ë ntenvoorlichting beheer;pati voorlichting behandeling
385723008;Coping support education;Omgaan onderwijsondersteunende;Omgaan onderwijsondersteunende;adaptief support ntenvoorlichting
385751004;Infusion care assessment;Infusion indicatiestelling;Infusion indicatiestelling;infusies medische onderzoek
385753001;Infusion care management;Infusion zorgmanagement;Infusion zorgmanagement;infusies medische behandeling
385778002;Nursing status report;Nursing statusrapport;Nursing statusrapport;nursing status report
385779005;Physician status report;Physician statusrapport;Physician statusrapport;arts status report
385803003;Diabetic care assessment;Diabeteszorg assessment;Diabeteszorg assessment;diabetische zorg onderzoek
385833005;Blood specimen care assessment;Bloedspecimen indicatiestelling;Bloedspecimen indicatiestelling;bloed specimen medische onderzoek
385836002;Blood specimen care management;Bloedspecimen zorgmanagement;Bloedspecimen zorgmanagement;bloed specimen medische behandeling
385844002;Urine specimen care management;Urinemonster zorgmanagement;Urinemonster zorgmanagement;urine monsters van behandeling behandeling
385872009;Environmental safety education;Milieuveiligheid onderwijs;Milieuveiligheid onderwijs;milieu safety ntenvoorlichting
385873004;Environmental safety management;Milieuveiligheid beheer;Milieuveiligheid beheer;milieu safety behandeling
385876007;Individual safety assessment;Individuele veiligheidsbeoordeling;Individuele veiligheidsbeoordeling;individuen safety onderzoek
385879000;Individual safety management;Individuele veiligheidsmanagement;Individuele veiligheidsmanagement;individuen safety behandeling
385886008;Bed rest care management;Bedrust zorgmanagement;Bedrust zorgmanagement;bedden pauze medische behandeling
385897008;Comfort care management;Comfort zorgmanagement;Comfort zorgmanagement;comfort medische behandeling
385900001;Ear care management;Ear zorgmanagement;Ear zorgmanagement;oor medische behandeling
385905006;Eye care assessment;Oogzorg assessment;Oogzorg assessment;oog medische onderzoek
385906007;Eye care education;Oogzorg onderwijs;Oogzorg onderwijs;oog zorg ntenvoorlichting
385907003;Eye care management;Oogzorg beheer;Oogzorg beheer;oog medische behandeling
385937007;Mouth care management;Mouth zorgmanagement;Mouth zorgmanagement;orale zorg behandeling
385939005;Denture care management;Kunstgebit zorgmanagement;Kunstgebit zorgmanagement;gebitsprothese , medische behandeling
385943009;Drainage tube care assessment;Drainagebuis indicatiestelling;Drainagebuis indicatiestelling;drain zorg onderzoek
385946001;Drainage tube care management;Drainagebuis zorgmanagement;Drainagebuis zorgmanagement;drainage van behandeling behandeling
385967001;Bladder training assessment;Blaastraining assessment;Blaastraining assessment;blaas oefeningen onderzoek
385968006;Bladder training education;Blaastraining onderwijs;Blaastraining onderwijs;blaas oefeningen ntenvoorlichting
385982006;Bronchial hygiene;bronchiale hygi ë ne;bronchiale hygi ë ne;bronchiale hygi ë ne
386053000;Patient evaluation procedure;Pati ë nt evaluatieprocedure;Pati ë nt evaluatieprocedure;onderzoek
386194005;Cystolitholapaxy;Cystolitholapaxy;Cystolitholapaxy;cystolitholapaxie
386233007;Cerebral perfusion promotion;Hersendoorbloeding promotie;Hersendoorbloeding promotie;cerebrale perfusie promotie
386252001;Culture brokerage;Culture brokerage;Culture brokerage;kweek brokerage
386263003;Dysrhythmia management;dysrhythmia beheer;dysrhythmia beheer;geleidingsstoornis van behandeling
386266006;Electrolyte management: hyperkalemia;Elektrolyt beheer : hyperkali ë mie;Elektrolyt beheer : hyperkali ë mie;electrolyten behandeling , hyperkali ë mie
386267002;Electrolyte management: hypermagnesemia;Elektrolyt beheer : hypermagnesi ë mie;Elektrolyt beheer : hypermagnesi ë mie;electrolyten behandeling , hypermagnesi ë mie
386268007;Electrolyte management: hypernatremia;Elektrolyt beheer : hypernatremia;Elektrolyt beheer : hypernatremia;electrolyten behandeling , natrium
386269004;Electrolyte management: hyperphosphatemia;Elektrolyt beheer : hyperphosphatemia;Elektrolyt beheer : hyperphosphatemia;electrolyten behandeling , hyperfosfatemie
386270003;Electrolyte management: hypocalcemia;Elektrolyt beheer : hypocalci ë mie;Elektrolyt beheer : hypocalci ë mie;electrolyten behandeling , hypocalci ë mie
386271004;Electrolyte management: hypokalemia;Elektrolyt beheer : hypokalemia;Elektrolyt beheer : hypokalemia;electrolyten behandeling , hypokali ë mie
386273001;Electrolyte management: hyponatremia;Elektrolyt beheer : hyponatri ë mie;Elektrolyt beheer : hyponatri ë mie;electrolyten behandeling , natrium
386332000;Incident reporting;Incidentmelding;Melding van incidenten;incident reporting
386344002;Laboratory data interpretation;Laboratoriumgegevens interpretatie;Laboratoriumgegevens interpretatie;laboratoria gegevens interpretatie
386357005;Medication administration: intraosseous;Medicatie administratie : intraosseous;Medicatie administratie : intraosseous;toediening intraosseuze
386366009;Mood management;Mood beheer;Mood beheer;stemmingstoornis behandeling
386379000;Organ procurement facilitation;Orgaanverwerving faciliteren;Orgaanverwerving faciliteren;orgaanverschaffing
386382005;Parent education: infant;Parent onderwijs : zuigeling;Parent onderwijs : zuigeling;ouder onderwijzen , infantiele
386385007;Patient contracting;pati ë nt aanbestedende;pati ë nt aanbestedende;pati aids /
386390005;Postanesthesia care;Postanesthesia care;Postanesthesia care;postanesthesia zorg
386391009;Preceptoring: employee;Preceptoring : werknemer;Preceptoring : werknemer;preceptoring : employee
386398003;Product evaluation;productevaluatie;productevaluatie;kruiden onderzoek
386405009;Rape-trauma treatment;Rape - traumabehandeling;Rape - traumabehandeling;verkrachting trauma behandeling
386452003;Supply management;supply management;Voorraadbeheer;aanvoer behandeling
386499005;Edler abuse prevention;Edler misbruikpreventie;Edler misbruikpreventie;edler nemisbruik preventie
386520000;Attachment promotion;Attachment promotie;Attachment promotie;aanhechting promotie
386547005;Diagnostic urethroscopy;Diagnostic urethroscopie;Diagnostic urethroscopie;urethroscopie
386624002;Obstetrical trachelotomy;verloskundige trachelotomy;verloskundige trachelotomy;obstetrische trachelotomy
386625001;Nonobstetric trachelotomy;Nonobstetric trachelotomy;Nonobstetric trachelotomy;nonobstetric trachelotomy
386651004;Cystocolostomy;Cystocolostomy;Cystocolostomy;cystocolostomie
386652006;Colocystoplasty;Colocystoplasty;Colocystoplasty;colocystoplastie
386787002;Ureterorenoscopy;Ureterorenoscopy;Ureterorenoscopy;ureterorenoscopie ( urs )
386801007;Endometrial scraping;endometrium scraping;endometrium scraping;endometriumbiopsie
387641007;Thoracectomy;Thoracectomy;Thoracectomy;thoracectomy
387669004;Bevan orchidopexy;Bevan orchidopexie;Bevan orchidopexie;bevan orchidopexie
387671004;Ombredanne orchidopexy;Ombredanne orchidopexie;Ombredanne orchidopexie;ombredanne orchidopexie
387717002;Ureteroscopy;ureteroscopy;ureteroscopy;ureteroscopie
387821004;Spinal deformity correction;Wervelvervorming correctie;Wervelvervorming correctie;ruggenmergmisvormingscorrectie
387869001;Gastromyotomy;Gastromyotomy;Gastromyotomy;gastromyotomie
388975008;Weight reduction consultation;overleg Gewichtsreductie;overleg Gewichtsreductie;gewicht reductie consult
388990007;Synovectomy;synovectomy;synovectomie;synovi ë ctomie
389116009;Heat exposure treatment;warmtebehandeling exposure;warmtebehandeling exposure;hitte behandeling
390997009;Falls education;Falls onderwijs;Falls onderwijs;val ntenvoorlichting
391112007;Ipratropium reversibility;Ipratropium omkeerbaarheid;Ipratropium omkeerbaarheid;ipratropium reversibility
391291008;Fluid sample cholesterol level;Vloeistofmonster cholesterolgehalte;Vloeistofmonster cholesterolgehalte;vocht steekproef cholesterol
391293006;Sweat conductivity;Sweat geleidbaarheid;Sweat geleidbaarheid;zweetklieren conductivity
391308009;CSF cytospin;CSF cytospin;CSF cytospin;cerebrospinaal cytospin
391330005;Faecal clinitest;fecale Clinitest;fecale Clinitest;fecale clinitest
391331009;Serum flecainide level;Serum fleca ï nide niveau;Serum fleca ï nide niveau;serum flecainide antistof
391355004;Fluid sample calcium level;Vloeistofmonster calciumgehalte;Vloeistofmonster calciumgehalte;vocht steekproef calcium
391375008;Roche number;Roche nummer;Roche nummer;roche aantal
391378005;Serum thyroglobulin level;Serumthyreoglobuline niveau;Serumthyreoglobuline niveau;serum thyroglobuline antistof
391407003;Blood erythrocyte PBG deaminase level;Blood erytrocyten PBG deaminase niveau;Blood erytrocyten PBG deaminase niveau;erytocytenhoeveelheid / pbg defici antistof
391430009;Blood zinc protoporphyrin level;Blood zinkprotoporfyrine niveau;Blood zinkprotoporfyrine niveau;bloed zink protoporfyrine antistof
391436003;DRVVT correction;DRVVT correctie;DRVVT correctie;drvvt herstel
391455003;Serum pristanic acid;Serum pristaanzuur;Serum pristanic zuur;serum pristanic -
391469003;Blood spot acylcarnitine;Bloedvlek acylcarnitine;Bloedvlek acylcarnitine;bloed vlekken acylcarnitine
391485008;Cardiac markers;hartmerkers;hartmerkers;hart markers
391543006;Blood thiopurine methyltransferase level;Blood thiopurinemethyltransferase niveau;Blood thiopurinemethyltransferase niveau;bloed thiopurine methyltransferase antistof
391549005;Thrombin time reference;Trombine tijdreferentie;Trombine tijdreferentie;trombinestollingstijd referentie
391581001;Serum dibucaine number;Serum dibuca ï ne nummer;Serum dibuca ï ne nummer;serum dibuca ï ne aantal
391583003;Perinuclear neutrophil cytoplasmic antibody level;Perinucleaire antineutrofielencytoplasmatische antilichaam niveau;Perinucleaire antineutrofielencytoplasmatische antilichaam niveau;perinuclear antineutrofiel cytoplasmatische cytoplasmatische antistof
391996005;Salpingosalpingostomy;Salpingosalpingostomy;Salpingosalpingostomy;salpingo - sapingostomie
392017002;Frequency doubling perimetry;Frequentieverdubbeling perimetrie;Frequentieverdubbeling perimetrie;verhoogde frequentie verdubbeling perimetrie
392022002;Tylectomy;Tylectomy;Tylectomy;borstknobbelverwijdering
392031002;Endarterectomy;endarterectomy;endarterectomy;endarteri ë ctomie
392109007;Diagnostic pharyngoscopy;Diagnostic faryngoscopie;Diagnostische pharyngoscopy;faryngoscopie
392153002;Esophagogastroscopy;Esophagogastroscopy;Esophagogastroscopy;oesophagogastroscopie
392154008;Fiberoptic esophagogastroscopy;Glasvezel esophagogastroscopy;Glasvezel esophagogastroscopy;fiberoptice esopha - duodenectomie
392213008;Sphenoid sinusotomy;sphenoid sinusotomy;sphenoid sinusotomy;sinusotomie
394678003;Booster pneumococcal vaccination;Booster pneumokokkenvaccinatie;Booster pneumokokken vaccinatie;booster pneumokokken - immunisatie
394835006;Patient medication education;Pati ë nt medicatie onderwijs;Pati ë nt medicatie onderwijs;pati intravaginale ntenvoorlichting
394978000;Ribosomal autoantibody level;Ribosomaal autoantilichaam niveau;ribosomaal;ribosomal antistof
395058002;Viral load;viral load;hoge virale belasting;virale belasting
395134004;Dehydroepiandrosterone sulphate level;Dehydroepiandrosteronsulfaat niveau;Dehydroepiandrosteronsulfaat niveau;dehydroepiandrosterone sulfaat antistof
395136002;Total mesorectal excision;TME;Totale mesorectal excisie;totale mesorectale excisie
395724000;Choledocholithotomy;Choledocholithotomy;choledocholithotomie;choledocholithotomie
396081009;Adverse drug reaction prevention management;Bijwerking preventiebeheer;Bijwerkingen van geneesmiddelen reactie preventie beheer;geneesmiddelbijwerking verhindering behandeling
396450009;Vaginoperineotomy;Vaginoperineotomy;Vaginoperineotomy;vaginoperineotomie
396487001;Sentinel lymph node biopsy;Schildwachtklierbiopsie;Biopsie van de lymfeklier Sentinel;lymfeklierbiopsie , schildwacht -
397169001;Knee disarticulation;kniedisarticulatie;Disarticulation van de knie;kniedesarticulatie
397204004;Cecostomy operations;Cecostomy operaties;Cecostomy operaties;caecostomie
397241003;Simple hepatorrhaphy;Simple hepatorrhaphy;Simple hepatorrhaphy;eenvoudige leverhechting
397279008;Binocular balancing;verrekijker balancing;Verrekijker balancing;binocle balancing
397517002;Conductive keratoplasty;geleidende keratoplasty;geleidende keratoplasty;conductieve keratoplastiek
397523007;Keratoscopy;Keratoscopy;skiascopie;keratoscopie
397557004;Corneal esthesiometry;cornea esthesiometry;Hoornvlies esthesiometry;cornea esthesiometry
397760009;Tympanotomy;Tympanotomy;Tympanotomy;myringotomie
397805007;Conjunctivorhinostomy;Conjunctivorhinostomy;Conjunctivorhinostomy;conjunctivorhinostomie
397862008;Tympanostomy;tympanostomy;tympanostomy;myringotomie
397904007;Laparotrachelotomy;Laparotrachelotomy;Laparotrachelotomy;onderste segment keizersnede
397962009;Processed electronencephalography;verwerkte electronencephalography;Verwerkte electronencephalography;verwerkt electronencephalography
397989004;Conjunctivodacryocystostomy;Conjunctivodacryocystostomy;Conjunctivodacryocystostomy;conjunctivodacryocystostomie
397997006;Lingual frenoplasty;lingual frenoplasty;lingual frenoplasty;frenuloplastie van de tong
398001004;Frenoplasty;Frenoplasty;Frenoplasty;frenuloplastiek
398142004;Emergency cricothryotomy;Emergency cricothryotomy;Emergency cricothryotomy;spoed cricothryotomy
398324004;Tympanocentesis;Tympanocentesis;Tympanocentesis;myringotomie
398328001;Orbitectomy;Orbitectomy;Orbitectomy;oogkasevisceratie
398545005;Nucleic acid assay;Nucle ï nezuur assay;Nucleic acid test;nucle ï nezuur -
398750002;Grid photocoagulation;Grid photocoagulation;Grid photocoagulation;grid fotocoagulatie
398874009;Focal photocoagulation;focal photocoagulation;Focal photocoagulation;focale fotocoagualtie
398887003;Renal replacement;nierfunctievervangende;Renale vervanging;nier - replantatie
398952004;Sectoral photocoagulation;sectorale photocoagulation;Sectorale photocoagulation;sectori ë le fotocoagulatie
399032008;Salpingohysterostomy;Salpingohysterostomy;Salpingohysterostomy;salpingohysterostomie
399042005;Chemotherapy cycle;chemotherapiecyclus;chemotherapiecyclus;chemokuur cyclus
399315003;Radionuclide therapy;radionuclidentherapie;radionuclidetherapie;radionucleotidenscan van therapie
400928005;Stereotests - Titmus;Stereotests - Titmus;Stereotests - Titmus;stereotests - titmus
401069007;Blood glucose control education;Bloedglucoseregulatie onderwijs;Bloed glucose controle onderwijs;glucose controleren ntenvoorlichting
401096005;Sample analysis;monsteranalyse;Analyse van het monster;steekproef analyse
401212003;Fecal screening tests;Fecal screeningtests;Fecaal screeningtests;fecale screening onderzoeken
401328006;Cryoglobulin screening test;Cryoglobulin screeningtest;Cryoglobuline screeningtest;cryoglobulin screening
404637003;Gonioplasty;Gonioplasty;gonioplastiek;gonioplastiek
404645008;Glare testing;glare testen;Glare testen;schittering test
405255005;Euthanasia;euthanasia;Euthanasie;euthanasie
405282002;Adult hearing test;Volwassen hoortest;Volwassen gehoortest;adult gehoortest
405294006;Visceral sympathectomy;Visceral sympathectomy;Viscerale sympathectomy;viscerale sympathectomie
405301008;Scalenotomy;Scalenotomy;scaleniotomie;scalenotomie
405650006;Neuraxial nerve block;Neuraxiale zenuwblokkade;Neuraxial zenuw blok;neuraxial blok
405782001;Relapse prevention;terugvalpreventie;terugvalpreventie;recidief preventie
405787007;Intelligence quotient assessment;Intelligentiequoti ë nt assessment;Beoordeling van intelligentie quoti ë nt;intelligentie quoti ? nt onderzoek
405932002;Compartmentectomy;Compartmentectomy;Compartmentectomy;compartmentectomy
406145006;Layette education;babyuitzet onderwijs;Layette onderwijs;layette ntenvoorlichting
406152008;Admission assessment;toelatingsassessment;Beoordeling van de toelating;admission onderzoek
406167007;Legal deposition;Legal depositie;Juridische depositie;wettelijk afzetting
406180005;Relocation stress reduction;Verhuizing stressreductie;Verhuizing stress reductie;gebalanceerde translocatie reductie
406537008;Leisure needs assessment;Leisure indicatiestelling;Recreatieve behoeften;ontspanning behoeftebepaling
407702002;Fecal glucose level;Fecale glucoseniveau;Fecale bloedglucose niveau;fecale glucose
407716007;CD11c count;CD11c count;CD11c count;cd11c bloedceltelling
407721005;CD16 count;CD16 count;CD16 graaf;cd16 bloedceltelling
408381007;Migraine prophylaxis;migraineprofylaxe;Migraine profylaxe;migraine profylaxe
408589008;Falls assessment;Falls assessment;Falls assessment;val onderzoek
408693007;Vitropression;Vitropression;vitropressie;vitropressie
408762001;Photoscreening;Photoscreening;Photoscreening;photoscreening
408879002;Gastric care management;Gastric zorgmanagement;Maag zorg management;de behandeling behandeling van moeder
408885009;Breastfeeding support education;Borstvoeding onderwijsondersteunende;Borstvoeding ondersteuning onderwijs;borstvoeding support ntenvoorlichting
408887001;Vision care management;Vision zorgmanagement;Vision zorgmanagement;gezichtsvermogen zorg behandeling
408916001;Sputum specimen care assessment;Sputumspecimen indicatiestelling;Sputum specimen zorg beoordeling;sputum specimen zorg onderzoek
408918000;Sputum specimen care management;Sputumspecimen zorgmanagement;Sputum specimen zorg management;sputum monsters van behandeling behandeling
408936000;Substance abuse prevention management;Middelenmisbruik preventiebeheer;Drugsmisbruik preventie beheer;abusus verhindering behandeling
408938004;Tobacco abuse prevention assessment;Tobacco misbruikpreventie assessment;Tabak misbruik preventie beoordeling;tabaksmisbruik verhindering onderzoek
408939007;Tobacco abuse prevention education;Tobacco misbruikpreventie onderwijs;Tabak misbruik preventie onderwijs;tabaksmisbruik verhindering ntenvoorlichting
408940009;Tobacco abuse prevention management;Tobacco misbruikpreventie beheer;Tabak misbruik preventie beheer;tabaksmisbruik verhindering behandeling
408960001;Reproductive care management;Reproductieve zorgmanagement;Reproductieve zorgmanagement;reproducerend medische behandeling
408966007;Infertility care management;Onvruchtbaarheid zorgmanagement;Onvruchtbaarheid zorg management;infertiliteit van behandeling behandeling
408972007;Circulatory care management;Bloedsomloop zorgmanagement;Bloedsomloop zorgmanagement;cardiavasculair behandeling behandeling
408976005;Neurovascular care management;Neurovasculaire zorgmanagement;Neurovasculaire zorg management;neurovasculaire medische behandeling
408989004;Newborn care management;Pasgeboren zorgmanagement;Pasgeboren zorg management;pasgeborene zorg behandeling
408996002;Adult care management;Volwassen zorgmanagement;Volwassen zorg management;adult zorg behandeling
409014006;Delivery care management;Levering zorgmanagement;Levering zorg management;bevalling met medische behandeling
409015007;Labor care assessment;Arbeidszorg assessment;Beoordeling van de arbeid zorg;bevalling , medische onderzoek
409017004;Labor care management;Labor zorgmanagement;Management personeel;bevalling , medische behandeling
409019001;Postpartum care management;Postpartum zorgmanagement;Postpartum zorg management;kraamzorg behandeling
409022004;Dispensing medication management;Verstrekking medicatiebeheer;Verstrekking medicatiebeheer;dispensing intravaginale behandeling
409028000;Infant care management;Infant zorgmanagement;Infant zorgmanagement;zuigelingenzorg behandeling
409710009;Cardiorrhaphy;Cardiorrhaphy;cardiorrafie;cardiorafie
409879005;High pressure liquid chromatography;Hogedrukvloeistofchromatografie;hogedrukvloeistofchromatografie;hplc
409979009;Breast self-examination;Borstzelfonderzoek;Borstzelfonderzoek;zelfonderzoek
410092005;Ostomy care management;Stomazorg zorgmanagement;Stoma zorg management;ostomy medische behandeling
410095007;Ostomy irrigation management;Ostomy irrigatiemanagement;Ostomy irrigatiemanagement;ostomy spoelen behandeling
410099001;Reality orientation assessment;assessment Reality ori ë ntatie;assessment Reality ori ë ntatie;reality ori onderzoek
410100009;Reality orientation education;Reality ori ë ntatie onderwijs;Werkelijkheid ori ë ntatie onderwijs;reality ori ntenvoorlichting
410101008;Reality orientation management;Reality ori ë ntatie beheer;Beheer van de ori ë ntatie van de werkelijkheid;reality ori behandeling
410133004;Nursing conference management;Nursing congresmanagement;Beheer van de Conferentie van de verpleging;nursing conference behandeling
410138008;Nursing status report education;Nursing statusrapport onderwijs;Verpleegkundige status rapport onderwijs;nursing status report ntenvoorlichting
410139000;Nursing status report management;Nursing statusrapport beheer;Verpleegkundig verslag statusbeheer;nursing status report behandeling
410141004;Physician contact education;Physician contactonderwijs;Physician contactonderwijs;arts contact ntenvoorlichting
410146009;Physician status report assessment;Physician statusrapport assessment;Arts status verslag evaluatie;arts status report onderzoek
410147000;Physician status report education;Physician statusrapport onderwijs;Arts status rapport onderwijs;arts status report ntenvoorlichting
410148005;Physician status report management;Physician statusrapport beheer;Arts statusbeheer verslag;arts status report behandeling
410170008;Nutrition care assessment;Nutrition indicatiestelling;Voeding verzorging beoordeling;malnutritie , medische onderzoek
410172000;Nutrition care management;Nutrition zorgmanagement;Voeding zorg management;malnutritie , medische behandeling
410199003;Weight control assessment;Gewichtsbeheersing assessment;Gewichtsbeheersing assessment;gewichtscontrole onderzoek
410200000;Weight control education;Gewichtsbeheersing onderwijs;Gewicht controle onderwijs;gewichtscontrole ntenvoorlichting
410213006;Tracheostomy care management;Tracheostomie zorgmanagement;Tracheostomie zorgmanagement;zorg behandeling
410250007;Perineal care management;Perineale zorgmanagement;Perineale zorgmanagement;perineale zorg behandeling
410253009;Urinary catheter care management;Blaaskatheter zorgmanagement;Urinaire katheter zorg management;urinesonde behandeling behandeling
410259008;Urinary catheter irrigation management;Blaaskatheter irrigatiemanagement;Urinaire katheter irrigatie beheer;urinesonde spoelen behandeling
410450009;Direct ophthalmoscopy;direct Ophthalmoscopie;Directe ophthalmoscopy;directe fundoscopie
