SNOMED conceptID;SNOMED term;Google translate vertaalde term;Matecat vertaling;thot vertaalde term medisch woordenboek + SNOMED be
311401005;Patient education;pati ë ntenvoorlichting;Pati ë nteneducatie;pati ë nten
311402003;Staff education;onderwijzend personeel;onderwijzend personeel;staff ntenvoorlichting
311558009;Language development regime;Taalontwikkeling regime;Talenregeling ontwikkeling;taalontwikkelings ntgerichte
311575003;Intelligibility regime;verstaanbaarheid regime;Verstaanbaarheid regime;intelligibility ntgerichte
311576002;Facilitated intelligibility regime;Facilitated verstaanbaarheid regime;Gefaciliteerde verstaanbaarheid regime;facilitated intelligibility ntgerichte
311577006;Compensated intelligibility regime;Gecompenseerd verstaanbaarheid regime;Gecompenseerd verstaanbaarheid regime;gecompenseerd intelligibility ntgerichte
311587005;Mirroring for speech;Mirroring voor spraak;Mirroring voor spraak;mirroring spreken
311614000;Pragmatic enhancement strategies;Pragmatisch enhancement strategie ë n;De verhoging van de pragmatische strategie ë n;pragmatic enhancement strategies
311618002;Neurolinguistics language therapy;Neurolinguistics taaltherapie;Neurolingu ï stiek taal therapie;neurolinguistics spraaktherapie
311660003;Cueing for speech;Cueing voor spraak;Cueing voor spraak;cueing spreken
311672009;Phrasing exercises;Phrasing oefeningen;Frasering oefeningen;phrasing inspanningstherapie
311766003;Barrier-free environment provision;Barrier - vrije omgeving voorziening;Barrierevrije milieu bepaling;barri è re - afdelingen provision
311785000;Semantic facilitation;semantische facilitatie;Semantische versoepeling;semantische facilitation
311791003;Information gathering;Informatie verzamelen;Informatie wordt verzameld;information gathering
312465000;Urine dihydrocodeine measurement;Urine dihydrocode ï ne meting;Urine dihydrocode ï ne meting;urine dihydrocode ï ne ne
312475002;Plasma magnesium measurement;Plasma magnesium meting;Plasma magnesium meting;plasmaprote magnesium
312476001;Plasma aluminum measurement;Plasma aluminium meting;Plasma aluminium meting;plasmaprote aluminium
312477005;Plasma copper measurement;Plasma koper meting;Plasma koper meting;plasmaprote koper
312480006;Plasma urea measurement;Plasma ureum meting;Plasma ureum meting;plasmaprote ureum
312482003;Plasma urate measurement;Plasma urate meting;Plasma • Uraat meting;plasmaprote urinezuur
312497000;Salvage abdominoperineal resection of rectum;Salvage abdominoperineale resectie van rectum;Salvage abdominoperineale resectie van rectum;hygi ë nische abdomino - perineale rectumresectie
312616000;Provision of mainstream further education;Verstrekking van reguliere voortgezet onderwijs;Bepaling van het reguliere voortgezet onderwijs;provision , mainstream further ntenvoorlichting
312627003;Provision of specialist further education;Verstrekking van specialistische vervolgopleiding;Bepaling van specialist voortgezet onderwijs;provision , specialist further ntenvoorlichting
312691006;Calibrating aortography;kalibreren aortography;Kalibreren van aortography;calibrating aortogram
312891008;Pregnancy-related examination;Zwangerschapsgerelateerde onderzoek;Zwangerschap - gerelateerde onderzoek;#NAAM?
313439006;Plasma growth hormone measurement;Plasma groeihormoon meting;Plasma groeihormoon meting;plasmaprote somatotropine
313441007;Plasma TSH measurement;Plasma TSH meting;Plasma TSH meting;plasmaprote thyrotrofine
313443005;Plasma prolactin measurement;Plasma prolactine meting;Plasma prolactin measurement;plasmaprote prolactine
313444004;Plasma FSH measurement;Plasma FSH meting;Plasma FSH meting;plasmaprote fsh
313445003;Plasma LH measurement;Plasma LH meting;Plasma LH meting;plasmaprote icsh
313480004;Plasma salicylate measurement;Plasma salicylaat meting;Plasma salicylaat meting;plasmaprote salicylaat
313484008;Plasma apolipoprotein B measurement;Plasma apolipoprote ï ne B meting;Plasma apolipoprotein B measurement;plasmaprote apolipoprote ï ne - b
313499008;Plasma androstenedione measurement;Plasma androstenedione meting;Plasma androstenedione measurement;plasmaprote androstenedione -
313620009;Plasma adrenaline measurement;Plasma adrenaline meting;Plasma adrenaline meting;plasmaprote epinefrine
313621008;Plasma alanine measurement;Plasma alanine meting;Plasma alanine meting;plasmaprote alanine -
313715000;Plasma gentamicin measurement;Plasma gentamicine meting;Plasma gentamicine meting;plasmaprote gentamicin -
313731008;Plasma homocysteine measurement;Plasma homocyste ï ne meting;Plasma homocysteine meting;plasmaprote homocyste ï ne ne
313736003;Plasma glycine measurement;Plasma glycine meting;Plasma glycine meting;plasmaprote glycinetest
313739005;Plasma valine measurement;Plasma valine meting;Plasma valine meting;plasmaprote valine -
313741006;Serum homocysteine measurement;Serum homocyste ï ne meting;Serum homocyste ï ne meten;serum homocyste ï ne ne
313746001;Plasma caffeine measurement;Plasma cafe ï ne meting;Plasma cafe ï ne meting;plasmaprote cafe ï ne
313747005;Serum caffeine measurement;Serum cafe ï ne meting;Serum caffeine measurement;serum cafe ï ne
313760004;Plasma noradrenaline measurement;Plasma noradrenaline meting;Plasma noradrenaline meting;plasmaprote noradrenaline
313772005;Plasma estradiol measurement;Plasma estradiol meting;Plasma estradiol meting;plasmaprote oestradiol
313789002;Plasma porphyrin measurement;Plasma porfyrine meting;Plasma porfyrine meting;plasmaprote porphyrin -
313792003;Plasma homocystine measurement;Plasma homocystine meting;Plasma homocystine meting;plasmaprote homocystine
313799007;Fluid rheumatoid factor measurement;Fluid reumato ï de factor meting;Vloeibare reumato ï de factor meting;vocht , reumato ï dfactor
313800006;Peroxisomal antibody measurement;Peroxisomale antilichaam meting;Peroxisomal antilichaam meting;peroxisomal antistof
313819001;Plasma vigabatrin measurement;Plasma vigabatrine meting;Plasma vigabatrin meting;plasmaprote vigabatrin -
313821006;Plasma lamotrigine measurement;Plasma lamotrigine meting;Plasma lamotrigine meting;plasmaprote lamotrigine -
313831004;Plasma free fatty acid measurement;Plasma vrije vetzuren meting;Plasma vrije vetzuren meting;plasmaprote vrijde vetzuurdefici -
313833001;Plasma arginine vasopressin measurement;Plasma arginine vasopressine meting;Plasma arginine vasopressin measurement;plasmaprote vasopressine
313835008;HbA1c measurement (DCCT aligned);HbA1c meting ( DCCT uitgelijnd );HbA1c meting ( DCCT uitgelijnd );hba1c +++ dcct aligned -
313869009;Plasma ethosuximide measurement;Plasma ethosuximide meting;Plasma ethosuximide measurement;plasmaprote ethosuximide -
313870005;Plasma tobramycin measurement;Plasma tobramycine meting;Plasma tobramycine meting;plasmaprote tobramycin -
313952006;Plasma ammonia measurement;Plasma ammoniak meting;Plasma ammoniak meting;plasmaprote ammonium
313953001;Plasma leucine measurement;Plasma leucine meting;Plasma leucine measurement;plasmaprote leucine
313963009;Plasma etiocholanolone measurement;Plasma etiocholanolon meting;Plasma etiocholanolone meting;plasmaprote etiocholanolone -
313964003;Plasma IGF 1 measurement;Plasma IGF 1 meting;Plasma IGF - 1 meting;plasmaprote igf b1
313966001;Plasma IGF 2 measurement;Plasma IGF 2 meting;Plasma IGF 2 meting;plasmaprote igf cellymfotroop -
313967005;Plasma methemalbumin measurement;Plasma methemalbumin meting;Plasma methemalbumin meting;plasmaprote methemalbumin -
314039006;Plasma lipid measurement;Plasma lipide - meting;Plasma lipide - meting;plasma , lipo ï ne
314064009;Giving encouragement to participate;Het geven van aanmoediging om deel te nemen;Het geven van aanmoediging om deel te nemen;giving encouragement - participate
314597002;Thoracoscopic splanchnicectomy;thoracoscopic splanchnicectomy;thoracoscopic splanchnicectomy;thoracoscopische splanchnicectomy
315173008;Plasma teicoplanin level;Plasma teicoplanine niveau;Plasma teicoplanine niveau;plasmaprote teicoplanin antistof
315203001;Trypanosomal antibody level;Trypanosomiasis antilichaam niveau;Trypanosomiasis antilichaam niveau;trypanosomal antistof
341939001;Extracorporeal hemofiltration;extracorporele hemofiltratie;extracorporele hemofiltratie;extracorpori hemofiltratie
347747004;Corneoconjunctivoplasty;Corneoconjunctivoplasty;Corneoconjunctivoplasty;corneoconjunctivoplasty
358364006;Petrous apicotomy;petrous apicotomy;petrous apicotomy;petreuze apicotomy
359607004;Ileopexy;Ileopexy;Ileopexy;ileopexy
359779009;Antistreptococcal hyaluronidase titer;Antistreptococcal hyaluronidase titer;Antistreptococcal hyaluronidase titer;antistreptococcal hyaluronidase titer
359819009;Antibiotic sensitivity, fungus;Gevoeligheid voor antibiotica , schimmel;Gevoeligheid voor antibiotica , schimmel;, mycotisch
359855001;3-Methoxy-4-hydroxymandelic acid measurement;3 - Methoxy - 4 - hydroxyamandelzuur meting;3 - Methoxy - 4 - hydroxyamandelzuur meting;#NAAM?
359940006;Partial breech extraction;Gedeeltelijke stuitligging extractie;Gedeeltelijke stuitligging extractie;parti stuitextractie
359943008;Partial breech delivery;Gedeeltelijke stuitbevalling;Gedeeltelijke stuitbevalling;parti stuitligging
359951006;Cycloelectrolysis;Cycloelectrolysis;Cycloelectrolysis;cycloelectrolysis
360355003;Aminophyline measurement;Aminofylline meting;Aminofylline meting;aminophyline -
361231003;Prescribed dietary intake;Voorgeschreven inname via de voeding;Voorgeschreven inname via de voeding;prescribed voedingsinname
361233000;Barrier nursing;Barrier verpleging;Barrier verpleging;barri è re nursing
363210006;Musculoskeletal system education;Bewegingsapparaat onderwijs;Bewegingsapparaat onderwijs;botspierstelsel ntenvoorlichting
367476005;Colpoepisiorrhaphy;Colpoepisiorrhaphy;Colpoepisiorrhaphy;colpo - episiorafie
370770001;Acting as individual patient advocate;Optreden als individuele pati ë nt pleitbezorger;Optreden als individuele pati ë nt pleitbezorger;pati ë ntenrecht
370806004;Evaluates response to instructions;Evalueert reactie op instructies;Evalueert reactie op instructies;evaluates respons op instructions
370855008;Securing patient's records, belongings, and valuables;Het beveiligen van de pati ë nt verslagen , bezittingen en kostbaarheden;Het beveiligen van de pati ë nt verslagen , bezittingen en kostbaarheden;securing pati ë nt records , belongings en valuables
370862004;Verifying presence of prosthetics;Het verifi ë ren van de aanwezigheid van protheses;Het verifi ë ren van de aanwezigheid van protheses;verifying gewrichtsimplantaat prosthetics
371070000;Empirical antibiotic therapy;Empirische behandeling met antibiotica;Empirische behandeling met antibiotica;empirical antibioticatherapie
372034000;Implementation of hemostasis techniques;Implementatie van hemostase technieken;Implementatie van hemostase technieken;implementation coagulatieaandoening techniques
372038002;Advocacy (regime/therapy)(procedure);Advocacy ( regime / therapie ) ( procedure );Advocacy ( regime / therapie ) ( procedure );ë ntenrecht ,
372039005;Patient identification;pati ë ntidentificatie;pati ë ntidentificatie;pati identification
372919008;Patient education based on identified need;Pati ë nt onderwijs op basis van ge ï dentificeerde behoefte;Pati ë nt onderwijs op basis van ge ï dentificeerde behoefte;pati ë ntenvoorlichting gebaseerde van ge ï dentificeerd need
373784005;Dispensing medication;Verstrekking van medicijnen;Verstrekking van medicijnen;dispensing medicatie
384715000;Nucleic acid hybridization procedure;Nucle ï nezuur hybridisatieprocedure;Nucle ï nezuur hybridisatieprocedure;nucle ï nezuurhybridisatie
384732001;Steroid radiobioassay;stero ï de radiobioassay;stero ï de radiobioassay;lipoid radiobioassay
384734000;Radiobioassay;Radiobioassay;Radiobioassay;radiobioassay
385441004;Rodding of conjunctiva;Rodding van het bindvlies;Rodding van het bindvlies;rodding conjunctiva
385710001;Enema adminstration education;Klysma adminstration onderwijs;Klysma adminstration onderwijs;klysma adminstration ntenvoorlichting
385740004;Funeral arrangements education;Uitvaartverzorging onderwijs;Uitvaartverzorging onderwijs;funeral arrangements ntenvoorlichting
385764003;Hospice care education;Hospice zorg onderwijs;Hospice zorg onderwijs;hospicezorg ntenvoorlichting
385817007;Patient feeding technique education;Pati ë nt voeden techniek onderwijs;Pati ë nt voeden techniek onderwijs;pati voedings - ntenvoorlichting
385820004;Infection control education;Infectie controle onderwijs;Infectie controle onderwijs;infectiebeheersing ntenvoorlichting
385852004;Chest physiotherapy education;Borst fysiotherapie onderwijs;Borst fysiotherapie onderwijs;borstkasfysiotherapie ntenvoorlichting
385855002;Inhalation therapy education;Inademing therapie onderwijs;Inademing therapie onderwijs;inhalatietherapie ntenvoorlichting
385979001;Cardiac rehabilitation education;Hartrevalidatie onderwijs;Hartrevalidatie onderwijs;hartrehabilitatietherapie ntenvoorlichting
385981004;Safety education;veiligheid onderwijs;veiligheid onderwijs;safety ntenvoorlichting
385982006;Bronchial hygiene;bronchiale hygi ë ne;bronchiale hygi ë ne;bronchiale hygi ë ne
386089008;Collection of coughed sputum;Het verzamelen van opgehoest sputum;Het verzamelen van opgehoest sputum;aanprikken ventriculo coughed sputum
386226007;Calming;kalmerende;kalmerende;calming
386252001;Culture brokerage;Culture brokerage;Culture brokerage;kweek brokerage
386254000;Delegation;Delegatie;Delegeren;delegation
386292004;Exercise promotion: stretching;Oefening promotie : het uitrekken;Oefening promotie : het uitrekken;inspanningsge promotie : stretching
386332000;Incident reporting;Incidentmelding;Melding van incidenten;incident reporting
386336002;Insurance authorization;verzekering vergunning;verzekering vergunning;verzekering authorization
386365008;Meditation facilitation;meditatie faciliteren;meditatie faciliteren;meditation facilitation
386371002;Normalization promotion;normalisatie promotie;normalisatie promotie;normalization promotie
386383000;Parenting promotion;ouderschap promotie;ouderschap promotie;parenting promotie
386386008;Patient rights protection;bescherming van rechten van de pati ë nt;bescherming van rechten van de pati ë nt;pati rights protection
386391009;Preceptoring: employee;Preceptoring : werknemer;Preceptoring : werknemer;preceptoring : employee
386396004;Preparatory sensory information;Voorbereidende sensorische informatie;Voorbereidende sensorische informatie;preparatory sensorieel information
386410008;Resiliency promotion;veerkracht promotie;veerkracht promotie;resiliency promotie
386416002;Role enhancement;rol enhancement;rol enhancement;role enhancement
386417006;Security enhancement;verbetering van de beveiliging;verbetering van de beveiliging;security enhancement
386442002;Socialization enhancement;socialisatie enhancement;socialisatie enhancement;socialization enhancement
386463000;Prescribed activity/exercise education;Voorgeschreven activiteit / oefening onderwijs;Voorgeschreven activiteit / oefening onderwijs;prescribed activiteit , bewegings ntenvoorlichting
386470000;Toddler safety education;veiligheid peuter onderwijs;veiligheid peuter onderwijs;toddler safety ntenvoorlichting
386494000;Visitation facilitation;visitatie faciliteren;visitatie faciliteren;visitation facilitation
386516004;Anticipatory guidance;anticiperende begeleiding;anticiperende begeleiding;anticipatory begeleiding
386625001;Nonobstetric trachelotomy;Nonobstetric trachelotomy;Nonobstetric trachelotomy;nonobstetric trachelotomy
387641007;Thoracectomy;Thoracectomy;Thoracectomy;thoracectomy
387669004;Bevan orchidopexy;Bevan orchidopexie;Bevan orchidopexie;bevan orchidopexie
387671004;Ombredanne orchidopexy;Ombredanne orchidopexie;Ombredanne orchidopexie;ombredanne orchidopexie
387701008;Reimplantation of ureter;Re ï mplantatie van urineleider;Re ï mplantatie van urineleider;ureterre ï mplantatie
388990007;Synovectomy;synovectomy;synovectomie;synovi ë ctomie
390955003;Plasma albumin level;Plasma - albumine niveau;Plasma - albumine niveau;plasmaprote albumine
390961000;Plasma alanine aminotransferase level;Plasma alanineaminotransferase niveau;Plasma alanineaminotransferase niveau;plasmaprote alanine aminotransferase antistof
390964008;Plasma potassium level;Plasma kaliumgehalte;Plasma kaliumgehalte;plasmaprote kalium
390994002;Plasma aldosterone level;Plasma aldosteron niveau;Plasma aldosteron niveau;plasmaprote aldosteron
390998004;Plasma gastrin level;Plasma gastrine niveau;Plasma gastrine niveau;plasmaprote gastrine
391001005;Plasma arsenic level;Plasma arsenicum niveau;Plasma arsenicum niveau;plasmaprote arsenicum
391110004;Salbutamol reversibility;salbutamol omkeerbaarheid;salbutamol omkeerbaarheid;salbutamol reversibility
391112007;Ipratropium reversibility;Ipratropium omkeerbaarheid;Ipratropium omkeerbaarheid;ipratropium reversibility
391114008;Combined reversibility;gecombineerde omkeerbaarheid;gecombineerde omkeerbaarheid;heterotopische reversibility
391169006;Plasma perhexiline level;Plasma perhexiline niveau;Plasma perhexiline niveau;plasmaprote perhexiline antistof
391308009;CSF cytospin;CSF cytospin;CSF cytospin;cerebrospinaal cytospin
391326007;Plasma calcitonin level;Plasma calcitonine niveau;Plasma calcitonine niveau;plasmaprote calcitonine
391330005;Faecal clinitest;fecale Clinitest;fecale Clinitest;fecale clinitest
391339006;Plasma neurotensin level;Plasma neurotensin niveau;Plasma neurotensin niveau;plasmaprote neurotensin antistof
391375008;Roche number;Roche nummer;Roche nummer;roche aantal
391405006;Plasma somatostatin level;Plasma somatostatine niveau;Plasma somatostatine niveau;plasmaprote somatostatin antistof
391407003;Blood erythrocyte PBG deaminase level;Blood erytrocyten PBG deaminase niveau;Blood erytrocyten PBG deaminase niveau;erytocytenhoeveelheid / pbg defici antistof
391421001;Plasma dothiepin level;Plasma Dothiepin niveau;Plasma Dothiepin niveau;plasmaprote dothiepin antistof
391424009;Plasma desmethyldothiepin level;Plasma desmethyldothiepin niveau;Plasma desmethyldothiepin niveau;plasmaprote desmethyldothiepin antistof
391507000;Plasma clomipramine level;Plasma clomipramine niveau;Plasma clomipramine niveau;plasmaprote clomipramine antistof
391530006;Plasma cystine level;Plasma cystine niveau;Plasma cystine niveau;plasmaprote cystine antistof
391554001;Plasma parathyroid hormone level;Plasma bijschildklierhormoon niveau;Plasma bijschildklierhormoon niveau;plasmaprote parathyro ï dhormoon
391563004;Plasma cystathione level;Plasma cystathione niveau;Plasma cystathione niveau;plasmaprote cystathione antistof
391565006;Plasma arginosuccinate level;Plasma arginosuccinate niveau;Plasma arginosuccinate niveau;plasmaprote argininosuccinaat antistof
391574008;Plasma clonazepam level;Plasma clonazepam niveau;Plasma clonazepam niveau;plasmaprote clonazepam antistof
391581001;Serum dibucaine number;Serum dibuca ï ne nummer;Serum dibuca ï ne nummer;serum dibuca ï ne aantal
391996005;Salpingosalpingostomy;Salpingosalpingostomy;Salpingosalpingostomy;salpingo - sapingostomie
392031002;Endarterectomy;endarterectomy;endarterectomy;endarteri ë ctomie
394928002;Yo antibody level;Yo antilichaam niveau;Yo antilichaam niveau;yo antistof
394937002;Hormone replacement therapy education;Hormoonvervangende therapie onderwijs;hormonale vervangingstherapie;hrt ntenvoorlichting
394949001;Kaolin clotting time;Kaolien stollingstijd;Kaolien bloedstolling tijd;cefaline stollingstijd
394958008;Plasma cyclosporin level;Plasma cyclosporine niveau;Plasma cyclosporin niveau;plasmaprote cyclosporin antistof
394978000;Ribosomal autoantibody level;Ribosomaal autoantilichaam niveau;ribosomaal;ribosomal antistof
395053006;Continence education;continentie onderwijs;Continence education;continentie ntenvoorlichting
395101001;Ongoing review;Lopende beoordeling;Ongoing review;ongoing herziening
395120004;Plasma renin recumbent level;Plasmarenineactiviteit ligfiets niveau;Plasma renine ligfiets niveau;plasmaprote renine recumbent antistof
395129003;Amino acid chromatography;Aminozuur chromatografie;Aminozuur chromatografie;aminozuur chromatography
395162006;Derived fibrinogen level;Afgeleide fibrinogeen niveau;Afgeleide fibrinogeen niveau;derived fibrinogeen
395223007;Plasma aldosterone recumbent level;Plasma - aldosteron ligfiets niveau;Plasma - aldosteron ligfiets niveau;plasmaprote aldosteron recumbent antistof
396071005;Patient education regarding Patient Bill of Rights;Pati ë nt onderwijs met betrekking tot Bill of Rights pati ë nt;Pati ë nteneducatie betreffende pati ë nt Bill of Rights;pati ë ntenvoorlichting regarding pati snavel van rights
396075001;Medication monitoring education;Medicatiebewaking onderwijs;Medicatiebewaking onderwijs;geneesmiddelencontrole ntenvoorlichting
397279008;Binocular balancing;verrekijker balancing;Verrekijker balancing;binocle balancing
397557004;Corneal esthesiometry;cornea esthesiometry;Hoornvlies esthesiometry;cornea esthesiometry
397899008;Weaning from mechanically assisted ventilation commenced;Ontwennen van mechanische beademing begonnen;Spenen van mechanisch bijgestaan ventilatie begonnen;beademingsweaning commenced
397962009;Processed electronencephalography;verwerkte electronencephalography;Verwerkte electronencephalography;verwerkt electronencephalography
397969000;Rubber band torniquet positioned on patient;Rubberen band tourniquet gepositioneerd op de pati ë nt;Rubber band torniquet geplaatst op pati ë nt;barron torniquet positioned van pati ë nt
397998001;Weaning from mechanically assisted ventilation continued;Ontwennen van mechanische beademing voortgezet;Spenen van mechanisch bijgestaan ventilatie bleef;beademingsweaning continued
398062009;Plasma creatine kinase measurement;Plasma creatine kinase meting;Plasma creatine kinase meting;plasmaprote cpk
398142004;Emergency cricothryotomy;Emergency cricothryotomy;Emergency cricothryotomy;spoed cricothryotomy
398207008;Plan and risks education;Plan en risico ' s onderwijs;Plan en risico ' s onderwijs;plannen en risks ntenvoorlichting
398214005;Patient condition assessed;Conditie van de pati ë nt onderzocht;Toestand van de pati ë nt beoordeeld;pati conditie assessed
398243002;Repair of rectocele;Reparatie van rectok è le;Reparatie van rectocele;rectok è leherstel
398258005;Inflatable tourniquet positioned uninflated on patient;Opblaasbare tourniquet gepositioneerd opgeblazen op de pati ë nt;Opblaasbare tourniquet gepositioneerd uninflated op pati ë nt;opblaasbare tourniquet positioned uninflated van pati ë nt
398260007;Tourniquet positioned on patient;Tourniquet gepositioneerd op de pati ë nt;Tourniquet gepositioneerd op de pati ë nt;tourniquet positioned van pati ë nt
398381009;Neisseria gonorrhoeae nucleic acid assay;Neisseria nucle ï nezuur assay;Neisseria gonorrhoeae nucleic acid test;neisseria gonorrhoeae , nucle ï nezuur -
398408001;Hantavirus nucleic acid assay;Hantavirus nucle ï nezuur assay;Hantavirus nucleic acid test;hantaanvirus nucle ï nezuur -
398545005;Nucleic acid assay;Nucle ï nezuur assay;Nucleic acid test;nucle ï nezuur -
398568001;Cytomegalovirus nucleic acid assay;Cytomegalovirus nucle ï nezuur assay;Cytomegalovirus nucleic acid test;cytomegalievirus , nucle ï nezuur -
399208008;Plain chest X-ray;Plain X - thorax;Gewoon r ö ntgenonderzoek van de borstkas;borstkasr ö ntgenfoto
400928005;Stereotests - Titmus;Stereotests - Titmus;Stereotests - Titmus;stereotests - titmus
401028003;Plasma morphine metabolite level;Plasma morfine metaboliet niveau;Plasma morfine metaboliet niveau;plasmaprote morfine metabolite antistof
401029006;Plasma nitrazepam level;Plasma Nitrazepam niveau;Plasma nitrazepam niveau;plasmaprote nitrazepam antistof
401038008;Plasma temazepam level;Plasma temazepam niveau;Plasma temazepam niveau;plasmaprote temazepam antistof
401128000;Plasma flunitrazepam level;Plasma flunitrazepam niveau;Plasma flunitrazepam niveau;plasmaprote flunitrazepam antistof
401131004;Plasma oxazepam level;Plasma oxazepam niveau;Plasma oxazepam niveau;plasmaprote oxazepam antistof
401143003;Plasma bicarbonate measurement;Plasma bicarbonaat meting;Plasma bicarbonaat meting;plasmaprote bicarbonaat
401144009;Plasma chloride measurement;Plasma chloride meting;Plasma chloride meting;plasmaprote chloride
401146006;Plasma dehydroepiandrosterone sulphate level;Plasma dehydroepiandrosteronsulfaat niveau;Plasma Dehydroepiandrosteron sulfaat niveau;plasmaprote dehydroepiandrosterone sulfaat antistof
401147002;Plasma testosterone measurement;Plasma testosteron meting;Plasma testosteron meting;plasmaprote testosteron
401148007;Plasma digoxin measurement;Plasma digoxine meting;Plasma digoxine meting;plasmaprote digoxinespiegel
401149004;Plasma paracetamol measurement;Plasma paracetamol meting;Plasma paracetamol meting;plasmaprote acetaminofen
401152007;Plasma ferritin measurement;Plasma ferritine meting;Plasma Ferritine meting;plasmaprote ferritine
401154008;Plasma parathyroid hormone related peptide measurement;Plasma parathyro ï de hormoon gerelateerd peptide meting;Plasma bijschildklier hormoon gerelateerde peptide meting;plasmaprote parathyro gerelateerd peptide
405658004;Hemodilution techniques;hemodilutie technieken;Hemodilution technieken;hemodilutie techniques
405932002;Compartmentectomy;Compartmentectomy;Compartmentectomy;compartmentectomy
406145006;Layette education;babyuitzet onderwijs;Layette onderwijs;layette ntenvoorlichting
406163006;Bioterrorism preparedness;bioterrorisme paraatheid;Bioterrorisme paraatheid;bioterrorism preparedness
406166003;Legal testimony;juridische verklaring;Juridische getuigenis;wettelijk testimony
406860006;Fluorescein sodium stain method;Natriumfluoresce ï ne methode vlek;Fluoresce ï ne natrium vlek methode;natriumfluoresce ï ne kleuring
407574002;Informing partner;Informeren van partner;Informeren van de partner;informing partner
407686006;Plasma aspartic acid level;Plasma asparaginezuur niveau;Plasma asparaginezuur niveau;plasmaprote aspartic - antistof
408188008;Plasma oxalate level;Plasma oxalaat niveau;Plasma oxalaat niveau;plasmaprote oxalaat
408224000;Plasma buprenorphine level;Plasma buprenorfine niveau;Plasma buprenorfine niveau;plasmaprote buprenorphine antistof
408286000;Refer to footcare protection programme;Raadpleeg voetverzorging programma voor de bescherming;Verwijzen naar footcare beschermingsprogramma;van footcare protection programme
408490001;Antipsychotic drug therapy;Antipsychotische medicamenteuze therapie;Antipsychoticum medicamenteuze therapie;antipsychotic geneesmiddelentherapie
408593002;Plasma plasminogen antigen level;Plasma plasminogeen antigen niveau;Plasma plasminogen antigeen niveau;plasmaprote plasminogen antigeen
408740001;Radiography of hip;Radiografie van hip;Radiografie van heup;heupr ö ntgenfoto
408762001;Photoscreening;Photoscreening;Photoscreening;photoscreening
408840008;Extra-amniotic termination of pregnancy;Extra - vruchtwater zwangerschapsafbreking;Extra - vruchtwater be ë indiging van de zwangerschap;extra - amniotische zwangerschapsbe ë indiging
409092009;Plasma inhibin measurement;Plasma inhibine meting;Plasma inhibine meting;plasmaprote inhibin -
409516001;Post-exposure prophylaxis;Post - exposure profylaxe;Post Expositie Profylaxe;#NAAM?
409634008;Post-vaccination precautions;Post - vaccinatie voorzorgsmaatregelen;Na vaccinatie voorzorgsmaatregelen;#NAAM?
409635009;Post-vaccination precautions for smallpox;Post - vaccinatie voorzorgsmaatregelen voor pokken;Na vaccinatie voorzorgsmaatregelen voor pokken;#NAAM?
410076000;Patient transfer education;Pati ë nt overdracht onderwijs;Pati ë nt overdracht onderwijs;pati ë ntentransport ntenvoorlichting
410077009;Patient transfer management;Pati ë nt overdracht beheer;Pati ë nt overdracht beheer;pati ë ntentransport behandeling
410082002;Rehabilitation therapy education;Revalidatie therapie onderwijs;Revalidatie therapie onderwijs;rehabilitatietherapie ntenvoorlichting
410085000;Range of motion education;Bereik van de beweging onderwijs;Waaier van motie onderwijs;bewegingsbereik ntenvoorlichting
410094006;Ostomy irrigation education;Ostomy irrigatie onderwijs;Ostomy irrigatie onderwijs;ostomy spoelen ntenvoorlichting
410100009;Reality orientation education;Reality ori ë ntatie onderwijs;Werkelijkheid ori ë ntatie onderwijs;reality ori ntenvoorlichting
410132009;Nursing conference education;Nursing - conferentie onderwijs;Verpleegkunde conferentie onderwijs;nursing conference ntenvoorlichting
410144007;Medical regimen orders education;Medisch regime orders onderwijs;Medische regime bestellingen onderwijs;biomedische regimen orders ntenvoorlichting
410200000;Weight control education;Gewichtsbeheersing onderwijs;Gewicht controle onderwijs;gewichtscontrole ntenvoorlichting
410203003;Oxygen therapy education;Zuurstoftherapie onderwijs;Zuurstof therapie onderwijs;zuurstofinhalatietherapie ntenvoorlichting
410206006;Respiratory care education;Respiratoire zorg onderwijs;Respiratoire zorg onderwijs;ademhalingstherapie ntenvoorlichting
410239009;Pain control education;controle pijn onderwijs;Pijn controle onderwijs;pijnbestrijding ntenvoorlichting
410538000;Scheduling;scheduling;Planning;scheduling
410552003;Guardian interview;Guardian - interview;Guardian interview;guardian interview
412807000;Serum inhibin measuement;Serum inhibine measuement;Serum inhibine measuement;serum inhibin measuement
412910008;Plasma catecholamine measurement;Plasma catecholamine meting;Plasma catecholamine meting;plasmaprote catecholaminen
412912000;Plasma amino acid chromatography;Plasma aminozuur chromatografie;Plasma aminozuur chromatografie;plasmaprote aminozuren chromatography
412925008;Serum vitamin D2 measurement;Serum vitamine D2 meting;Serum vitamine D2 meting;serum - defici ë ne
412932004;Monomeric prolactin measurement;Monomeer prolactine meting;Monomeer prolactine meting;monomeric prolactine
412935002;Cerebrospinal fluid alpha-fetoprotein measurement;Cerebrospinale vloeistof alpha - foetoprote ï ne meting;Meting van de alpha - fetoprotein van de cerebrospinale vloeistof;csv - foetoprote ï ne ne
412948003;Plasma sarcosine measurement;Plasma sarcosine meting;Plasma sarcosine meting;plasmaprote sarcosine -
412950006;Plasma homocitrulline measurement;Plasma homocitrulline meting;Plasma homocitrulline meting;plasmaprote homocitrulline -
