SNOMED conceptID;SNOMED term
398381009;Neisseria gonorrhoeae nucleic acid assay	
398405003;Meningococcal nucleic acid assay	
398408001;Hantavirus nucleic acid assay	
398443000;Herpes simplex nucleic acid assay	
398452009;Chlamydia trachomatis nucleic acid assay	
398454005;Toxoplasma nucleic acid assay	
398463007;Hepatitis C recombinant immunoblot assay	
398468003;Hepatitis B nucleic acid assay	
398479008;Aspergillus nucleic acid assay	
398489007;Legionella antigen assay	
398501005;Herpes simplex antigen, EIA	
398501005;Herpes simplex antigen, enzyme immunoassay	
398503008;Varicella zoster nucleic acid assay	
398503008;Varicella-zoster nucleic acid assay	
398504002;Cytomegalovirus early antigen assay	
398505001;Enterovirus DNA assay	
398505001;Enterovirus deoxyribonucleic acid assay	
398507009;Malachite green staining method	
398507009;Malachite green stain method	
398513000;Hepatitis C nucleic acid assay	
398518009;Measles antigen assay	
398545005;Nucleic acid assay	
398560008;Dengue nucleic acid assay	
398568001;Cytomegalovirus nucleic acid assay	
398579006;HIV 1 nucleic acid assay	
398579006;Human immunodeficiency virus-1 (HIV 1) nucleic acid assay	
398579006;Human immunodeficiency virus-1 nucleic acid assay	
398585004;Parvovirus B19 nucleic acid assay	
398614002;HTLV 2 nucleic acid assay	
398614002;Human T-cell lymphotropic virus (HTLV) 2 nucleic acid assay	
398614002;Human T-cell lymphotropic virus 2 nucleic acid assay	
398617009;Candida antigen assay	
398636004;Physical activity assessment	
398736007;Electro-oculogram examination	
398740003;Colostomy	
398750002;Grid photocoagulation	
398752005;Referral to weight maintenance regimen service	
398765001;Therapeutic barium enema for reduction of intussusception	
398772000;Hypoglycemia education	
398773005;Diabetes self-monitoring health education	
398780007;Contraception education	
398801000;Exteriorization of colon	
398852003;Referral to community retinal screening service	
398855001;Referral for eye ultrasound	
398874009;Focal photocoagulation	
398887003;Renal replacement	
398891008;Slit lamp biomicroscopy	
398952004;Sectoral photocoagulation	
398984006;Electro-oculography with medical evaluation	
399010004;Manipulation of the cervical spine - non-surgical	
399014008;Vaccination for diphtheria, pertussis, and tetanus	
399019003;Nuclear medicine diagnostic procedure	
399032008;Salpingohysterostomy	
399042005;Chemotherapy cycle	
399052009;Aortic balloon pump operation	
399055006;Spot compression of breast	
399078000;Physiatric manipulation of nuchal region	
399085001;Partial excision of turbinate	
399097000;Administration of anesthesia	
399117003;Polymerase chain reaction test for Hepatitis C	
399124002;Unsealed radionuclide procedure	
399128004;X-ray crystallography	
399141000;Male sterilization	
399143002;Polymerase chain reaction test for Neisseria gonorrhea	
399143002;Polymerase chain reaction test for Neisseria gonorrhoeae	
399150003;Polymerase chain reaction test for SARS	
399150003;Polymerase chain reaction test for severe acute respiratory syndrome	
399158005;Repair of fallopian tube by reimplantation into uterus	
399175004;Intra-aortic balloon catheter operation	
399177007;Polymerase chain reaction test for meningococcus	
399180008;Interstitial radioactive colloid therapy	
399191001;Polymerase chain reaction test for Herpes simplex	
399193003;Polymerase chain reaction for Chlamydia trachomatis	
399197002;Lateral rolling of breast	
399202009;Transmetatarsal amputation	
399203004;Neuromuscular diagnostic procedure	
399208008;Plain chest X-ray	
399209000;Displacement of breast implant	
399210005;Neurological investigation	
399217008;Cardioassist by aortic balloon pump	
399224009;Partial excision of inferior turbinate	
399226006;Medial rolling of beast	
399226006;Medial rolling of breast	
399248000;Procedure related to anesthesia and sedation	
399256002;Polymerase chain reaction test for HIV 1	
399256002;Polymerase chain reaction test for human immunodeficiency virus type 1	
399295001;Positioning for breast imaging	
399298004;Polymerase chain reaction test for Toxoplasma	
399302007;Polymerase chain reaction test for Dengue virus	
399315003;Radionuclide therapy	
399331006;Computed tomography without contrast	
399334003;Manipulation of the cervical spine	
399414003;Multidisciplinary care conference for cancer care planning	
399472007;Resection of extrahepatic bile duct	
399684003;Development of care plan	
399710006;Stereotactically guided core needle biopsy	
399733007;Excision of retroperitoneal lymph node	
399750009;Excision of thymus	
399755004;Penicillium spp specific IgG antibody measurement	
399755004;Penicillium spp specific immunoglobulin G antibody measurement	
399758002;Beta-lactoglobulin specific IgA antibody measurement	
399758002;Beta-lactoglobulin specific immunoglobulin A antibody measurement	
399762008;Apis mellifera venom specific IgG antibody measurement	
399762008;Apis mellifera venom specific immunoglobulin G antibody measurement	
399764009;Cladosporium herbarum specific IgG antibody measurement	
399764009;Cladosporium herbarum specific immunoglobulin G antibody measurement	
399767002;Vespula spp. venom specific IgG antibody measurement	
399767002;Vespula spp. venom specific immunoglobulin G antibody measurement	
399768007;Aspergillus fumigatus specific IgG antibody measurement	
399768007;Aspergillus fumigatus specific immunoglobulin G antibody measurement	
399772006;Grass pollen specific IgG antibody measurement	
399772006;Grass pollen specific immunoglobulin G antibody measurement	
399775008;Allergen specific IgE antibody measurement, IP type	
399775008;Allergen specific immunoglobulin E antibody measurement, immunoperoxidase type	
399777000;Mite specific IgG antibody measurement	
399777000;Mite specific immunoglobulin G antibody measurement	
399782007;Venom specific IgG antibody measurement	
399782007;Venom specific immunoglobulin G antibody measurement	
399784008;Candida albicans specific IgG antibody measurement	
399784008;Candida albicans specific immunoglobulin G antibody measurement	
399788006;Allergen specific IgE antibody measurement, MAST type	
399788006;Allergen specific immunoglobulin E antibody measurement, mast cell type	
399790007;Tree pollen specific IgG antibody measurement	
399790007;Tree pollen specific immunoglobulin G antibody measurement	
399795002;Mold specific IgG antibody measurement	
399795002;Mold specific immunoglobulin G antibody measurement	
399800007;Thermoactinomyces vulgaris specific IgG antibody measurement	
399800007;Thermoactinomyces vulgaris specific immunoglobulin G antibody measurement	
399803009;Gliadin specific IgA antibody measurement	
399803009;Gliadin specific immunoglobulin A antibody measurement	
399804003;Triticum aestivum specific IgG antibody measurement	
399804003;Triticum aestivum specific immunoglobulin G antibody measurement	
399805002;Gliadin specific IgG antibody measurement	
399805002;Gliadin specific immunoglobulin G antibody measurement	
399809008;Egg white specific IgG antibody measurement	
399809008;Egg white specific immunoglobulin G antibody measurement	
399810003;Stachybotrys atra specific IgG antibody measurement	
399810003;Stachybotrys atra specific immunoglobulin G antibody measurement	
399814007;Alpha-lactalbumin specific IgA antibody measurement	
399814007;Alpha-lactalbumin specific immunoglobulin A antibody measurement	
399815008;Oryza sativa specific IgG antibody measurement	
399815008;Oryza sativa specific immunoglobulin G antibody measurement	
399816009;Alpha-lactalbumin specific IgG antibody measurement	
399816009;Alpha-lactalbumin specific immunoglobulin G antibody measurement	
399818005;Dermatophagoides farinae specific IgG antibody measurement	
399818005;Dermatophagoides farinae specific immunoglobulin G antibody measurement	
399820008;Casein specific IgA antibody measurement	
399820008;Casein specific immunoglobulin A antibody measurement	
399822000;Food specific IgG antibody measurement	
399822000;Food specific immunoglobulin G antibody measurement	
399823005;Dermatophagoides pteronyssinus specific IgG antibody measurement	
399823005;Dermatophagoides pteronyssinus specific immunoglobulin G antibody measurement	
399825003;Betula verrucosa specific IgG antibody measurement	
399825003;Betula verrucosa specific immunoglobulin G antibody measurement	
399827006;Casein specific IgG antibody measurement	
399827006;Casein specific immunoglobulin G antibody measurement	
399831000;Beta-lactoglobulin specific IgG antibody measurement	
399831000;Beta-lactoglobulin specific immunoglobulin G antibody measurement	
399837001;Food specific IgA antibody measurement	
399837001;Food specific immunoglobulin A antibody measurement	
399838006;Phleum pratense specific IgG antibody measurement	
399838006;Phleum pratense specific immunoglobulin G antibody measurement	
399843004;Aspergillus versicolor specific IgG antibody measurement	
399843004;Aspergillus versicolor specific immunoglobulin G antibody measurement	
399844005;Allergen specific IgE antibody measurement, FAST type	
399844005;Allergen specific immunoglobulin E antibody measurement, fluoro-allergo sorbent test type	
399848008;Alternaria alternata specific IgG antibody measurement	
399848008;Alternaria alternata specific immunoglobulin G antibody measurement	
399852008;Cladosporium cladosporiodes specific IgG antibody measurement	
399852008;Cladosporium cladosporiodes specific immunoglobulin G antibody measurement	
399867007;Laser photocoagulation to retina	
400053006;Amputation of limb	
400136002;Amputation of upper limb	
400908006;CSM visual acuity assessment	
400908006;Central, steady, maintained (CSM) visual acuity assessment	
400908006;Central, steady, maintained visual acuity assessment	
400909003;Allen picture test	
400910008;HOTV test	
400911007;E test	
400917006;Cover test	
400918001;Cover uncover test	
400919009;Alternate cover test	
400920003;Prism and cover test	
400921004;Corneal light reflex test	
400922006;Bruckner test	
400923001;Dissimilar image test	
400924007;Red filter test	
400925008;Dissimilar target test	
400926009;Accomodative convergence/accomodation ratio measurement	
400926009;Accomodative convergence/accommodation ratio measurement	
400926009;Measurement of ratio of accommodative convergence to accommodation	
400928005;Stereotests - Titmus	
400929002;Forced duction test	
400930007;Active force generation test	
400931006;Saccadic velocity test	
400932004;Binocular perimetry	
400933009;Three step test for cyclovertical muscle palsies	
400934003;Bielschowsky head tilt test	
400950006;Chemodenervation of orbicularis oculi	
400972008;Renewal of intravenous cardiac pacemaker system	
400973003;Referral to eating disorders clinic	
400979004;Homeopathic consultation	
400980001;Clinical examination education	
400984005;Congenital hypothyroidism screening test	
400988008;High anterior resection of rectum	
400992001;Refer to community physiotherapist	
400993006;Gonococcal cervical swab	
400994000;Gonococcal swab	
401002001;Gonococcal urethral swab	
401020005;Urinary cortisol analysis	
401022002;HEp-2 nuclear pattern determination	
401023007;HEp-2 centromere determination	
401024001;Serum diazepam level	
401025000;Plasma diazepam level	
401026004;Plasma methaqualone level	
401027008;Serum morphine metabolite level	
401028003;Plasma morphine metabolite level	
401029006;Plasma nitrazepam level	
401030001;Urine flunitrazepam level	
401031002;Serum flunitrazepam level	
401032009;Urine diazepam level	
401033004;Urine methaqualone level	
401034005;Urine morphine metabolite level	
401035006;Cerebrospinal fluid microscopy culture and sensitivities	
401036007;Urine nitrazepam level	
401037003;Urine temazepam level	
401038008;Plasma temazepam level	
401039000;Plasma antithrombin III activity measurement	
401039000;Measurement of antithrombin III activity in plasma	
401040003;Haemoglobin C level	
401040003;Measurement of hemoglobin C	
401042006;Urine oxazepam level	
401043001;Serum oxazepam level	
401048005;Hypertension six month review	
401061005;Mental health review	
401062003;Epilepsy medication review	
401063008;Hepatitis D nucleic acid detection	
401069007;Blood glucose control education	
401074004;Total B lymphocyte count	
401075003;Urine microscopy for yeasts	
401076002;Functional antibody studies	
401078001;ANCA pattern determination	
401078001;Antineutrophil cytoplasmic antibodies (ANCA) pattern determination	
401078001;Antineutrophil cytoplasmic antibodies pattern determination	
401083009;Psychological well-being education	
401085002;Hemochromatosis gene screening test	
401090004;Cold agglutinins level : adult cells	
401091000;Cold agglutinins level : foetal cells	
401093002;Haemophilus influenzae B IgG measurement	
401093002;Haemophilus influenzae B immunoglobulin G measurement	
401094008;Natural killer cell level	
401095009;Urine protein/creatinine index	
401096005;Sample analysis	
401097001;Sample microscopy for crystals	
401098006;Sample microscopy for epithelial cells	
401099003;Sample microscopy for red cells	
401100006;Sample microscopy for leucocytes	
401100006;Sample microscopy for leukocytes	
401101005;Serum vitamin level	
401101005;Serum vitamin measurement	
401102003;Blood spot TSH level	
401102003;Blood spot thyroid stimulating hormone level	
401104002;Anti-neutrophil cytoplasmic antibody screen	
401105001;Serum total T3 level	
401106000;Semen examination for unclassified cells	
401107009;Excision of cyst of male hydatid of Morgagni	
401114006;Angioplasty of femoral artery	
401118009;Hypertension annual review	
401124003;Plasma insulin C-peptide level	
401125002;HEp-2 cytoplasmic pattern determination	
401126001;Serum methaqualone level	
401127005;Serum nitrazepam level	
401128000;Plasma flunitrazepam level	
401129008;von Willebrand screening test	
401130003;Serum temazepam level	
401131004;Plasma oxazepam level	
401132006;Pancreolauryl T/K ratio	
401133001;Lymphocyte subset measurement	
401134007;ANCA profile determination	
401134007;Antineutrophil cytoplasmic antibodies (ANCA) profile determination	
401134007;Antineutrophil cytoplasmic antibodies profile determination	
401135008;Asthma education	
401136009;Servicing equipment	
401137000;Maintaining equipment	
401140000;Child 2 year examination	
401142008;Plasma electrolyte measurement	
401143003;Plasma bicarbonate measurement	
401144009;Plasma chloride measurement	
401145005;Plasma inorganic phosphate measurement	
401146006;Plasma dehydroepiandrosterone sulphate level	
401146006;Plasma dehydroepiandrosterone sulfate level	
401147002;Plasma testosterone measurement	
401148007;Plasma digoxin measurement	
401149004;Plasma paracetamol measurement	
401150004;Plasma theophylline level	
401151000;Plasma insulin measurement	
401152007;Plasma ferritin measurement	
401153002;Plasma globulin measurement	
401154008;Plasma parathyroid hormone related peptide measurement	
401155009;Plasma carbamazepine level	
401165003;GP out of hours service administration	
401165003;General practitioner (GP) out of hours service administration	
401165003;General practitioner out of hours service administration	
401186003;Deep vein thrombosis screening	
401196007;Get up and go test	
401209001;Tandem gait test	
401212003;Fecal screening tests	
401215001;Left brachial doppler pressure	
401216000;Right brachial doppler pressure	
401217009;Left dorsalis pedis doppler pressure	
401218004;Right dorsalis pedis doppler pressure	
401219007;Left posterior tibial doppler pressure	
401220001;Right posterior tibial doppler pressure	
401221002;Ankle brachial pressure index - ABPI	
401221002;Ankle brachial pressure index	
401222009;Left dorsalis pedis ABPI	
401222009;Left dorsalis pedis ankle brachial pressure index	
401223004;Right dorsalis pedis ABPI	
401223004;Right dorsalis pedis ankle brachial pressure index	
401224005;Left posterior tibial ABPI	
401224005;Left posterior tibial ankle brachial pressure index	
401225006;Right posterior tibial ABPI	
401225006;Right posterior tibial ankle brachial pressure index	
401226007;Vertebroplasty	
401240008;Drainage of pancreatic pseudocyst	
401241007;Hepatitis E antibody level	
401242000;Hepatitis E IgM level	
401242000;Hepatitis E immunoglobulin M level	
401243005;Hepatitis E IgG level	
401243005;Hepatitis E immunoglobulin G level	
401246002;Urine maltose level	
401255004;Fecal sucrose level	
401256003;Fecal maltose level	
401257007;Fecal galactose level	
401258002;Fecal lactose level	
401259005;Fecal fructose level	
401260000;Serum ketone level	
401261001;24 hour urine electrolytes measurement	
401262008;Treponema pallidum particle agglutination test	
401263003;Anti pertussis toxin IgG level	
401263003;Anti pertussis toxin immunoglobulin G level	
401264009;Phlebovirus IgG level	
401264009;Phlebovirus immunoglobulin G level	
401266006;Referral to drug abuse counsellor	
401266006;Referral to drug abuse counselor	
401267002;Telephone triage encounter	
401271004;E-mail sent to patient	
401274007;Mycobacteria microscopy, culture and sensitivities	
401277000;Completion of mental health crisis plan	
401283002;Enteric microscopy, culture and sensitivities	
401285009;Mycology microscopy, culture and sensitivities	
401287001;Genital microscopy, culture and sensitivities	
401288006;Respiratory microscopy, culture and sensitivities	
401289003;Methicillin resistant staphylococcus aureus screening test	
401294003;Wound microscopy, culture and sensitivities	
401295002;Ear, nose and throat microscopy, culture and sensitivities	
401296001;Percentage reticulated platelet count	
401297005;Hemolysis screening test	
401298000;Adenovirus antibody level	
401300000;Atypical pneumonia screening test	
401304009;Service of nebuliser	
401304009;Service of nebulizer	
401306006;Phakoemulsification of lens and insertion of prosthetic replacement	
401306006;Phacoemulsification of lens and insertion of prosthetic replacement	
401307002;Functional endoscopic sinus surgery - polypectomy of nasal sinus	
401308007;Creation of antegrade continence enema stoma	
401309004;Plasma antithrombin III antigen level	
401310009;APTT 80:20 mix	
401310009;Activated partial thromboplastin time (APTT) 80:20 mix	
401310009;Activated partial thromboplastin time 80:20 mix	
401324008;Urinary microscopy, culture and sensitivities	
401325009;Fluid microscopy, culture and sensitivities	
401326005;Escherichia coli 0157 screening test	
401326005;Escherichia coli O157 screening test	
401327001;RBC malaria parasitemia count	
401327001;Red blood cell malaria parasitemia count	
401328006;Cryoglobulin screening test	
401329003;Anti-beta2 glycoprotein 1 antibody level	
404186002;Polymerase chain reaction for Epstein-Barr virus	
404196006;Extraction of single deciduous tooth	
404197002;Extraction of multiple deciduous teeth	
404198007;Extraction of submerged tooth	
404201002;Ligation of aneurysm of iliac artery	
404202009;Ligation of aneurysm of femoral artery	
404205006;Removal of mesh from wound	
404214001;Iliac-femoral arterial bypass	
404215000;Femoral-distal bypass with posterior tibial artery	
404221001;Multiple gated acquisition scanning	
404222008;Radionuclide blood pool study	
404626004;Anterior capsulorrhexis	
404627008;Posterior capsulorrhexis	
404628003;Intracapsular cataract extraction	
404629006;YAG laser anterior capsulotomy	
404629006;Yttrium-aluminum-garnet (YAG) laser anterior capsulotomy	
404629006;Yttrium-aluminum-garnet laser anterior capsulotomy	
404636007;Argon laser trabeculoplasty	
404637003;Gonioplasty	
404638008;Laser gonioplasty	
404639000;General appraisal of patient weight	
404644007;Brightness acuity testing	
404645008;Glare testing	
404665001;Lens implant power determination following refractive surgery	
404672000;Piggyback lens implantation	
404673005;Primary piggyback lens implantation	
404674004;Secondary piggyback lens implantation	
404682004;Glycopeptide resistant Staphylococcus aureus culture	
404683009;Vancomycin resistant Staphylococcus aureus culture	
404812006;Endoscopic bile duct lithrotripsy	
404812006;Endoscopic bile duct lithotripsy	
404909007;Injection of botulinum toxin	
404913000;Tangential shave of burn injury	
404915007;Vacuum assisted skin closure	
404916008;Sterile maggot wound debridement	
404925002;Single leg standing test	
404932006;Timed up and go mobility test	
404933001;Berg bablance test	
404933001;Berg balance test	
405238006;Excision of lesion of labia	
405239003;Local excision of lesion of vulva	
405245006;Fibular head transposition	
405249000;Amputation of crown of tooth with root retention	
405250000;Retrograde pyelogram	
405251001;Retrograde urography without KUB	
405251001;Retrograde urography without kidney,ureter and bladder	
405255005;Euthanasia	
405262001;Point of care testing	
405263006;Near patient testing	
405264000;Bedside testing	
405265004;Satellite testing	
405268002;Total excision of external auditory canal	
405282002;Adult hearing test	
405283007;Coil embolization of portal-systemic shunt	
405284001;Correction of portal-systemic shunt by complete suture ligation	
405285000;Correction of portal-systemic shunt by partial suture ligation	
405289006;Excision of vascular neoplasm	
405290002;Excision of vascular hematoma	
405291003;Supraclavicular cervical sympathectomy	
405292005;Upper limb sympathectomy	
405293000;Abdominal sympathectomy	
405294006;Visceral sympathectomy	
405295007;Ganglionectomy of celiac nerve plexus	
405296008;Lower limb sympathectomy	
405297004;Femoro-posterior tibial graft for repair of aneurysm using prosthesis	
405298009;Excision of cervical rib by trans-axillary approach	
405299001;Femoro-posterior tibial graft for repair of aneurysm using vein	
405300009;Femoro-posterior tibial graft for repair of aneurysm using in-situ vein	
405301008;Scalenotomy	
405302001;Division of scalenus anterior muscle	
405303006;Division of scalenus anterior muscle by supraclavicular approach	
405304000;Division of scalenus anterior muscle by transaxillary approach	
405305004;Abdominal extra-anatomic arterial bypass	
405306003;Decompression of artery	
405307007;Decompression of subclavian artery	
405308002;Decompression of axillary artery	
405309005;Axillobifemoral bypass graft with prosthesis	
405310000;Ligation of gonadal vein	
405311001;Axillobiprofunda bypass graft	
405312008;Axillobiprofunda bypass using prosthesis	
405313003;Harvesting of long saphenous vein	
405314009;Harvesting of short saphenous vein	
405315005;Thrombectomy of common femoral vein	
405316006;Axilloprofunda bypass using prosthesis	
405317002;Thrombectomy of superficial femoral vein	
405318007;Thrombectomy of profunda femoris vein	
405319004;Repair of common iliac vein	
405320005;Repair of common femoral vein	
405321009;Repair of external iliac vein	
405322002;Repair of superficial femoral vein	
405323007;Diathermy of vein	
405324001;Diathermy of vein of lower extremity	
405325000;Avulsion of subfascial perforating veins	
405326004;Angioplasty of internal carotid artery	
405327008;Injection of sclerosing agent into vein of lower limb	
405328003;Injection of sclerosing agent into calf vein	
405329006;Injection of sclerosing agent into thigh vein	
405330001;Hepatic artery cannula insertion	
405331002;Creation of upper limb arteriovenous fistula	
405332009;Sapheno-femoral crossover bypass graft	
405333004;Femorofemoral crossover arterial bypass with vein	
405334005;Exploration of external iliac artery	
405335006;Endarterectomy and angioplasty of tibio-peroneal artery with vein	
405336007;Endarterectomy and angioplasty of tibio-peroneal artery with prosthesis	
405337003;Endarterectomy and angioplasty of tibio-peroneal artery	
405338008;Endarterectomy and angioplasty of popliteal artery	
405339000;Endarterectomy and angioplasty of superficial femoral artery with vein	
405340003;Endarterectomy and angioplasty of popliteal artery with prosthesis	
405341004;Endarterectomy and angioplasty of superficial femoral artery with prosthesis	
405342006;Endarterectomy and angioplasty of popliteal artery with vein	
405343001;Endarterectomy and angioplasty of superficial femoral artery	
405344007;Biopsy of cranial artery	
405345008;Thrombolysis of lower limb artery	
405346009;Thrombolysis of iliac artery	
405347000;Thrombolysis of aorta	
405348005;Thrombolysis of upper limb artery	
405349002;Removal of lower limb vascular prosthesis	
405350002;Removal of abdominal vascular prosthesis	
405351003;Revision of anastomosis of lower limb vascular prosthesis	
405352005;Revision of anastomosis of abdominal vascular prosthesis	
405353000;Revision of lower limb vascular prosthesis	
405354006;Revision of anastomosis of vascular prosthesis	
405355007;Revision of anastomosis of upper limb vascular prosthesis	
405356008;Thrombolysis of lower limb artery via brachial artery catheter	
405369007;Revision of abdominal vascular prosthesis	
405370008;Upper limb vascular prosthesis thrombectomy	
405371007;Lower limb vascular prosthesis thrombectomy	
405372000;Revision of upper limb vascular prosthesis	
405373005;Abdominal vascular prosthesis thrombectomy	
405374004;Repair of tibioperoneal artery	
405375003;Repair of popliteal artery	
405376002;Repair of profunda femoris artery	
405377006;Repair of profunda femoris vein	
405378001;Repair of superficial femoral artery	
405379009;Repair of internal carotid artery	
405380007;Thrombectomy of tibioperoneal artery	
405381006;Embolectomy of posterior tibial artery	
405382004;Embolectomy of anterior tibial artery	
405383009;Embolectomy of external iliac artery	
405384003;Exploration of peroneal artery	
405385002;Exploration of tibioperoneal artery	
405386001;Exploration of profunda femoris artery	
405387005;Endarterectomy and angioplasty of profunda femoris artery with vein	
405388000;Endarterectomy and angioplasty of profunda femoris artery with prosthesis	
405389008;Endarterectomy and angioplasty of profunda femoris artery	
405390004;Exploration of superficial femoral artery	
405391000;Exploration of common femoral artery	
405392007;Endarterectomy and angioplasty of common femoral artery	
405393002;Endarterectomy and angioplasty of common femoral artery with vein	
405394008;Endarterectomy and angioplasty of common femoral artery with prosthesis	
405395009;Endarterectomy and angioplasty of abdominal visceral artery	
405396005;Endarterectomy and angioplasty of iliac artery	
405397001;Endarterectomy and angioplasty of aorta	
405398006;Endarterectomy and angioplasty of aorta with vein	
405399003;Endarterectomy and angioplasty of aorta with prosthesis	
405400005;Endarterectomy and angioplasty of subclavian artery	
405401009;Endarterectomy and angioplasty of subclavian artery with vein	
405402002;Endarterectomy and angioplasty of subclavian artery with prosthesis	
405403007;Endarterectomy and angioplasty of renal artery	
405404001;Endarterectomy and angioplasty of renal artery with vein	
405405000;Endarterectomy and angioplasty of renal artery with prosthesis	
405406004;Endarterectomy and angioplasty of iliac artery with vein	
405407008;Endarterectomy and angioplasty of internal carotid artery	
405408003;Endarterectomy and angioplasty of internal carotid artery with prosthesis	
405409006;Endarterectomy and angioplasty of internal carotid artery with vein	
405410001;Endarterectomy and angioplasty of neck artery	
405411002;Endarterectomy and angioplasty of external carotid artery	
405412009;Endarterectomy of internal carotid artery with eversion and end-to-end anastomosis	
405413004;Angioplasty of tibioperoneal artery	
405414005;Angioplasty of tibioperoneal artery with vein	
405415006;Angioplasty of internal carotid artery with vein	
405416007;Revision of transmetatarsal amputation	
405417003;Revision of transtarsal amputation	
405418008;Angioplasty of aorta with prosthesis	
405419000;Creation of lower limb arteriovenous fistula	
405420006;Catheterization of neck vein	
405421005;Revision of disarticulation of hip	
405422003;Angioplasty of superficial femoral artery with vein	
405424002;Endarterectomy of femoral artery with prosthesis	
405425001;Catheterization of internal jugular vein	
405426000;Removal of catheter from internal jugular vein	
405427009;Catheterization of external jugular vein	
405428004;Removal of catheter from external jugular vein	
405429007;Catheterization of vein of upper limb	
405430002;Catheterization of subclavian vein	
405431003;Removal of catheter from subclavian vein	
405432005;Catheterization of brachial vein	
405433000;Removal of catheter from brachial vein	
405434006;Insertion of subcutaneous access reservoir	
405435007;Removal of subcutaneous intravenous access reservoir	
405436008;Catheterization of vein of lower limb	
405437004;Removal of catheter from femoral vein	
405438009;Revision of amputation of thumb	
405439001;Revision of amputation of hallux	
405440004;Revision of amputation of toe	
405441000;Transtarsal amputation	
405442007;Catheterization of common femoral vein	
405443002;Ray amputation of foot	
405444008;Revision of amputation of foot	
405445009;Revision of Syme's amputation	
405446005;Revision of transtibial amputation	
405447001;Revision of Gritti-Stokes amputation	
405448006;Angioplasty of superficial femoral artery with prosthesis	
405449003;Revision of above knee amputation	
405450003;Revision of hindquarter amputation	
405451004;Profundaplasty with vein	
405452006;Angioplasty of popliteal artery with prosthesis	
405453001;Angioplasty of popliteal artery with vein	
405454007;Endarterectomy and angioplasty of upper limb artery	
405455008;Endarterectomy and angioplasty of Iliac artery with prosthesis	
405456009;Endarterectomy and angioplasty of lower limb artery	
405457000;Femoro-posterior tibial artery bypass	
405458005;Femoro-anterior tibial artery bypass	
405459002;Femoro-tibio-peroneal artery bypass	
405460007;Femoro-tibio-peroneal artery bypass with vein	
405461006;Femoro-tibio-peroneal artery bypass with prosthesis	
405462004;Femoro-distal popliteal artery bypass	
405463009;Femoral artery bypass	
405464003;Femoro-distal popliteal artery bypass with vein	
405465002;Femoro-distal popliteal artery bypass with prosthesis	
405466001;Femoro-proximal popliteal artery bypass	
405467005;Femoro-proximal popliteal artery bypass with vein	
405468000;Femoro-proximal popliteal artery bypass with prosthesis	
405469008;Arterial bypass of lower limb artery	
405470009;Femoro-tibio-peroneal graft for repair of aneursym using in-situ vein	
405470009;Femoro-tibio-peroneal graft for repair of aneurysm using in-situ vein	
405471008;Femoro-tibio-peroneal graft for repair of aneursym	
405471008;Femoro-tibio-peroneal graft for repair of aneurysm	
405472001;Femoro-tibio-peroneal graft for repair of aneursym with prosthesis	
405472001;Femoro-tibio-peroneal graft for repair of aneurysm with prosthesis	
405473006;Ilio-profunda artery bypass	
405474000;Ilio-profunda artery bypass with prosthesis	
405475004;Ilio-femoral artery bypass with prosthesis	
405476003;Ilio-profunda artery bypass with vein	
405477007;Iliac artery bypass	
405478002;Ilio-popliteal artery bypass	
405479005;Ilio-popliteal artery bypass with prosthesis	
405480008;Ilio-popliteal artery bypass with vein	
405481007;Aorto-profunda arterial bypass	
405482000;Aorto-femoral arterial bypass	
405483005;Aorto-femoral arterial bypass with prosthesis	
405484004;Aorto-profunda arterial bypass with prosthesis	
405485003;Bypass of bifurcation of aorta by anastomosis of aorta to profunda femoris artery	
405486002;Aorto-profunda bifurcation bypass with prosthesis	
405487006;Aorto-iliac bypass with prosthesis	
405488001;Ilio-iliac artery bypass with prosthesis	
405489009;Bypass of bifurcation of aorta by anastomosis of aorta to iliac artery with prosthesis	
405504004;Femoro-tibio-peroneal artery bypass for repair of aneurysm using vein	
405505003;Femoro-distal popliteal graft for repair of aneursym using vein	
405505003;Femoro-distal popliteal graft for repair of aneurysm using vein	
405506002;Femoro-distal popliteal graft for repair of aneursym using prosthesis	
405506002;Femoro-distal popliteal graft for repair of aneurysm using prosthesis	
405507006;Femoro-distal popliteal graft for repair of aneursym	
405507006;Femoro-distal popliteal graft for repair of aneurysm	
405508001;Femoro-proximal popliteal artery bypass for repair of aneurysm with vein	
405509009;llio-distal popliteal graft for repair of aneursym using vein	
405509009;Ilio-distal popliteal graft for repair of aneursym using vein	
405509009;Ilio-distal popliteal graft for repair of aneurysm using vein	
405510004;llio-distal popliteal graft for repair of aneursym with prosthesis	
405510004;Ilio-distal popliteal graft for repair of aneursym with prosthesis	
405510004;Ilio-distal popliteal graft for repair of aneurysm with prosthesis	
405511000;llio-distal popliteal graft for repair of aneursym	
405511000;Ilio-distal popliteal graft for repair of aneursym	
405511000;Ilio-distal popliteal graft for repair of aneurysm	
405512007;Ilio-profunda artery bypass for repair of aneurysm with vein	
405513002;Ilio-profunda artery bypass for repair of aneurysm with prosthesis	
405514008;Femoro-distal popliteal graft for repair of aneursym with in-situ vein	
405514008;Femoro-distal popliteal graft for repair of aneurysm with in-situ vein	
405515009;Femoro-proximal popliteal artery bypass for repair of aneurysm with in-situ vein	
405516005;Repair of aneurysm of lower limb artery	
405517001;llio-proximal popliteal graft for repair of aneursym using vein	
