conceptId;Beschrijving Google;conceptId;Beschrijving
442442002;Verdeling van de mitralisklep peesdraden;442442002;splitsen chordae tendinae van de mitraalklep
442456000;Sluiting van atriumseptumdefect behulp septum occluder apparaat;442456000;sluiten atrium septum defect met closure device
442458004;Arthroscopische excisie van infrapatellar vet pad;442458004;arthroscopische excisie van infrapatellair vetpad
442504005;Implantatie van kunstmatige sluitspier in anorectum;442504005;implantatie van kunstmatige anale sfincter
442525005;Percutane vervanging van pulmonale klep met behulp van doorlichting;442525005;percutane vervanging pulmonalisklep via fluoroscopie
442527002;Verdeling van fascia van de vinger voor de Ziekte van Dupuytren;442527002;doornemen van fascia van vinger voor dupuytren contractuur
442557006;Enten van beenmerg met behulp van allograft van onge ë venaarde ongerelateerde donor;442557006;grafting van beenmerg door middel van allograft van unmatched unrelated donor
442567001;Radiografische beeldvorming van lymfatische systeem met behulp van contrast;442567001;radiografische beeldvorming van lymfatisch systeem met behulp van contrast RX
442572005;Herziening van decompressie van carpaal tunnel;442572005;revisie carpel tunnel decompressie
442574006;Herziening van decompressie van posterior tibialis zenuw in de enkel;442574006;revisie van de decompressie van de N . tibialis posterior
442579001;Herziening van de hybride prothetische vervanging van het kniegewricht met behulp van cement;442579001;revisie van hybride knieprothese
442677007;Percutane transluminale snijden ballondilatatie van de interne halsader met behulp van doorlichting;442677007;percutane transluminale cutting balloon angioplastie van vena jugularis onder fluoroscopische begeleiding
442737009;Appendicovesicostomy;442737009;appendicovesicostomie
442793005;Incisiebiopsie van interfalangeale gewricht van de teen;442793005;incisiebiopsie van het interfalangeaal gewricht van de teen
442796002;Naald biopsie van oppervlakkige lymfeklier met behulp van computertomografie begeleiding;442796002;naaldbiopsie van oppervlakkige lymfeklier met behulp van CT
442797006;Gastroscopie met het inbrengen van de geleidedraad en verwijding van de slokdarm;442797006;endoscopie van de bovenste gastro - intestinale tractus met plaatsen van een geleidingsdraad en slokdarmdilatatie
442805003;Insnijding van de maag en de hechting van bloedende maagzweer;442805003;gastrotomie en sutuur van bloedend ulcus
442806002;Excisie van rectum met anastomose van de dikke darm tot anus en de creatie van het colon reservoir;442806002;rectumresectie met colo - anale sutuur en colon pouch
442807006;Het inbrengen van intraaortic ballon counterpulsation apparaat via liesslagader;442807006;transfemorale insertie van intra - aortische ballonpomp
442808001;Fijne naald aspiratie biopsie van anus;442808001;aspiratiebiopsie van de anus
442811000;Percutane naald biopsie van de schildklier met behulp van echografie begeleiding;442811000;percutane naaldbiopsie van schildklier onder echografische begeleiding
442822001;Bevordering van posterior scheenbeen pees met uitsnijding van toebehoren os naviculare;442822001;re ï nsertie van de tibialis posterior pees met excisie van os naviculare accesorius
442830000;Endoscopische excisie van poliep van de dikke darm met behulp van sigmo ï doscoop;442830000;sigmoiedoscopisch verwijderen colonpoliep
442831001;Percutane naald biopsie van de lever met behulp van doorlichting;442831001;percutane naaldbiopsie van de lever onder scopie
442833003;Percutane cholecystostomy en drainage met behulp van echografie begeleiding;442833003;percutane cholecystostomie onder echogeleiding
442836006;Excision van goedaardige gezwellen van de falanx van de vinger met autograft;442836006;excisie van een benigne tumor van de falanx van de vinger met autologe botgreffe
442840002;Transplantatie van gratis osteocutane flap van het bekken met behulp van microvasculaire anastomose;442840002;transplantatie van vrije osteocutane flap van iliumvleugel met microvasculaire anastomose
442847004;Curettage van het bot cyste van falanx van de vinger met autograft;442847004;curretage van botcyste van de falanx van een vinger met autologe botgreffe
442854005;Percutane naaldbiopsie van de pleura met behulp van echografie begeleiding;442854005;echogeleide percutane biopsie van pleura
442861009;Drainage van abces van lymfeklieren met behulp van computertomografie begeleiding;442861009;drainage van abcess van lymfeklier met behulp van CT
442865000;Fijne naald aspiratie biopsie van de schildklier met behulp van echografie begeleiding;442865000;fijne naald aspiratiebiopsie van schildklier onder echografische begeleiding
442877005;Percutane naald biopsie van de longen met behulp van echografie begeleiding;442877005;percutane longbiopsie onder echografische controle
442881005;Percutane transluminale angioplastie van de ader met behulp van radiologische begeleiding;442881005;percutane transluminale angioplastie van vene onder radiologische begeleiding
442881005;Percutane transluminale angioplastie van de ader met behulp van radiologische begeleiding;442881005;veneuze PTA
442885001;Uitsnijden van flexor pees van de vinger en de implantatie van synthetische staaf;442885001;verwijderen van flexorpees van vinger en implantatie van synthetische staafje
442891004;Aspiratie van de cyste van de borst met behulp van de mammografische begeleiding;442891004;aspiratie van borstcyste onder mammografische controle
442892006;Percutane biopsie van de prostaat met behulp van echografie begeleiding;442892006;percutane prostaatbiopsie onder echogeleide
442893001;Debridement van de huid en het onderhuidse weefsel met het verwijderen van vreemd lichaam;442893001;verwijderen van vreemd lichaam en debridement van huid
442898005;Open reductie van fractuur van de proximale tibia met interne fixatie;442898005;open reductie en inwendige fixatie van een proximale tibiafractuur
442907005;Chirurgische verwijdering van enkele kamer pacing cardioverter defibrillator elektrode door transthoracale benadering;442907005;chirurgisch verwijderen van éé nkamer pacer cardiovertor defibrillator
442908000;Structurele enten van bot om de wervelkolom met behulp van allogene;442908000;structurele allogreffe van de wervelkolom
442912006;Herziening van de reparatie van de maag;442912006;revisie van de gastroplastie
442914007;Percutane fixatie van breuk van de hals van het dijbeen;442914007;percutane fixatie van femurhalsfractuur
442916009;Aspiratie van de cyste van de borst met behulp van echografie begeleiding;442916009;aspiratie van borstcyste onder echografische controle
442921007;Tweedimensionale transesophageal echocardiografie met spectrale weergave;442921007;tweedimensionele echocardiografie met spectrumanalyse
442938006;Radionuclide beeldvorming van het myocard herverdeling met behulp van thallium 201;442938006;myocard perfusie scintigrafie met Thallium 201
442939003;Vervanging van gal katheter met behulp van doorlichting met contrast;442939003;terugplaatsen van biliaire katheter onder scopie en contrast
442945006;Transplantatie van gratis osteocutane flap van middenvoetsbeentje met behulp van microvasculaire anastomose;442945006;transplantatie van vrije osteocutane flap van metatarsaal met microvasculaire anastomose
442957002;Open vermindering van de breuk van de distale mediale condylus van het femur met externe fixatie;442957002;open reductie en externe fixatie van fractuur mediale femurcondyl
442958007;Incisie en drainage van het abces van de borst met behulp van computertomografie begeleiding;442958007;drainage van borstabsces onder CT grafische controle
442959004;Het oogsten van het vel van de fascia van fascia lata door incisie van de huid en onderhuids weefsel;442959004;oogsten van de fascia lata door incisie van huid en subcutaan weefsel
442963006;Percutane naald biopsie van de borst met behulp van echografie begeleiding;442963006;percutane naaldbiopsie van borst onder echografische controle
442971005;Osteotomie van de falanx van de vinger;442971005;osteotomie van de falanx van de vinger
442978004;Zenuwblokkade met injectie van cervicale wervelkolom met behulp van doorlichting;442978004;lokaal anesthesiologisch zenuwblok in de nek met fluoroscopische begeleiding
442979007;Het inbrengen van pleura buis met behulp van computertomografie begeleiding;442979007;cT - geleide plaatsing van thoraxdrain
442981009;Diagnostische mediastinoscopie en thoracoscopie met ventilatie van de longen;442981009;diagnostische mediastinoscopie en thoracoscopie met longventilatie
442984001;Open reparatie van distale tibiofibulare joint;442984001;open herstel van het distale tibiofibulair gewricht
442987008;Curettage van goedaardige gezwellen van de falanx van de vinger met autograft;442987008;curretage van een benigne tumor van de falanx van een vinger met autologe botgreffe
442993000;Percutane radiofrequente ablatie van letsel van de lever met behulp van echografie begeleiding;442993000;percutane RFA van een leverletsel onder echo
442994006;Open reductie van fractuur van de proximale fibula met interne fixatie;442994006;open reductie en inwendige fixatie van een proximale fibulafractuur
443003003;Open vermindering van de breuk van middenhandsbeentje met externe fixatie;443003003;open reductie en externe fixatie van een metacarpaalfractuur
443013006;Doppler - echografie van de arteri ë le instroom en veneuze uitstroom van de buik , bekken en retroperitoneale organen;443013006;duplex van arteri ë le inflow en veneuze outflow van abdominale , pelvische en retroperitoneale organen
443021000;Gastroscopie met endoscopische echografie van de bovenste maagdarmkanaal;443021000;echo - endoscopie van de bovenste gastro - intestinale tractus
443029003;Injectie van schildwachtklier met behulp van echografie begeleiding;443029003;injectie van sentinel lymfeklier onder echografische begeleiding
443030008;Het inbrengen van percutane gastrojejunostomie buis met behulp van radiologische begeleiding;443030008;insertione gastrectomie met excisie omligggade weefsels
443036002;Open repositie open fractuur straal met externe fixatie;443036002;open reductie en externe fixatie van een open radiusfractuur
443037006;Percutane drainage van de abces van appendix met behulp van computertomografie begeleiding;443037006;CT geleide percutane drainage van appendiculair abces
443038001;Angioplastiek van de slagader van de bovenste ledematen met het inbrengen van de katheter;443038001;angioplastie met plaatsing van katheter in arterie van onderste lidmaat
443039009;Transplantatie van gratis osteocutane flap van grote teen en webruimte met behulp van microvasculaire anastomose;443039009;transplantatie van vrije osteocutane flap van grote teen en interdigitaal web met microvasculaire anastomose
443041005;Het inbrengen van permanente drainage katheter in buikholte met behulp van radiologische begeleiding;443041005;fluoroscopie geleide peritoneale drainage
443050007;Percutane fixatie van breuk van de as van de tibia;443050007;percutane fixatie van een tibiaschaftfractuur
443062006;Open reductie van bicondylar fractuur van het scheenbeen;443062006;open reductie van bicondylaire fractuur van de tibia
443063001;Open vermindering van de breuk van carpaal bot;443063001;open reductie van fractuur van een carpaalbeen
443068005;Tatoe ë ren van permanente make - up;443068005;tatoe ë ren van permanente make - up
443075006;Handmatige vermindering van de ontwrichting van metacarpofalangeaal gewricht met percutane skelet fixatie;443075006;reductie van luxatie van metacarpophalangeaal gewricht met percutane skeletfixatie
443076007;Fluoroscopie programmeerbare cerebrospinale vloeistof shunt;443076007;pompstudie van regelbare shunt
443077003;Magnetische resonantie angiografie van vasculaire structuur van de wervelkolom;443077003;magnetischresonantieangiografie van de vasculaire structuren van de wervelkolom
443077003;Magnetische resonantie angiografie van vasculaire structuur van de wervelkolom;443077003;spinale mra
443078008;Magnetische resonantie beeldvorming van lumbosacrale plexus;443078008;MRI van de va plexus lumbosacralis
443079000;Magnetische resonantie beeldvorming van de wervelkolom van de foetus;443079000;MRI wervelzuil van foetus
443081003;Percutane embolisatie van aneurysma misvorming van de grote cerebrale ader van Galen met behulp van doorlichting;443081003;percutane embolisatie van een aneurysmatische malformatie van de vena cerebri magna van Galen onder fluoroscopische begeleiding
443086008;Cauterisatie en verpakken van de neus;443086008;cauterisatie en packing van neus
443102006;Excisie van gehele hartzakje;443102006;excisie pericardium
443112004;Reparatie van gedeeltelijke abnormale pulmonale veneuze verbinding door middel van directe abnormale ader anastomose naar links atrium;443112004;Herstel van partieel abnormale pulmonair veneuze retour via directe anastomose abnormale vene aan linker atrium
443127004;SPECT - scan met behulp van thallium met computertomografie van de hersenen;443127004;cerebrale thallium - SPECT met CT
443128009;SPECT - scan met computertomografie van femur;443128009;single photn emission computed tomography ( SPECT ) met CT van het femur
443128009;SPECT - scan met computertomografie van femur;443128009;single photon emissie computertomografie met computertomografie van femur
443141008;Reparatie en vergroting van het bot van het gezicht van het gebruik van allogene bottransplantatie;443141008;herstel en augmentatie van een faciaal bot met allogene botgreffe
443145004;SPECT - scan met computertomografie van longen;443145004;“ single photon ” emissie computertomografie met computertomografie van long
443145004;SPECT - scan met computertomografie van longen;443145004;single photon emissie computertomografie met computertomografie van long
443150005;Ablatieve resurfacing van de huid van de lip met behulp van laser;443150005;resurfacing van de lip met laser
443166007;Reparatie van de totale abnormale pulmonale veneuze aansluiting van gemengd type;443166007;herstel van totale abnormale veneuze connectie van gemengd type
443170004;SPECT - scan met computertomografie van de hersenen perfusie;443170004;cerebrale SPECT met CT perfusiescan
443170004;SPECT - scan met computertomografie van de hersenen perfusie;443170004;SPECT - CT hersenperfusie
443171000;SPECT - scan met computertomografie van complete skelet;443171000;single photon emission computed tomography ( SPECT ) met CT van het volledige skelet
443171000;SPECT - scan met computertomografie van complete skelet;443171000;SPECT - CT volledig skelet
443176005;Reparatie van gedeeltelijke abnormale pulmonale veneuze verbinding door unroofing van coronaire sinus met patch sluiting van interatriale communicatie;443176005;herstel papvu door patchplastie sinus coronarius
443178006;Osteotomie voor verkorting van falanx van teen;443178006;verkortingsosteotomie van teenphalanx
443180000;Vergroting van de borst met onmiddellijke plaatsing van borstprothese;443180000;borstvergroting met onmiddellijk plaatsen van borstprothese
443184009;Reparatie en vergroting van het bot van het gezicht met behulp van autogeen bottransplantaat;443184009;herstel en augmentatie van een faciaal bot met autologe botgreffe
443185005;Reparatie en vergroting van het bot van het gezicht van het gebruik van prothetische implantaten;443185005;herstel en augmentatie van een faciaal bot met een prothese
443187002;Het verwijderen van de tatoeage van de huid;443187002;verwijderen van tatoe
443190008;Uitsnijden van neoplasma van borstwand waaronder rib;443190008;excisie van een neoplasie van de borstwand inclusief de ribben
443191007;Toepassing van multiplane externe fixatie systeem;443191007;Plaatsen van een multiplanaire externe fixator
443194004;Reconstructie van Ramus van de onderkaak door horizontale osteotomie met enten van bot;443194004;reconstructie van de ramus mandibulae met osteotomie en botgreffe
443198001;Het inbrengen van de nacht gebitsbeschermer;443198001;insertie nacht mondbeugel
443199009;Instillatie van mitomycine C in de blaas;443199009;cystoscopische laser fotocoagulatie van bloeding van de blaas
443202004;Le Fort I osteotomie van de bovenkaak in een segment met enten van bot;443202004;lefort 1 osteotomie met verplaatsing van botfragmenten
443211004;Excisie van een deel van pericardium;443211004;parti ë le excisie pericardium
443213001;Percutane embolisatie van fistula van caroticocavernous sinus met behulp van doorlichting;443213001;percutane embolisatie onder fluoroscopische begeleiding van fistel tussen arteria carotis interna en sinus cavernosus
443215008;SPECT - scan met computertomografie cardiale spanning ventriculografie;443215008;spect met cardiale stressopnames
443220008;Ablatieve resurfacing van de huid van het ooglid met behulp van laser;443220008;ablatieve resurfacing lasertherapie van het ooglid
443229009;Percutane inbrengen van stent in grote aortopulmonary onderpand slagader met behulp van doorlichting;443229009;percutane insertie van stent in majeure aorto - pulmonale collaterale arterie onder fluoroscopische begeleiding
443231000;Totaal uitsnijding van de nagel en nagel matrix met amputatie van plukje distale falanx;443231000;totale excisie van nagel en nagelmatrix met amputatie van tuft van de distale phalanx
443232007;Magnetische resonantie beeldvorming van de hersenen van de foetus;443232007;MRI hersenen van foetus
443234008;Positron emissie tomografie met computertomografie fluor 18 choline opname studie;443234008;fluorine 18 PET - CT
443235009;SPECT - scan met computertomografie indium 111 leukocyten studie;443235009;indium 11 leukocyten SPECT - CT
443236005;SPECT - scan met computertomografie van bijschildklier;443236005;single photon emissie computertomografie met computertomografie van bijschildklier
443237001;SPECT - scan met computertomografie van perfusie van de longen;443237001;“ single photon ” emissie computertomografie met computertomografie van longperfusie
443237001;SPECT - scan met computertomografie van perfusie van de longen;443237001;single photon emissie computertomografie met computertomografie van longperfusie
443242009;Het inbrengen van drainage buis in borstholte met behulp van echografie begeleiding;443242009;echogeleide plaatsing van thoraxdrain
443243004;Percutane transhepatische het inbrengen van de katheter in de galwegen met behulp van radiologische begeleiding met contrast;443243004;percutane transhepatische cholangiografie
443243004;Percutane transhepatische het inbrengen van de katheter in de galwegen met behulp van radiologische begeleiding met contrast;443243004;percutane transhepatische plaatsing van katheter in galweg onder radiologische begeleiding met contrastmiddel
443249000;Positron emissie tomografie met computertomografie van hart voor cardiale levensvatbaarheid gebruik fluorodeoxyglucose;443249000;positron emissie tomografie ( PET ) met computertomografie van hart ter evaluatie van cardiale viabiliteit met gebruik van fluorodeoxyglucose
443258007;Uitsnijden van gehele kop van het eerste middenvoetsbeentje;443258007;excisie van de volledige metatarsaalkop van de eerste straal
443266003;SPECT - scan van de ventilatie en perfusie van de longen;443266003;“ single photon ” emissie computertomografie van longventilatie en - perfusie
443266003;SPECT - scan van de ventilatie en perfusie van de longen;443266003;single photon emissie computertomografie van longventilatie en - perfusie
443269005;Percutane transluminale stent bijgestaan ​​ spiraalembolisatie van cerebrale aneurysma met behulp van doorlichting;443269005;percutane transluminele stent geassisteerde coil embolisatie van cerebraal aneurysma via fluoroscopie
443272003;Aanprikken van perifere ader met behulp van echografie begeleiding;443272003;punctie van een perifere vena onder echografische begeleiding
443275001;SPECT - scan met computertomografie scintimammography;443275001;“ single photon ” emissie computertomografie met computertomografie en scintigrafie van borst
443275001;SPECT - scan met computertomografie scintimammography;443275001;single photon emissie computertomografie met computertomografie en scintigrafie van borst
443277009;Positron emissie tomografie met behulp van stikstof 13 ammoniak met computertomografie elektrocardiografie gated myocard rust studie;443277009;positron emissie tomografie met N13 met CT en ECG van myocard in rust
443282002;Endoscopische insnijding van subglottische cyste;443282002;endoscopische incisie subglottis cyste
443287008;Percutane embolisatie van fistula van cerebrale dura mater met behulp van doorlichting;443287008;percutane embolisatie fistel cerebrale dura mater met fluoroscopie
443290002;Gastroscopie met gerichte submucosale injectie;443290002;oesofago - gastro - duodenoscopie met directe submucosale injectie
443291003;Het inbrengen van het bot pin met skelet tractie;443291003;insertie van tractiepin in bot
443296008;Reparatie van de totale abnormale pulmonale veneuze verbinding door interatriale baffle;443296008;herstel van totale abnormale veneuze connectie door interatriale scheidingswand
443299001;SPECT - scan met behulp van jodium - 131 ​​ meta - iodobenzylguanidine met computertomografie;443299001;iodine 131 meta - iodobenzylguanidine SPECT - CT
443300009;Positron emissie tomografie met behulp van fluorodeoxyglucose met computertomografie elektrocardiografie gated myocard rust studie;443300009;positron emissie computer tomografie ( SPECT ) van myocard in rust met ECG
443330001;Reparatie van de totale abnormale pulmonale veneuze verbinding door coronaire sinus bezuiniging op ovale fossa met het inbrengen van interatriale baffle;443330001;herstel van totale abnormale veneuze connectie door sinus coronarius cutback tot in de fossa ovalis met plaatsing van interatriale scheidingswand
443331002;Le Fort I osteotomie van de bovenkaak in drie segmenten met enten van bot;443331002;lefort in meerd dan 2 segmenten
443332009;Le Fort I osteotomie van de bovenkaak in twee segmenten met enten van bot;443332009;lefort in meerdere segmenten : 2
443338008;Fluoroscopische superselectieve angiografie van cerebrale slagader met behulp van contrast;443338008;fluoroscopische supraselective angiografie met contrastmiddel van arteria cerebralis
443338008;Fluoroscopische superselectieve angiografie van cerebrale slagader met behulp van contrast;443338008;fluoroscopische supraselective contrastmiddel angiografie van de arteria cerebralis
443340003;Radionuclide cardiale studie voor de detectie van rechts naar links long shunt;443340003;radionuclide studie ter opsoring van rechts - links - shunt
443358009;Chirurgische verwijdering van transveneuze elektrode van tweekamerstimulatie cardioverter defibrillator pulsgenerator door transthoracale benadering;443358009;chirurgische verwijdering transveneuze electrode langs transthoracale weg
443361005;Reconstructie van teennagel bed met nagelbed graft;443361005;reconstructie van nagelbed teen met greffe nagelbed
443362003;Verwijdering van gescheurde borstimplantaat;443362003;verwijderen van geruptureerd borstimplantaat
443365001;SPECT - scan met computertomografie van het bot van het hoofd en de nek;443365001;single photon emission computed tomography ( SPECT ) met CT van hoofd en nek
443366000;SPECT - scan met computertomografie van het bot van de knie;443366000;single photon emission computed tomography ( SPECT ) met CT van de knie
443367009;SPECT - scan met computertomografie met behulp van gallium;443367009;gallium SPECT - CT
443368004;SPECT - scan met computertomografie ventriculografie bij cardiale rust;443368004;spect met ct van hart in rust
443380007;Percutane coronaire embolisatie van arterioveneuze fistels met behulp van doorlichting;443380007;percutane embolisatie van coronaire arterioveneuze fistel onder fluoroscopische controle
443381006;Percutane sclerotherapie van lymfatische misvorming gebruik doorlichting;443381006;percutane sclerotherapie van lymfatische malformatie onder fluoroscopische begeleiding
443382004;Percutane sclerotherapie van veneuze misvorming gebruik doorlichting;443382004;percutane sclerotherapie van veneuse malformatie onder fluoroscopische begeleiding
443383009;SPECT - scan met behulp van radioactief gemerkt octreotide met computertomografie;443383009;radio - gelabeled octreotide SPECT - CT
443386001;SPECT - scan met computertomografie van de ventilatie van de long;443386001;“ single photon ” emissie computertomografie met computertomografie van longventilatie
443386001;SPECT - scan met computertomografie van de ventilatie van de long;443386001;single photon emissie computertomografie met computertomografie van longventilatie
443387005;Injectie van beide kniegewrichten;443387005;infiltratie van beide knie ë n
443389008;Reparatie van de totale abnormale pulmonale veneuze aansluiting van intracardiale soort;443389008;herstel van totale abnormale veneuze connectie van infracardiale type
443391000;Reparatie van de totale abnormale pulmonale veneuze verbinding door het inbrengen van interatriale baffle met heraansluiting van superieure vena cava naar rechts hartoor;443391000;herstel van totale abnormale pulmonale veneuze uitmonding ( TAPVU ) door aanleggen van interatriale tunnel met reanastomose van vena cava superior op rechter hartoortje
443396005;Pneumonostomy met open afvoer van abces van longkanker met behulp van computertomografie begeleiding;443396005;aanleggen van pneumostomie met open drainaige van absces van long onder ct controle
443407008;Herziening van de anastomose van de darm;443407008;revisie van darm anastomose
443408003;SPECT - scan met computertomografie van het bot;443408003;single photon emissie computertomografie met computertomografie van bot
443408003;SPECT - scan met computertomografie van het bot;443408003;single photon emission computed tomography ( SPECT ) met CT van het bot
443409006;SPECT - scan met computertomografie van het bot van de enkel en voet;443409006;singe photon emission computed tomography ( SPECT ) met CT van de enkel en de voet
443413004;Color Doppler - echografie met spectrale display voor aangeboren afwijking;443413004;kleurspectrumdoppler voor congenitale anomalie
443417003;Open vermindering van de ontwrichting van de knie met externe fixatie en reparatie van ligament;443417003;open reductie van een knieluxatie met externe fixatie en ligementair herstel
443426000;Computertomografie angiografie van vasculaire structuur van de wervelkolom;443426000;computer tomografische angiografie van de vasculaire structuren van de wervelkolom
443433000;Verwijdering van sport gebitsbeschermer;443433000;verwijderen sport mondbeugel
443453001;Toepassing van UniPlane externe fixatie systeem;443453001;Plaatsen van een uniplanaire externe fixator
443456009;Expressie van comedone;443456009;uitdrukken van comedone
443462004;Percutane embolisatie van de vleesboom van de baarmoeder met behulp van doorlichting;443462004;percutane embolisatie van fibro ï de uterus onder fluoroscopische begeleiding
443463009;Percutane transluminale inbrengen van stent in mesenterica superior;443463009;percutane transluminale plaatsing van stent in arteria mesenterische superior
443467005;Ligatie van abnormale longader;443467005;ligatuur van abnormale pulmonale vene
443473006;Positron emissie tomografie met computertomografie carbon 11 choline opname studie;443473006;carbon 11 PET - CT
443477007;Chirurgische verwijdering van transveneuze elektrode van tweekamerstimulatie cardioverter defibrillator pulsgenerator door transveneuze aanpak;443477007;chirurgisch verwijderen van transveneuze elektrode van tweekamer pacer cardiovertor defibrillator langs transveneuze weg
443480008;Laparoscopische excisie van een deel van de dikke darm;443480008;laparoscopische partiele colectomie
443497002;Excisie van schildwachtklier;443497002;excisie van sentinel lymfeklier
443513002;Angioplastiek van truncus brachiocephalicus gebruik van radiologische begeleiding;443513002;angioplastie van arteria brachiocephlica onder fluoroscopische begeleiding
443513002;Angioplastiek van truncus brachiocephalicus gebruik van radiologische begeleiding;443513002;angioplastiek van de arteria brachiocephlica met fluoroscopische begeleiding
443516005;Magnetische resonantie beeldvorming van subthalamicus nucleus;443516005;MRI nucleus subthalamicus
443517001;Magnetische resonantie beeldvorming van de nervus vagus;443517001;MRI nervus trigeminus
443518006;Magnetische resonantie beeldvorming van de nervus vagus met contrast;443518006;MRI nervus trigeminus met contrast
443522001;Uitsnijden van hele hoofd van de middenvoet;443522001;excisie van een volledige metatarsaalkop
443531001;Percutane inbrengen van stent in coarctation van de aorta met behulp van doorlichting;443531001;percutane plaatsing van stent voor behandeling van coarctatio aortae onder fluoroscopische controle
443532008;Percutane insertie van de stent in de rechter ventrikel outflow tract met behulp van doorlichting;443532008;percutane stenting rechter ventriculaire outflow tract
443534009;Positron emissie tomografie met behulp van fluorodeoxyglucose met computertomografie myocard rust imaging;443534009;pet met fluorodeoxyglucose voor myocardium imaging in rust
443535005;Positron emissie tomografie met behulp van stikstof 13 ammoniak met computertomografie myocard rust studie;443535005;positron emissie tomografie ( PET ) met computertomografie van resterende myocard met gebruik van N13ammonium
443536006;SPECT - scan met computertomografie van het bot van het bekken;443536006;single photon emissie computertomografie met computertomografie van bekkenbeen
443536006;SPECT - scan met computertomografie van het bot van het bekken;443536006;single photon emission computed tomography ( SPECT ) met CT van het bekken
443537002;SPECT - scan met computertomografie van het bot van de thorax;443537002;single photon emission computed tomography ( SPECT ) met CT van de thorax
443538007;Incisie en drainage van vochtophoping van de huid;443538007;incisie en drainage van vocht collectie huid
443540002;Dermabrasie van de tatoeage van de uitwendige genitali ë n;443540002;dermabrasie van tattoe van uitwendige genitali ë n
443541003;Dermabrasie van de tatoeage van extremiteit;443541003;dermabrasie van tattoe t . h . v . lidmaat
443548009;Aanbrengen van make - up huid;443548009;aanbrengen van make - up
443550001;Uitoefenen tolerantie test met technetium Tc 99m ^ ^ tetrofosmin;443550001;inspanningstest met technetium tc ^ 99m ^ tetrofosmin
443558008;Percutane embolisatie van arterioveneuze fistels met behulp van doorlichting;443558008;percutane embolizatie van arterioveneuze fistel onder fluoroscopische controle
443560005;Positron emissie tomografie van fluorodeoxyglucose stofwisseling van de hersenen met computertomografie;443560005;cerebrale FDG - PET met CT
443560005;Positron emissie tomografie van fluorodeoxyglucose stofwisseling van de hersenen met computertomografie;443560005;fluorodeoxyglucose PET - CT hersenen
443563007;Driedimensionale rotatie fluoroscopische angiografie met contrast;443563007;3d - fluoroscopische angiografie met contrast
443575002;Fluoroscopische beeldvorming van cisterna magna met contrast;443575002;cisternografie
443576001;Percutane embolisatie van pulmonale arteri ë le collateral behulp doorlichting;443576001;percutane embolisatie van collaterale pulmonaalarterie onder fluoroscopische controle
443577005;Percutane plaatsing van stent in aneurysma van de hersenen met behulp doorlichting;443577005;percutane insertie stent in cerebraal aneurysma via fluoroscopie
443580006;SPECT - scan met computertomografie van het bot van de lumbale wervelkolom;443580006;single photon emission computed tomography ( SPECT ) met CT van de lumbale wervelkolom
443580006;SPECT - scan met computertomografie van het bot van de lumbale wervelkolom;443580006;SPECT - CT bot lumbale wervelkolom
443594007;SPECT - scan met computertomografie van het bot van de bovenste ledematen;443594007;single photon emission computed tomography ( SPECT ) met CT van het bovenste lidmaat
443595008;SPECT - scan met computertomografie van het bot van de pols;443595008;single photon emissie computertomografie met computertomografie van pols
443595008;SPECT - scan met computertomografie van het bot van de pols;443595008;single photon emission computed tomography ( SPECT ) met CT van de pols
443602007;Magnetische resonantie beeldvorming van de hersenen met behulp van isotrope resolutie;443602007;MRI hersenen met isotrope resolutie
443605009;Mobilisatie van de milt buiging van de dikke darm;443605009;mobiliseren van de colon milthoek
443611007;Reconstructie van de borst met onmiddellijke plaatsing van borstprothese;443611007;reconstructie van borst met onmiddellijke insertie van borstprothese
443613005;Verwijdering van de nacht gebitsbeschermer;443613005;verwijderen nacht mondbeugel
443623001;Percutane inbrenging van aortaklep via doorlichting;443623001;percutane insertie van aortaklep onder fluoroscopische controle
443624007;Percutane insertie van pulmonale klep met behulp van doorlichting;443624007;percutane insertie van pulmonaalklep onder fluoroscopische controle
443627000;Reparatie van gedeeltelijke abnormale pulmonale veneuze verbinding door het inbrengen van interatriale baffle naar links atrium;443627000;herstel van parti ë le abnormale pulmonale veneuze uitmonding ( PAPVU ) door aanleggen van tunnel in linker atrium
443628005;Positron emissie tomografie met behulp van rubidium 81 met computertomografie myocard rust imaging;443628005;pet met rubidium 81 voor myocardium imaging in rust
443629002;Positron emissie tomografie met behulp van rubidium 81 met computertomografie myocard stress - imaging;443629002;myocardiale stress rubidium 81 PET - CT
443629002;Positron emissie tomografie met behulp van rubidium 81 met computertomografie myocard stress - imaging;443629002;positron emissie tomografie met rubidium 81 met CT van myocard in stress
443630007;Echografie van de lever met contrast;443630007;ultrasonographye gastrectomie met uitgebreide lymfadenectomie
443631006;Echografie met contrast;443631006;echografie met contrast
443638000;SPECT - scan met computertomografie van lever en milt;443638000;SPECT - CT lever en milt
443647008;Herziening van percutane transluminale spiraalembolisatie van cerebrale aneurysma met behulp van doorlichting;443647008;revisie percutane transluminele coil embolisatie cerebraal aneurysma via fluoroscopie
443649006;Het inbrengen van sport gebitsbeschermer;443649006;insertie sport mondbeugel
443660002;Open vermindering van de ontwrichting van de knie met interne fixatie en reparatie van ligament;443660002;open reductie en inwendige fixatie van een knieluxatie met ligamentair herstel
443672008;Ligatie van oplopende verticale ader;443672008;ligatuur van opstijgende verticale vene
