conceptId;Beschrijving;conceptId;Beschrijving thot
309853002;verwijderen van ongecementeerde totale heupprothese;309853002;verwijdering van eerste uncemented heup totale vervanging
309871009;ureterorenoscopie en biopsie;309871009;ureterorenoscopy en biopsie
309875000;voorhuid urethraplastie;309875000;prepucial huidflap reconstructie van urethra
309876004;endocervicale excisie;309876004;endocervicale excisie
309878003;exploratie van uteriene caviteit;309878003;exploration van de holte
309879006;Abdominale hysterocolpectomie;309879006;abdominale hysterocolpectomy
309880009;Vaginale hysterocolpectomie;309880009;vaginale hysterocolpectomy
309882001;cauterisatie van maagletsel;309882001;cauterisatie van van
310219006;doornemen van constrictiebanden thv lidmaat;310219006;verwijderen constricting band van extremiteit
310220000;spiraalvorming inbinden van het lidmaat omwille van constrictiebanden;310220000;spirale bindend ledemaat en constricting band
310242004;patch herstel van de arteria mesenterica inferior;310242004;huidpatch herstel van arteria mesenterica inferior
310393006;hechting van longlaceratie;310393006;hechting inscheuring van long
310394000;nieten van longlaceratie;310394000;dichtnieten inscheuring van long
310395004;patch herstel mitralisklepblad;310395004;patching van mitralisklep
310396003;hechten van de mitraalklep;310396003;onderhuidsweefselhechting mitraal
310400003;patchen van atriaal septum defect ( ASD ) op niveau van sinus coronarius;310400003;patching coronaire sinus defect
310401004;tamponneren van postoperatieve bloeding na tonsillectomie;310401004;kompres en bloeding van amandelen bed
310412004;ligatie van aortopulmonaal venster;310412004;ligatuur van aorta
310413009;hechten van aortopulmonaal venster;310413009;onderhuidsweefselhechting van aorta
310414003;patchen van aortopulmonaal venster;310414003;patching van aorta
310415002;hechten sinus van valsalva;310415002;onderhuidsweefselhechting sinus valsalvae fistel
310416001;patch herstel sinus van valsalva;310416001;patching sinus valsalvae fistel
310441008;buckling van de sclera met explant;310441008;arruga , cataractoperatie van using explant
310442001;sluiten van atriaal septum defect met suturen;310442001;atrium - septumdefectherstel using hechting
310443006;sluiten atrium septum defect met patch;310443006;atrium - septumdefectherstel using epicutane
310444000;sluiten patent foramen ovale met hechtingen;310444000;ligatie van open using hechting
310445004;sluiting patent foramen ovale met patch;310445004;ligatie van open using epicutane
310468008;bronchoscopie met cauterisatie van fistel;310468008;bronchoscopic cauterisatie van fistel
310469000;bronchoscopie met lijmen van fistel;310469000;bronchoscopic gluing - fistel
310472007;hechten defect mitraalklep;310472007;onderhuidsweefselhechting van van mitralis - leaflet
310473002;patch herstel defect mitraalklep;310473002;patching van van mitralis - leaflet
310474008;sutuur van defect van klepblad van tricuspidaalklep;310474008;onderhuidsweefselhechting van defect van leaflet
310475009;patch herstel defect tricuspidaalklep;310475009;patching - anomalie van leaflet
310476005;hechten tricuspidaalklep;310476005;onderhuidsweefselhechting tricuspidalisklep
310477001;patch herstel van de valva tricuspidalis;310477001;patching van
310478006;patch herstel van arteria pulmonalis;310478006;huidpatch herstel van arteria pulmonalis
310486006;bloed verwijderen uit lidmaat met zwaartekracht;310486006;extremiteit exsanguinatie door zwaartekracht
310487002;bloed verwijderen uit lidmaat door druk op arterie;310487002;extremiteit exsanguinatie door druk van arterie
310546000;microsclerotherapie voor spider venen van been;310546000;microsclerotherapy - spider been
310558000;preretinale membranectomie met peeling;310558000;preretinale membranectomy door exfoliatie
310559008;preretinale membranectomie met delaminatie;310559008;preretinale membranectomy door delamination
310560003;preretinale membranectomie met segmentatie;310560003;preretinale membranectomy door segmentation
310561004;preretinale membranectomie met hydrodelaminatie;310561004;preretinale membranectomy door hydrodelamination
310582005;implantatie van intraveneuze permanente tweekamer pacemaker;310582005;implantatie intraveneuze transseksueel oogkamer pacemaker
310593007;metatarsophalangeale fusie;310593007;metatarsophalangeaal vergroeiing
310602001;blootlegging van persisterende zwangerschapsproducten;310602001;expression van conceptierestanten
310615005;patch herstel linker ventrikel;310615005;patching , linker ventrikel
310618007;patch herstel van de arteria poplitea;310618007;huidpatch herstel van arteria poplitea
310619004;patch repair van arterie vertebralis;310619004;huidpatch herstel van arteria vertebralis
310620005;patch herstel van de arteria subclavia;310620005;huidpatch herstel van arteria subclavia
310621009;patch herstel van de arteria femoralis communis;310621009;huidpatch herstel van arteria femoralis
310622002;patch herstel van de arteria iliaca communis;310622002;huidpatch herstel van arteria iliaca
310623007;patch herstel van arteria iliaca communis;310623007;huidpatch herstel gewone iliaca
310624001;patch herstel van arteria axillaris;310624001;huidpatch herstel van arteria axillaris
310625000;patch repair van bijnier arterie;310625000;huidpatch herstel bijnier arterie
310633004;artroscopisch trimmen van de meniscus;310633004;arthroscopic trimming van meniscus
310634005;controle coloscopie;310634005;controle coloscopie
310657004;open insertie van silastic in stemband;310657004;open silastic insert van de stemband
310662003;laserdestructie van retinaletsel;310662003;laservaporisatie van de retina
310804003;interpositie van vrij jejunum segment;310804003;interposition - microvascularly attached jejunum
310832007;stapling van de bronchus;310832007;dichtnieten bronchus
310872003;maagdrainage;310872003;maag drainage
311420007;open reductie en fixatie van een fractuur;311420007;primair open reductie van fractuur
311426001;Revisie open reductie en fixatie van een fractuur;311426001;hervormen open reductie van fractuur
311427005;Gesloten reductie en inwendige fixatie van een fractuur;311427005;primair gesloten repositie van fractuur met inwendige fixatie
311428000;Revisie gesloten reductie en inwendige fixatie van een fractuur;311428000;hervormen gesloten repositie van fractuur met inwendige fixatie
311446006;Gesloten reductie van een fractuur en aanleggen van tractie;311446006;gesloten repositie van fractuur met tractie
311482001;posterieure instrumentatie van de wervelkolom;311482001;achterste spinale instrumentation
311488002;gesloten reductie van een fractuur van de wervelkolom;311488002;primair gesloten repositie van fractuur
311489005;revisie gesloten reductie reductie van een fractuur van de wervelkolom;311489005;hervormen gesloten repositie van fractuur
311490001;open reductie van een wervelfractuur;311490001;primair open wervelfractuur reductie
311491002;revisie open reductie van een wervelfractuur;311491002;hervormen open wervelfractuur reductie
311774002;coloscopische poliepectomie;311774002;colonoscopic poliepectomie
311888006;insertie van cesium applicaties intra - uterien;311888006;van de cesium applicators
312138002;embolisatie van arteria uterina;312138002;embolisatie van arteria uterina
312139005;percutane embolisatie van arteria uterina;312139005;percutane embolisatie van arteria uterina
312226000;open plaatsing van een stent in de arteria iliaca communis;312226000;open van arteria iliaca stentplaatsing
312227009;percutaan transluminaal plaatsen van een stent in de arteria iliaca communis;312227009;percutane transluminale van arteria iliaca stentplaatsing
312302004;plicatie van aorta ascendens;312302004;plication van aorta ascendens
312311004;vervanging van aorta ascendens;312311004;artroplastiek van aorta ascendens
312316009;anastomose rechter ventrikel naar truncus pulmonalis;312316009;directe enterostomie rechterventrikel - longslagader
312339003;alcoholisatie van ganglion trigeminale mbv stereotactie;312339003;stereotactic immunisatie van alcohol door ganglion trigeminale
312340001;temporaire percutane endoscopische gastrostomie;312340001;tijdelijke percutane endoscopische gastrostomie
312341002;permanente percutane endoscopische gastrostomie;312341002;permanente percutane endoscopische gastrostomie
312364000;echografie arterie ë n onderste lidmaat;312364000;echografische scan van arterie
312398009;excisionele biopsie van een gewrichtsstructie van de schouder;312398009;biopsie gewricht , schouderstreek
312405003;artificial dermis , Integra;312405003;integra huidtransplantaat
312406002;anterior resectie van het rectum met sigmoiedo - anale sutuur met J - pouch middels een stapler;312406002;anterior resectie van rectum met stapled shunt sigmo ï d van anus met shunt j - pouch
312407006;anastomose van sigmoied op het anaal kanaal;312407006;anastomose , sigmo ï d en anus
312408001;fixatie na reductie van fractuur onderkaak dmv spalk , met of zonder IMF;312408001;fractuur van mandibula met aortaboog bars
312492006;excisie van musculus scalenus anterior;312492006;excisie scalenus anterior
312493001;drainage van een abces van een wervel;312493001;abcesdrainage wervel
312497000;hygi ë nische abdomino - perineale rectumresectie;312497000;salvage perineale resectie van rectum
312595006;nasale poliepectomie met gebruik auto - debrider;312595006;neuspoliepverwijdering using auto - debrider
312596007;plaatsen niet resorbeerbare plug in canaliculus;312596007;plaatsing van silicon plug naar traankanaal
312596007;plaatsen niet resorbeerbare plug in canaliculus;312596007;plaatsing van silicon plug naar traankanaal
312610006;focale angioplastie van prothese;312610006;implantatie transplantaat epicutane angioplastiek
312611005;percutane transluminele angioplastie van vaatgreffe;312611005;percutane transluminale coronaire angioplastiek vaattransplantaat
312639006;exploratie van de arteria radialis;312639006;exploration van arteria radialis
312640008;exploratie van arteria ulnaris;312640008;exploration van arteria ulnaris
312641007;exploratie van arteria tibialis anterior;312641007;exploration van arteria tibialis anterior
312642000;exploratie van de arteria tibialis posterior;312642000;exploration van arteria tibialis posterior
312687001;arteria femoralis - arteria tibialis anterior bypass;312687001;femoro - anterior bypass
312688006;femoro - popliteale prosthetische bypass greffe;312688006;femoropopliteal prothese bypass
312689003;embolectomie van arteria femoralis superficialis;312689003;letsel femorale embolectomie
312692004;arteria mesenterica superior bypass greffe;312692004;arteria coronaris bypass
312693009;aorta naar arteria mesenterica inferior bypass greffe;312693009;aorta - arteria mesenterica inferior bypass
312694003;excisie van een necrotiche patch op de dunne darm;312694003;excisie necrose epicutane dunne darm
312695002;excisie van anale fissuur en mucosale flap;312695002;anale fissuur en islands weefsellap sluiting
312705004;verwijderen van achtergebleven lensmateriaal;312705004;verwijdering achtergebleven lens stof
312706003;verwijderen van achtergebleven lensnucleus;312706003;verwijdering achtergebleven lens kernen
312707007;verwijderen van zachte lensmaterie;312707007;stentverwijdering nao lens stof
312708002;drainage van subretinaal vocht doorheen sclera mbv sutuurnaald;312708002;drainage subretinaal vocht via sclera using suture naalden
312709005;drainage van subretinaal vocht doorheen sclera mbv laser;312709005;drainage subretinaal vocht via sclera using laser
312710000;drainage van subretinaal vocht doorheen sclera met incisie;312710000;drainage subretinaal vocht via sclera door cutdown
312712008;verwijderen van membrana limitans interna;312712008;verwijdering van inwendig limiting van
312713003;panretinale fotocoagulatie;312713003;panretina laser coagulatie
312714009;relocatie van intraoculaire lens vanuit vitreum;312714009;relocation , intraoculaire van corpus vitreum
312728003;draineren van een intersfincterische rectum sinus;312728003;drainage van intersphincteric rectale fistel
312732009;debridement van ulcus thv onderste lidmaat;312732009;wondtoilet de ulcus
312733004;debridement van een ulcus van de voet;312733004;wondtoilet van voet
312734005;omgekeerde veneuze bypass greffe tussen de arteria femoralis communis en de arteria tibialis posterior;312734005;femoroposterior van tibia reversed veneuze bypass
312735006;omgekeerde femoro - peroneale veneuze bypass;312735006;femoroperoneal reversed veneuze bypass
312736007;arteria iliaca naar arteria tibialis posterior bypass greffe;312736007;ilioanterior tibialis bypass
312737003;debridement van onderbeensamputatiestomp;312737003;wondtoilet van onder de knie amputatiestomp
312738008;debridement van bovenbeensamputatiestomp;312738008;wondtoilet van knie amputatiestomp
312740003;stereotactische biopsie van de frontaalkwab;312740003;frontale biopsie
312772000;herexploreren saphenofemorale junctie;312772000;ziekte van exploration van saphenofemoral overgang
312773005;religatie saphenofemorale junctie;312773005;#NAAM?
312774004;debridement van amputatiestomp;312774004;wondtoilet van amputatiestomp
312813005;echografie arterie ë n bovenste lidmaat;312813005;echo bovenste arterie
312834003;revisie van ventriculaire shunt;312834003;maintenance van fistel
312849006;biopsie van de bronchus;312849006;biopsie bronchus
312965008;LASIK;312965008;lasik
312966009;excisie van granulatie ter hoogte van vagina;312966009;excisie granulatieweefsel vagina
312968005;excisiebiopsie van de huid;312968005;excisie biopsie huid
312973004;viscocanalstomie;312973004;viscocanulostomy
312973004;viscocanalstomie;312973004;viscocanulostomy
313018005;endoscopische reconstructie van borst met weefselexpander;313018005;endoscopische borstreconstructie met expander
313030004;donorniertransplantatie;313030004;donor nier
313049000;augmentatie van het gleno ï d;313049000;augmentation van glenoid
313100009;deel van vasculaire ingreep;313100009;component vasculaire nao
313101008;aanleggen van veneuze cuff;313101008;placement veneuze cuff
313174004;injectie van teflon in de stembanden;313174004;inspuiting van teflon naar stemband
313187005;ballon ablatie van het endometrium;313187005;endometrium transluminale trigeminusablatie
313270001;percutane plaatsing nefrostomie;313270001;percutane nefrostomie eustachius
313271002;infiltratie van lokaal anestheticum and steroid in kniegewricht;313271002;inspuiting van anesthesie of stero ï naar knie
313275006;astigmate keratotomie;313275006;astigmatic keratotomie
313301004;bilaterale sinusspoeling;313301004;bilaterale kaakholtespoeling
313315002;Hey - groves operatie;313315002;hey - groves chirurgie
313330006;gesloten reductie en interne fixatie met dynamisch heupschroef van intracapsulaire femurhalsfractuur;313330006;gesloten repositie van intracapsular fractuur inwendige fixatie using - dynamic heup botschroeven
314117007;revisie van trabeculectomie;314117007;hervormen trabeculoplastiek
314118002;laparoscopische totale splenectomie;314118002;laparoscopische totale splenectomie
314119005;excisie sperma granuloom zaadstreng;314119005;excisie spermagranuloom van zaadstreng
314121000;bilaterale guillotine tonsillectomie;314121000;bilaterale guillotine tonsillectomie
314125009;refractie onder algemene anesthesie;314125009;refractie vliezen algemeen
314126005;excisie van pupillair membraan;314126005;excisie van van
314127001;cauterisatie van locus kiesselbachi;314127001;cauterisatie van de locus kiesselbachi
314128006;laparoscopische Nissen fundoplicatie;314128006;laparoscopische nissen oesofagogastrofundoplastiek using abdominale approach
314133005;plaatsen nieuwe hechtingen na trabeculectomie;314133005;resuturing van trabeculoplastiek
314135003;reconstructie van tepelhof;314135003;reconstructie areola
314136002;thoracoscopische Nissen fundoplicatie;314136002;endoscopische nissen oesofagogastrofundoplastiek using thoracale approach
314202001;endoscopische resectie prostaat met electrotoom;314202001;prostatectomie , transurethrale using an electrotome
314284003;campbell operatie van de voorste kruisband;314284003;campbell chirurgie voorste kruisband
314487008;colporrafie anterior met mesh;314487008;voorste mesh vaginale reconstructie
314511002;linker hepatische trisegementectomie;314511002;linker hepatische trisegmentectomy
314587006;poging tot dissectie van een levermassa;314587006;poging dissecans levergezwel
314590000;incisie en drainage van intersfincterieel abces;314590000;drainage van intersphincteric abces
314592008;laag anteriorresectie van het rectum;314592008;laag anterior resectie van rectum
314593003;posterieure gastro - jejunostomie;314593003;achterste gastrojejunostomie
314594009;aanleggen van een loop ileostomie;314594009;continent ileostoma
314596006;hemostatische injectie van maagletsel;314596006;injectie stollingsstoornis van ruggenmerglaesie
314598007;hemostatische injectie met adrenaline van maagletsel;314598007;epinefrine injectie stollingsstoornis van ruggenmerglaesie
314599004;scleroseren bloeding in duodenum met epinephrine;314599004;epinefrine injectie stollingsstoornis duodenale laesie
314599004;scleroseren bloeding in duodenum met epinephrine;314599004;epinefrine injectie stollingsstoornis duodenale laesie
314607003;endo - anaal echografisch onderzoek;314607003;endoanal echo onderzoek
314608008;laparoscopisch echografisch onderzoek;314608008;laparoscopische echo onderzoek
314609000;endoscopisch verwijderen van een pancreasstent;314609000;endoscopische verwijdering van stentplaatsing
314610005;transanale submucosale resectie van rectumtumor;314610005;transanal submucosal excisie rectaal gezwel
314613007;ct geleide pancreaspunctie / drainage;314613007;computers scan guided drainage van van
314614001;echografisch geleide drainage pancreasletsel;314614001;echo guided drainage van van
314615000;echografisch geleide fijne naald aspiratie pancreasletsel;314615000;echo guided aspiratie van ruggenmerglaesie
314617008;chemo - embolisatie van levermetastase;314617008;chemoembolization lever neoplasma
314618003;peroperatoir abdominaal echografisch onderzoek;314618003;chirurgie abdominale echo onderzoek
314629004;endoscopische hemostatische injectie van maagulcus;314629004;endoscopische injectie hemostase - ulcus
314632001;hechten van een bloedend maagulcus;314632001;vliezen , rennen van maag
314636003;terugplaatsen van omgekeerde dunne darm;314636003;plaatsing van reversed darm oogsegment
314637007;plaatsen van een omgekeerde onlay darmgreffe;314637007;plaatsing van reversed onlay intestinaal transplantaat
314638002;excisie van omgedraaide dunne darm;314638002;excisie van reversed darm oogsegment
314640007;opnieuw hechten van een perineumwonde;314640007;resuture van perineale wonde
314913005;injectie penis;314913005;inspuiting van
315030002;percutane transhepatische extractie galsteen;315030002;percutane transhepatic galweg stentverwijdering
315031003;percutaan transhepatisch plaatsen van galwegdrain;315031003;percutane transhepatic van galblaas drain
315059002;salpingectomie - laparoscopische procedure;315059002;laparoscopische salpingectomie
315060007;salpingectomie - abdominale procedure;315060007;open salpingectomie
315065002;open salpingotomie;315065002;open salpingotomy
315066001;laparoscopische salpingotomie;315066001;laparoscopische salpingotomy
315285005;ligatuur van arteria hepatica;315285005;herstel van arteria hepatica
315289004;echogeleide drainage abdominaal abces;315289004;echo guided drainage van abces
315300001;excisie van de labiae genitales;315300001;excisie van labia
315301002;reconstructie van vagina met behulp van flap;315301002;reconstructieve vagina weefsellap
315305006;verwijderen van vreemd lichaam uit uterus;315305006;verwijdering van de corpus alienum
315312002;septorhinoplastie;315312002;neusholte columella verlenging operatie
315313007;primair hechten van gespleten lip;315313007;primaire hazenlipherstel
315315000;perineoplastie;315315000;perineoplastiek
315317008;biopsie van de nervus cranialis;315317008;biopsie van hersenzenuwen
315318003;endoscopisch verwijderen van urethrale lithiasis;315318003;endoscopische van urethra
315319006;anastomose tussen darm en anus;315319006;enterostomie van anus
315321001;rechter hemicolectomie met ileocolische anastomose;315321001;rechter hemicolectomie en ileocolostomie
315322008;colon transversum resectie met anastomose;315322008;colectomie transversum met anastomose
315324009;linker hemicolectomie met anastomose;315324009;linker hemicolectomie met anastomose
315325005;linker hemicolectomie met stoma;315325005;linker hemicolectomie met stoma
315326006;sigmoiedresectie met anastomose;315326006;sigmo ï met anastomose
315327002;sigmoiedresectie met stoma;315327002;sigmo ï met stoma
315328007;anterior resectie van het rectum met anastomose;315328007;anterior resectie van rectum met anastomose
315329004;partiele excisie van bot van onderste lidmaat;315329004;partieel beenderen van onderste extremiteit
315336003;partiele excisie van bot van bovenste lidmaat;315336003;partieel beenderen van bovenste extremiteit
315342004;percutane trombolyse van arterie van onderste lidmaat;315342004;percutane trombolyse van arterie van onderste extremiteit
315343009;percutane trombolyse van de arteria iliaca communis;315343009;percutane trombolyse arteria iliaca
315344003;plaatsing canule van arterie van bovenste lidmaat;315344003;arterie van bovenste extremiteit katheterisatie
315346001;plaatsing van canule van arterie van onderste lidmaat;315346001;arterie van onderste extremiteit katheterisatie
315362007;herstel van thoracoabdominaal aorta aneurysma;315362007;herstel aorta
315602003;verwijderen oculaire structuur;315602003;enucleatie hechting
315605001;decaperen van likdoorn;315605001;scraping van likdoorns
315618009;FESS met sfeno - ethmo ï dectomie;315618009;fess , functionele endoscopische sinus chirurgie , sphenoethmoidectomy
315618009;FESS met sfeno - ethmo ï dectomie;315618009;fess , functionele endoscopische sinus chirurgie , sphenoethmoidectomy
315624003;FESS met posterieure ethmo ï dectomie;315624003;fess , functionele endoscopische sinus chirurgie achterste etmo ï dectomie
315624003;FESS met posterieure ethmo ï dectomie;315624003;fess , functionele endoscopische sinus chirurgie achterste etmo ï dectomie
315629008;release suprapubische sling;315629008;release suprapubische sling
315630003;primair herstel van een inguinale hernia met synthetische plug;315630003;liesbreukoperatie using synthetische plug
316232007;greffen van tepel;316232007;transplantaat van tepel
316232007;greffen van tepel;316232007;transplantaat van tepel
319175008;insertie van tissue expander in borst;319175008;implantatie expander naar mamma
324050005;fijne naaldbiopsie van de ductus glandulae salivaris;324050005;aspiratiebiopsie , speeksel -
326919008;endoscopisch katheteriseren van ductus van Wirsung en galweg;326919008;endoscopische retrograde cholangiopancreatografie en orgaansystemen
328895009;decompressie van de hoofdgalweg;328895009;decompressie van ductus choledochus
329884007;chirurgische exploratie van de galweg voor steenextractie;329884007;incisie en exploration ductus communis voor verlichting van obstructie
330857008;herstel van een hoofdgalwegletsel;330857008;herstel choledochus laceratie
334835009;pneumostomie met open drainage;334835009;pneumonostomy met open abcesdrainage
335636001;extractie van primair membraneus cataract door middel van phacofragmentatie;335636001;van primair membraneuze cataract door phacofragmentation
335850008;drainage van longcaverne;335850008;cavernostomy long
336651000;extractie van primair membraneus cataract door middel van mechanische fragmentatie;336651000;van primair membraneuze cataract door mechanische ruptuur
336863008;excisie van longcyste;336863008;excisie van long
338892004;totaal herstel van abnormale veneuze drainage , supracardiale type;338892004;volledige herstel anomalous veneuze m - supracardiac type
339905004;acetabulumarthroplastie;339905004;cup artroplastiek van heup
341729004;manuele reductie van darmtorsie;341729004;manual reductie van torsie van de darm
341943002;atrioventriculostomie;341943002;atrioventriculostomy
342956007;verwijderen van vreemd voorwerp ter hoogte van labia genitales;342956007;verwijdering van labia
342960005;ventriculo - atriale anastomose met klep;342960005;ventriculoatrial shunt met klep
344990004;ballon angioplastiek van de arteria renalis;344990004;angioplastiek van arteria renalis
346007006;angioplastiek van de arteria renalis;346007006;angioplastiek van arteria renalis
346011000;cardioversie via intracardiale catheter;346011000;cardioversie door intracardiac katheter
347958004;excisie van arterioveneus aneurysma;347958004;excisie aneurysma
348748006;cornea herstel met conjunctivale flap;348748006;transplantatie , cornea met conjunctiva weefsellap
349896009;excisie van een peri - anaal letsel;349896009;excisie anale aandoening
350515003;plaatsen greffe thv uitwendige gehoorgang;350515003;transplantatie uitwendig oor oor
351477007;Ladd procedure;351477007;ladd verrichting voor correctie van darm
352481009;corrigeren van dundarmvolvulus ( bij malrotatie );352481009;herstel van darmen volvulus
353486009;pneumonolysis wegens atelectase;353486009;pneumolyse
354408004;pneumonolysis;354408004;pneumolyse
355610001;anastomose van slokdarm op dundarm;355610001;oesofago - enterostomie
357579002;oesofago - enterostomie;357579002;oesofago - enterostomie
358575006;gastro - duodenostomie;358575006;gastroduodenostomie
359539002;fijne naaldbiopsie van de dunne darm;359539002;dunnenaaldaspiratie van
359543003;incision stenose nasolacrimaal kanaal;359543003;van ductus nasolacrimalis en stenose
359544009;enterotomie van de dunnedarm voor biopsie;359544009;enterotomy van dunne darm en biopsie
359546006;exploratie van handpees;359546006;exploration van pees van hand
359548007;open biopsie van de dunne darm;359548007;open biopsie dunne darm
359551000;angioplastie van vene;359551000;angioplastiek van vene
359555009;ethmoidotomie;359555009;ethmoidotomy
359556005;excisionele biopsie van de tong;359556005;biopsie tong
359558006;heyman operatie;359558006;heyman chirurgie
359561007;brockman operatie;359561007;brockman chirurgie
359562000;duodenotomie voor biopsie;359562000;duodenotomy voor biopsie
359564004;open biopsie van het duodenum;359564004;open biopsie duodenum
359571009;rechter colectomie;359571009;rechter hemicolectomie
359572002;darmresectie met transitherstel;359572002;enterectomie met anastomose
359574001;sluiten van een ulcus in het duodenum;359574001;herstel van duodenumulcus
359575000;gastrectomie met jejunale transpositie;359575000;gastrectomie met jejunum transpositie
359579006;partiele gastrectomie met jejunale transpositie;359579006;gastrectomie partieel met jejunum transpositie
359581008;jejuno - ileostomie bypass shunt voor obesitas;359581008;ileojejunale bypass
359583006;jejunoscopie via stoma;359583006;endoscopie jejunum via kunstmatige stoma
359585004;jejuno - ileale bypss;359585004;ileojejunale bypass
359586003;laminectomie en fusie van de wervelkolom;359586003;laminectomie met fusie
359587007;ileo - caecale resectie;359587007;resectie van het caecum en terminale ileum
359589005;hoke operatie voor midtarsale fusie;359589005;hoke chirurgie voor middenvoetwortelbeentje ( vergroeiing
359591002;hechten van duodenumlaceratie;359591002;hechting inscheuring van duodenum
359593004;midtarsale fusie;359593004;middenvoetwortelbeentje ( vergroeiing
359594005;duodenoraphie;359594005;duodenorrhaphy
359595006;miller operatie;359595006;miller operatie
359596007;jejunopexie tegen de buikwand;359596007;fractuur colostomie buikwand
359597003;enkelvoudige arteria mammaria interna - arteria coronaria anastomose;359597003;arteria - mammaria - interna - anastomose
359599000;jejunopexie;359599000;jejunopexy
359602005;fijne naaldbiopsie van het rectum;359602005;dunnenaaldaspiratie van rectum
359603000;herstel van de jejunostomie;359603000;jejunostomie hervormen
359605007;fixatie van het ileum tegen de buikwand;359605007;fixatie , ileum - buikwand
359606008;slokdarmanastomose antethoracaal;359606008;anastomose , slokdarm antethoracic
359608009;implantatie van cochleaire prothese , elektrode en ontvanger;359608009;cochleaire implantatie elektrode en receiver
359612003;implantatie van cochleaire prothese;359612003;cochleaire implantatie
359615001;parti ë le lobectomie van long;359615001;parti ë le longlobectomie
359627003;cannulatie van caval - mesenterische vene;359627003;mesocavale shunt
359632002;tenectomie m . levator palpebralis;359632002;tenectomy van pudendalis palpebrae
359659005;echografie;359659005;echografie
359663003;dwarse laparotomieincisie;359663003;transversum abdominale incisie
359672006;mediane sternotomie;359672006;medianus sternotomie
359688006;incisie en drainage van de cul - de - sac ( douglas );359688006;drainage via de incisie van cavum douglasi
359703006;totale glossectomie;359703006;totale glossectomie
359708002;radicale amputatie penis;359708002;radicale penisamputatie
359716006;dwarse wigexcisie van de lip met primair hechten;359716006;transversum wigresectie lip met primaire sluiting
359718007;chirurgie van de bovenste tractus digestivus ( upper GI );359718007;bovenste maagdarmstelsel operatie
359722002;operatie van de bovenste gastro - intestinale tractus;359722002;bovenste maagdarmstelsel operatie
359724001;amputatie van de bovenarm;359724001;amputatie van bovenste ledemaat
359734005;mastectomie met okseluitruiming en met parti ë le resectie van pectoraalspier en thoraxwand ( Halsted );359734005;mastectomie volgens hasted
359851005;excisie van cornea uitstulping bij stafyloom;359851005;excisie van prominence van cornea bij stafyloom
359858004;barkan ingreep;359858004;barkan chirurgie
359860002;colotomie voor biopsie;359860002;colotomy voor biopsie
359863000;open biopsie van het colon;359863000;open colonbiopsie
359879004;radicale bunionectomie;359879004;radicale bunionectomy
359886007;mcBride operatie;359886007;mcbride chirurgie
359887003;Nissen fundoplicatie;359887003;nissen oesofagogastrofundoplastiek
359889000;bunionectomie met weke delen correctie;359889000;bunionectomy met wekedelen herstel
359890009;fundoplicatie;359890009;oesofagogastrofundoplastiek
359893006;totale fundoplicatie;359893006;totale oesofagogastrofundoplastiek
359895004;radiocarpale fusie;359895004;radiocarpaal ( vergroeiing
359896003;hechten van laceratie van borst;359896003;hechting inscheuring van borst
359899005;mastorafie;359899005;mastorrhaphy
359901001;neuroplastie en transpositie van de n . medianus aan de carpale tunnel;359901001;neuroplasty en transpositie mediane zenuw ter tunnel
359902008;herstel van een abdominale sinus;359902008;abdominaal sinusherstel
359905005;sluiten abdominale fistel;359905005;abdominaal fistel
359907002;synovectomie van de voet;359907002;synovi ë ctomie voet
359912001;verplaatsing van gesteelde huidflap;359912001;transport , pedicle weefsellap transplantaat
359913006;arthrolyse;359913006;artrolyse
359915004;Johanson operatie van peroneuspees;359915004;johanson chirurgie peroneale pees
359916003;excisionele biopsie van het schildklier;359916003;biopsie schildklier
359917007;herstel van een omfalocoele met mesh;359917007;herstel omphalocele met prothese
359918002;ellis jones operatie;359918002;dysplasie dacryocystorhinostomie
359920004;herstel van een grote omfalocoele met mesh;359920004;herstel van dikke omphalocele met prothese
359922007;biopsie periprostatisch weefsel;359922007;excisional periprostatic biopsie
359925009;open achillespeesherstel;359925009;primair open herstel gescheurde achillespees
359926005;excisie periprostatisch weefsel;359926005;excisie van periprostatic weefsel
359927001;herstel van cystocoele;359927001;cystok è le herstel
359933005;implantatie van gewrichtsprothese van een vinger;359933005;gewrichtsprothese - implantatie van vinger
359934004;open reductie en inwendige fixatie van een fractuur van de voet;359934004;open reductie van fractuur met inwendige fixatie
359935003;implantatie van een gewricht van de vinger;359935003;implantatie van gewricht
359936002;Hellstom operatie voor transplantatie van aberrante renale arterie;359936002;hellstom chirurgie voor van heterotopisch nierarterie
359937006;herstel van obstretisch anaal letsel;359937006;herstel van obstetrische scheur
359938001;transplantatie van aberrante renale arterie;359938001;transplantatie heterotopisch nierarterie
359941005;hechten van de anale sfincter na obstretische laceratie;359941005;anale sphincterorrhaphy en anus
359942003;exploratie van aorta ascendens;359942003;exploration van aorta ascendens
359947009;exploratie van aortaboog;359947009;exploration en aortaboog
359947009;exploratie van aortaboog;359947009;exploration en aortaboog
359948004;destructie ciliair lichaam met elektrische stroom;359948004;cyclodiathermy
359952004;exploiratie van aorta descendens;359952004;exploration van aorta descendens
359954003;fotocoagulatie van de oogbol;359954003;coagulatie van oogbol
359955002;incisie van de aorta descendens;359955002;van aorta descendens
359957005;fotocoagulatie van het oog;359957005;coagulatie van
359967000;excisie litteken pericardium;359967000;littekenexcisie pericard
