SNOMED conceptID;Thot vertaling
412733003;transcleral diode laser cycloablation
412735005;injectie , snoreplasty
412737002;dichtnieten aambeien
412742005;derde hepatitis junior immunisatie
412743000;booster hepatitis junior immunisatie
412755006;eerste difterie tetanus en acellular bordetella dtap immunisatie
412756007;tweedegraads difterie tetanus en acellular bordetella dtap immunisatie
412757003;derde difterie tetanus en acellular bordetella dtap immunisatie
412759000;debulking van ooglid
412760005;debulking van ooglid
412761009;urine screen voor chlamydia
412762002;eerste difterie tetanus - acellular bordetella dtap en vaccin
412763007;tweedegraads difterie tetanus - acellular bordetella dtap en vaccin
412764001;derde difterie tetanus - acellular bordetella dtap en vaccin
412765000;twee of - half wand orbita decompressie
412766004;hervormen dacryocystorhinostomie en van eustachius
412773009;verwijzing naar het accident clinic
412804007;24 - uurs urine chloride output
412806009;24 - uurs urine paraprotein volume
412807000;serum inhibin measuement
412808005;cholesterol totaal
412809002;hepatitis - screening
412810007;serum levetiracetam -
412811006;urine immunodefici -
412812004;urine lambda lichte - keten -
412813009;urine lichte - keten -
412814003;tissue transglutaminase iga -
412815002;tissue transglutaminase igg -
412816001;serum vrij koper
412817005;protrombinetijd met 80 waarbij 20 mix
412820002;sperma microscopie
412821003;serum - ganglioside d1a igg -
412822005;serum - ganglioside d1a - igm -
412825007;cerebrospinaal vocht sample fosfaatspiegel
412826008;cerebrospinaal vocht sample magnesium
412827004;cerebrospinaal vocht sample triglyceriden
412828009;cerebrospinaal vocht sample osmolaliteit -
412830006;cerebrospinaal vocht sample lactaat
412832003;serum - ganglioside m1 igg -
412833008;bloed sirolimus -
412834002;serum - ganglioside m1 igm -
412836000;serum - ganglioside q1b igg -
412837009;bloeding , maligne carcino ï d -
412838004;serum - ganglioside q1b - igm -
412839007;urine stikstof
412840009;serum - ganglioside t1b igg -
412841008;bloed coproporphyrin -
412842001;serum - ganglioside t1b - igm -
412843006;bloed cystatin c
412844000;urinair vrij catecholaminen
412845004;serum dopamine -
412846003;urine heptaporphyrin concentratie -
412848002;urine hexaporphyrin -
412849005;serum hydroxyproline
412850005;urine ketamine -
412851009;urine pholcodine -
412852002;urine pentaporphyrin concentratie -
412853007;urine pentaporphyrin excretie -
412854001;urine glycinetest
412855000;urine histidine -
412856004;urine isoleucine -
412857008;urine - serumosmolariteit ratio
412858003;urine leucine
412859006;dialyse vocht analyse
412860001;urine lysine -
412861002;dialyse vocht ureum
412862009;urine methionine -
412863004;dialyse vocht creatinine
412864005;urine ornithine -
412865006;dialyse vocht glucose
412866007;urine fenylalanine screen
412867003;urine proline -
412868008;urine serine -
412869000;urine taurine -
412870004;urine threonine -
412871000;urine tryptophan -
412872007;urine tyrosine -
412873002;urine valine -
412874008;13 , carbon - 12 carbon adem kooldioxide ratio
412875009;functioneel complementfactor ap100 -
412876005;functioneel complementfactor ch100 -
412877001;extractable nucleaire antigeen antistof test
412879003;urine - aminobutyrate -
412881001;urine aspartic zuur -
412882008;urine calcium oxalaat
412883003;crithidia immunofluorescentie
412885005;cerebrospinaal vocht natrium
412886006;cerebrospinaal vocht kalium
412887002;cerebrospinaal vocht ureum
412888007;cerebrospinaal vocht organische zuur -
412889004;cerebrospinaal vocht sample stoornis zuur -
412890008;biochemische test batterijvervanging
412892000;lipo ï fractionation -
412893005;serum prolactine isoform profile
412894004;menopauzale profile
412895003;microbiologietest batterijvervanging
412897006;peritoneale vocht celtelling
412898001;pemphigus antistof
412899009;serum eiwit profile
412900004;pemfigo ï d - antistof
412901000;silk specifieke ige - antistof
412902007;urine microalbumine profile
412903002;5 - hydroxyindoleacetic zuur / creatinine ratio
412904008;serum - aminobutyrate -
412905009;plasma - b natriuretische peptide
412906005;serum - aminobutyrate -
412907001;bloed vlek propionylcarnitine -
412908006;bloed vlek butyrylcarnitine -
412909003;bloed vlek isovalerylcarnitine -
412910008;plasma catecholaminen
412911007;bloed vlek hexanoylcarnitine -
412912000;plasma aminozuur chromatography
412913005;bloed vlek octanoylcarnitine -
412914004;urine aminozuurtransport - en chromatography
412915003;bloed vlek tetradecenoylcarnitine -
412916002;cerebrospinaal vocht aminozuur chromatography
412917006;bloed vlek palmitoylcarnitine -
412918001;cerebrospinaal vocht sample aminozuur - chromatography
412919009;bloed vlek acylcarnitine profile
412920003;plasma organische zuur -
412921004;aminolevulinic zuur / creatinine ratio
412923001;cerebrospinaal vocht tau eiwit
412924007;pseudocholinesterasedefici screening
412925008;serum vitamine - d2 -
412926009;serum thiamine
412927000;24hr urine ornithine output -
412928005;bloed series
412929002;24hr urine lysine output -
412930007;intestinale hormonen functieonderzoek
412931006;24hr urine arginine output -
412932004;monomeric prolactine
412933009;serum moclobemide -
412934003;serum neuronspecifiek enolase
412935002;csv - foetoprote ï ne
412936001;cerebrospinaal vocht totale humaan choriongonadotropine
412937005;urine - aminobutyrate -
412938000;urine bicarbonaat
412939008;urine b è aminoisobutyrate -
412940005;magnesium / creatinine ratio
412941009;urine ethanolamine -
412942002;uraat urine / creatinine ratio
412943007;urine arginosuccinate -
412944001;plasma arginine test
412945000;urine - methylhistidine -
412946004;plasma phosphoethanolamine test
412947008;urine , methylhistidine -
412948003;plasma sarcosine test
412949006;plasma - aminoadipate -
412950006;plasma homocitrulline test
412951005;plasma alloisoleucine test
412952003;plasma - b è alanine -
412953008;plasma - b è aminoisobutyrate -
412954002;plasma ethanolamine test
412955001;plasma , methylhistidine -
412956000;plasma - methylhistidine -
412957009;plasma - aminobutyrate -
412958004;urine glutamate -
412959007;pseudomonas - antistof
412960002;urine glutamine -
412961003;serum laagspanning - gated kalium channel antistof
412962005;urine alloisoleucine -
412964006;urine arginine -
412966008;urine asparagine -
412967004;urine sarcosine -
412968009;urine - aminoadipate -
412970000;urine argininosuccinaatdefici -
412971001;urine homocitrulline -
412972008;urine cystathione -
412973003;urine b è alanine -
412978007;graad cd103 bloedceltelling
412979004;leukemische marker test
412980001;pemphigus , bulleus screening
412981002;graad cd7 bloedceltelling
412982009;monomeric , totale prolactine ratio
412983004;cerebrospinale net biliriubin absorbance
412984005;serum c1 - esterase gedrag
412985006;dysbetalipoprote ï nemie genotype f
412986007;plasma - b è mannosidase -
412987003;plasma - acetylhexosaminidase -
412988008;plasma n4 multiple - acetylglucosaminyl )- l ( asparaginase -
412989000;serum keten vetzuur [ efa -
412990009;bloedtest batterijvervanging
412991008;wbc - en plasma lysosomale stapelings -
412992001;bloed vii -
412993006;bloed - b è ta - -
412994000;bloed - b è ta - galactocerebrosidase -
412995004;bloed - b è ta - -
412996003;bloed sphingomyelinase -
412997007;collageenaandoening ii antistof
412999005;plasma adjusted magnesium
413000006;serum adjusted magnesium
413001005;beta - 2 glycoprote 1 igg bloed -
413002003;hemorragische leuko -
413003008;beta - 2 glycoprote 1 igm - antistof
413004002;bloed - - acetylgalactosaminidase -
413005001;24 - uurs urine vanillylmandelic zuur output -
413006000;bloed - mannosidase -
413007009;urinezuur clearance -
413008004;bloed fabry -
413009007;bloed - fucosidase -
413010002;bloed zuur esterase -
413011003;urine calcium / creatinine ratio
413012005;plasma - 4 - methylumbelliferyl - b è ta - d - aandoening - sulphate -
413013000;24 - uurs urine voor urinewegen vorming -
413014006;actual bicarbonaat
413015007;standard bicarbonaat
413016008;csv - index
413017004;cerebrospinaal vocht oligoclonal band - screening
413018009;haemophilus - antistof
413019001;rode cel genotype f
413020007;plasma pristanate test
413021006;factor viii remmers screening
413022004;dialyse vocht kalium
413023009;dialyse vocht natrium
413024003;urine pigment analyse
413025002;kappa / lambda lichte keten ratio
413026001;igm - antistoftest
413027005;gamma - antistoftest
413029008;monospecific reagent reactie test
413030003;cd5 en cd19 transseksueel positief bloedceltelling
413031004;graad cd23 bloedceltelling
413032006;graad cd22 bloedceltelling
413033001;graad cd2 bloedceltelling
413038005;ganglioside gt1b antistof
413041001;serum propranolol number
413042008;primaire reticulocyten fraction
413043003;speeksel onderzoek
413044009;speeksel 17alpha - hydroxyprogesterone -
413045005;urine glycosaminoglycan typering
413046006;urine isoniazid -
413047002;clostridium difficile - toxin test
413048007;plasma chromogranin - b
413049004;retinol - bindend eiwit
413050004;pleura vocht lactaatdehydrogenase
413051000;urine retinol - bindend eiwit
413052007;pleura vocht ph
413053002;retinol - bindend eiwit excretie -
413054008;bilirubine profile
413055009;retinol - bindend eiwit / creatinine ratio
413056005;vocht lactaatdehydrogenase
413057001;vocht amylase
413058006;serum igg osteosynthese antineutrofiele cytoplasmatische antistof
413059003;vocht glucose
413060008;vocht eiwit
413061007;kwik / creatinine ratio
413062000;serum intrinsic groeivertraging factor i -
413063005;acinetobacter species screening
413064004;anti antimitochondriaal antistof patroon
413066002;antinucleaire antistof antistof
413069009;graad cd4 - thyroxine cellen - telling
413070005;anti antimitochondriaal antistof
413071009;graad cd33 bloedceltelling
413072002;absoluut cd25 bloedceltelling
413073007;serum c1 remmers antigeen
413074001;serum dexamfetamine -
413075000;serum desmethylclobazam -
413081008;clopidogrel profylaxe
413082001;verwijzingen nao voor carotis doppler
413083006;automatische auditieve hersenstam respons test
413084000;reumatologie onderwijzen
413087007;verwijzing naar het ademhalingsstelsel gediplomeerde verpleegkundigen
413095006;maligne behandeling plan review
413107006;hepatitis - c - screening
413111000;verwijdering exostose van tibia
413114008;autologe - chondrocytenimplantatie
413115009;laparoscopische bekken lymfeknopen biopsie
413125004;verwijzing naar het voluntary service
413126003;leren beperkingen gezondheid onderzoek
413127007;verwijzing naar het leerhandicap team
413128002;afscheiding leerhandicap team
413137002;risicobeheer toediening
413143000;psychische stoornissen geneesmiddelen review
413144006;abdominale hysterectomie met conservation syndroom
413145007;vaginale hysterectomie met conservation syndroom
413146008;primaire laparoscopische liesbreukoperatie
413147004;intramusculaire injectie , methylprednisolone
413153004;bloeddruk recorded pati ë nt thuis
413159000;verwijzing naar het skeletspierstelsel clinic
413162002;leren beperkingen van obstetrische plan declined
413163007;leren beperkingen van obstetrische plan reviewed
413180006;ziekte , retina lichtcoagulatie voor diabetes
413181005;laparoscopische hiatus hernia herstel
413195008;cholangioscopy
413199002;van weefsel
413200004;tumor destructie
413222006;pancreas en galwegen sfincterotomie door cholangiopancreatografie
413240005;chromoscopy
413247008;submucosal zenuwinjectie contrast media voor radiografie
413257009;pancreassfincterotomie , door cholangiopancreatografie ,
413292001;onderzoek voor verwijzingen nao
413293006;pati ë nt aan initate further contact
413357007;karyotype minute serum groeihormoon
413359005;lemli - dehydrocholesterol -
413386005;absoluut cd103 bloedceltelling
413450008;adenovirus , nucle ï nezuur - test
413452000;adjustable refractive chirurgie
413453005;adjusted magnesium
413455003;adrenocorticotroop hormoon precursor -
413457006;huiselijk geweld onderwijzen
413473000;alcohol advies
413484007;ziekte caroteen
413514003;ammonium fosfaatspiegel
413528009;anastaomosis bloeding
413534002;anesthesie machine controle
413550005;voorste ciliaire sclerotomy
413553007;anti - enterocyte - antistof
413554001;antinucleaire factor - ziekte -
413563004;antineutrofiele antistof
413572007;arcuate keratotomie
413578006;aspiratie van gewricht van vinger
413579003;aspiratie gewricht gewricht van voet
413580000;asialotransferrin -
413625003;bacteriekweek en sensibiliteit
413628001;bactericidal permeabiliteit , toegenomen prote ï ne antistof
413633002;baloon dacryoplasty
413642009;b è caroteen
413649000;biopsie van neus
413650000;biopsie van neus
413651001;bioptics
413668002;bloed catecholaminen
413669005;hemorragische ethylene glycol -
413723002;aandoening serum eiwit specifieke igg - antistof
413730008;c terminale glucagon
413732000;calcitonine gen - peptide
413733005;calcium channel gedachteblokkade antistof
413734004;calcium fosfaatspiegel
413738001;maligne monitoring eerste letter
413739009;maligne monitoring invitation
413740006;maligne monitoring opticus letter
413741005;maligne monitoring derde letter
413742003;maligne pijn / pijn behandeling
413745001;maligne korte termijn gezondheid onderzoek
413768005;kraakbeen - antistof
413772009;cathepsin g - antistof
413777003;cd10 en cd19 en bloedceltelling
413778008;cd103 bloedceltelling
413779000;cd19 en cd38 bloedceltelling
413780002;cd19 en kappa en bloedceltelling
413781003;cd19 en lambda en bloedceltelling
413782005;cd1a bloedceltelling
413783000;cd20 en cd23 en bloedceltelling
413784006;cd21 bloedceltelling
413785007;cd3 en cd4 - cd8 bloedceltelling
413786008;cd3 en cd56 en bloedceltelling
413787004;cd38 bloedceltelling
413788009;cd4 immunologische bewaking
413789001;cd41 bloedceltelling
413790005;cd5 bloedceltelling
413791009;cd64 bloedceltelling
413792002;cd79b bloedceltelling
413809006;cerebrospinaal vocht 5 - hydroxyindole acetic zuur -
413815006;borst beeldvorming
413832005;chromogranin - b
413833000;chromogranin -
413848006;ciclosporin - - performance - vloeistofchromatografie equivalent
413849003;ciclosporin - monoklonale
413850003;ciclosporin - polyklonale
413855008;carcinoma 4 - decanoate -
413856009;citrate - creatinine ratio
413885003;colorimetric test
413899004;compressie van bandaging
413901008;computertomogram van elleboog , long
413902001;computertomogram van elleboog , pulmonale
413910000;contactlenzen ondersteunde pharmacologically ï nduceerde keratosteepening
413934005;toenemende teennagelwig resectie na perforerende keratoplastiek
413954006;diepe sclerectomy
413955007;diepe sclerectomy met collageenaandoening implantaat
413974004;depressie geneesmiddelen review
413993002;dihydrotestosteronspiegel
414001002;infectie tetanus en vijf component acellular infectie , haemophilus influenzae type b inactivated vaccin
414039005;distraction
414060004;geneesmiddel behandeling van vertraagde menstruatie
414084007;elastase antistof
414085008;gestegen - topografie hoornvlies
414088005;spoed aortocoronaire
414089002;spoed percutane coronaire interventie
414111007;enzymimmuno - assay
414158004;biopsie pancreas
414167004;oogspieraanpassing
414168009;oogspieren achterste fixatie hechting
414169001;oogspierrecessie
414170000;oogspieren resectie
414191008;val risicobeoordeling
414230000;familie - verzorger nao verwijzing naar het diabetes structured ntenvoorlichting programme
414259000;eerste difterie tetanus en vijf component acellular infectie , haemophilus influenzae type b inactivated vaccin
414267008;cerebrospinaal vocht sample amfetamine
414268003;cerebrospinaal vocht sample barbituraten -
414269006;vloeistof , sample cannabinoid -
414270007;cerebrospinaal vocht sample ethanol
414273009;fluorescein van oog
414278000;fmc7 absoluut bloedceltelling
414310001;ganglioside gd3 antistof
414311002;ganglioside gm1 antistof
414312009;ganglioside ziekte antistof
414313004;ganglioside gm3 antistof
414348006;globoside antistof
414370009;infestatie zwijn epitheel en konijnen epitheel en hamster epitheel en rat epitheel en rat serum eiwit en rat urine eiwit en mouse epitheel en mouse serum eiwit en mouse urine eiwit specifieke ige - antistof
414384004;parenting onderwijzen
414386002;van visitor ongeval met wegens attendance follow up visit
414404002;herpes isolatie
414436009;hypermetropisch astigmatic fotorefractieve keratectomie
414437000;hypermetropisch fotorefractieve keratectomie
414439002;schildklier monitoring eerste letter
414440000;schildklier monitoring invitation
414441001;schildklier monitoring opticus letter
414442008;schildklier monitoring derde letter
414445005;ibuprofen specifieke ige - antistof
414452007;ziekte antimitochondriaal antistof
414453002;ziekte reumato ï dfactor
414454008;gamma antimitochondriaal antistof
414455009;igm antimitochondriaal antistof
414457001;beeldvorming , wekedelen -
414458006;beeldvorming van
414459003;beeldvorming , bovenste ledemaat
414464004;immuno - assay
414465003;immunochemiluminometric test
414466002;immunofenotypering
414468001;immunosorbent - kleuring
414470005;implantatie implantatie van fakische intraoculaire lens
414493004;inferior rollende mamma
414502001;inspuiting van gewricht
414503006;inspuiting van teen
414504000;inspuiting van stero ï naar fascia plantaris
414507007;implantatie capsular spanning ring
414508002;implantatie collageenaandoening plug naar het punctum lacrimale
414509005;van geneesmiddel beslagen stentplaatsing
414510000;plaatsing van intrastromal cornea ringvormige segments
414511001;inbrenging van ' punctal plug '
414512008;van arteria stentplaatsing
414519004;insuline - groei factor bindend eiwit 3 -
414525000;interposition nao
414526004;interposition nao , intestinale
414527008;interposition nao dikke darm
414528003;interposition onderzoek van
414532009;intracameral anesthesie
414535006;oog refractive chirurgie
414536007;intrastromal photodisruption laserkeratectomie
414539000;iris hechting van achterste kamer lens
414567009;lactoferrin antistof
414574004;laparoscopische adjustable maag afbinding
414575003;laparoscopische totale abdominale hysterectomie met bilaterale salpingo - o ö forectomie
414582004;subepitheliale keratectomie m . b . v . laser
414583009;netvlies laser thermokeratoplasty
414586001;linker disfunctie monitoring eerste letter
414587005;linker disfunctie monitoring invitation
414588000;linker disfunctie monitoring opticus letter
414589008;linker disfunctie monitoring derde letter
414619005;lage dose difterie tetanus en inactivated vaccin
414620004;lage dose difterie tetanus - vijf component acellular infectie en inactivated vaccin
414630008;lysosomale stapelings -
414631007;lysozyme antistof
414641005;maintenance , pathologisch ademhaling
414668005;psychische stoornissen monitoring eerste letter
414669002;psychische stoornissen monitoring invitation
414670001;psychische stoornissen monitoring opticus letter
414671002;psychische stoornissen monitoring derde letter
414751001;gemengde astigmatic fotorefractieve keratectomie
414782002;multi - layer compressie bandaging
414787008;neuromusculaire - tyrosine kinase - antistof
414788003;mycobacteri ë le microscopie
414793000;myeloperoxidase antistof
414796008;myopisch spherical fotorefractieve keratectomie
414797004;#NAAM?
414799001;#NAAM?
414847006;net bilirubine absorbance
414873001;noncontact holmium yag laser keratoplastiek
414880004;nuchal echo
414925007;obtaining consent
414972007;stoornis chemie nao
414980000;orthokeratologie
414981001;over , counter statin - therapie
414997006;pancreastatin hormoon
415038008;gedeeltelijk coherence inferometry biometry
415042006;pati ë diabetes ntenvoorlichting review
415043001;pati ë ntenvoorlichting met behulp van seniele en identified needs
415045008;pati ë monitoring apparatuur controle
415060006;graad cd13 bloedceltelling
415061005;graad cd34 en hladr en bloedceltelling
415062003;graad cd55 bloedceltelling
415063008;graad cd59 bloedceltelling
415064002;graad cd61 bloedceltelling
415065001;graad cd79a bloedceltelling
415066000;graad glycophorin bloedceltelling
415069007;percutane atherectomie
415070008;percutane coronaire interventie
415071007;percutane endarteri ë ctomie
415072000;percutane endarteri ë ctomie
415089008;phacoemulsification cataract met lensimplantaat
415092007;fotorefractieve keratectomie enhancement
415104002;overgevoeligheid serum eiwit specifieke igg - antistof
415106000;placido discus - topography
415121006;pneumocystis jiroveci antigeen test
415123009;pneumocystis jiroveci immunofluorescentie
415170005;presbyopic refractive lensectomy
415179006;procollagen iii - terminale propeptide ï
415223004;pyridoxinedefici v - -
415230005;radiofrequency somnoplasty
415231009;r ö ntgenfoto beeldvorming van weke delen
415232002;r ö ntgenfoto nao borstkas
415233007;raising besef van risks
415258002;rode cel gemiddelde erytrocyten osmotische kwetsbaarheidstest
415260000;verwijzingen nao voor minor chirurgie
415261001;verwijzingen nao voor spirometrie
415262008;verwijzingen nao voor abortus
415263003;verwijzingen nao voor warfarine monitoring
415264009;verwijzing naar het 65 primaire verpleegkundigen
415265005;verwijzing naar het astma clinic
415266006;verwijzing naar het cataract clinic
415267002;verwijzing naar het community peuter verpleegkundigen
415268007;verwijzing naar het dermatologie gediplomeerde verpleegkundigen
415269004;verwijzing naar het diabetes preconceptionele voorlichting , clinic
415270003;verwijzing naar het diabetes structured ntenvoorlichting programme
415271004;verwijzing naar het ntenvoorlichting service
415272006;verwijzing naar het urogenitale clinic
415273001;verwijzing naar het glaucoma clinic
415274007;verwijzing naar het urine clinic
415275008;verwijzing naar het mannelijk urologie clinic
415276009;verwijzing naar het geheugen clinic
415277000;verwijzing naar het pediatrie , endocrinologist
415278005;verwijzing naar het seksueel clinic
415279002;verwijzing naar het reumatologie clinic
415281000;refractive lensectomy
415282007;refractive lensectomy met lensimplantaat
415290007;verwijdering van geneesmiddel beslagen stentplaatsing
415291006;repeat dispensing op designated apotheken
415300000;review van orgaansystemen
415301001;factor igg -
415302008;rhinoplastiek neus misvorming
415349007;waaler bengal van oog
415354003;rotavirus - immunisatie
415357005;#NAAM?
415503004;sclera hechting van achterste kamer lens
415507003;tweedegraads difterie tetanus en vijf component acellular infectie , haemophilus influenzae type b inactivated vaccin
415518003;sperma leukocyt -
415537007;spier iga - antistof
415538002;spier igg - antistof
415539005;spier - igm - antistof
415585008;stero ï injectie naar laterale condylus van pees van humerus
415586009;stero ï injectie naar middenste condylus van pees van humerus
415587000;steryl - sulfatase -
415665002;zelfmoord preventie
415669008;sulpiride -
415670009;superior rollende mamma
415673006;oppervlak palpatie
415677007;chirurgische vuur risicobeoordeling
415682000;chirurgische stollingstijd out
415687006;suture aanpassingsreactie na keratoplastiek
415688001;hechting van neus
415693003;synchronisation van repeat geneesmiddelen
415712004;derde difterie tetanus en vijf component acellular infectie , haemophilus influenzae type b inactivated vaccin
415719008;schildklier remmers antistof
415731005;toric fotorefractieve keratectomie
415732003;totale treponema - antistof
415739007;spoorelementdefici ë en mineralenhuishouding -
415743006;transferrin glycoforms -
415745004;transversum keratotomie
415766007;ubiquinone -
415796002;unsaturated ijzerbindingscapaciteit
415799009;urine hexaporphyrin concentratie -
415800008;urine hexaporphyrin excretie hartfrequentie -
415827007;laagspanning - gated calcium channel antistof
415828002;laagspanning - gated kalium channel antistof
415837002;wavefront analyse
415839004;wavefront - guided lasik
415840002;wavefront - guided fotorefractieve keratectomie
415845007;whole bloed mangaan
415850001;worth vier , punt -
415865000;yoghurt specifieke ige - antistof
416055001;totale stuit
416059007;hondsdolheid immunisatie
416076006;verwijzing naar het pediatrie dermatologie service
416090009;epilepsie monitoring verbaal invite
416095004;voorlichting van groep - - start pati ë medicatie
416100002;ciliare trigeminusablatie
416107004;cervicale cytologie test
416112003;tc , 99m hexamethylpropyleneamine oxime witte heup nao
416115001;confirming pati ë identiteit door primair questioning
416116000;verwijzing naar het home registered dietitian
416118004;bestuur
416122009;klapping
416133007;subconjunctiva autologe bloed injectie
416144004;totaal laag dose difterie tetanus en inactivated vaccin
416148001;smith en ribonucleoprote ï ne antistof
416155004;laparoscopische laser van endometriose
416169004;craniosacral manipulatie
416181000;manupulatie , gecombineerd ,
416188006;toediening spierrelaxantia
416191006;drainage orofaciale abces
416194003;verwijzingen nao voor neuropsychologische test
416197005;tc , 99m hexamethylpropyleneamine oxime witte kniemisvorming nao
416199008;verwijdering van releasable trabeculoplastiek hechting
416204002;poplitea fossa zenuwblokkade , approach
416215007;regeneratieve injectie therapie
416217004;indocyanine groen verkleuring lens
416227005;verwijdering glaucoomfiltratie eustachius
416234007;haart
416244009;osteopathische manipulatie passieve kleuring
416256005;mobilization met impulse ,
416278003;osteopathische manipulatie directe kleuring
416279006;lumbosacraal voorjaar test
416280009;dalrymple behandeling
416284000;guiding nao
416287007;confirming pati ë identiteit door guardian interview
416291002;verwijzing naar het pediatrie service voor acne
416298008;drainage van
416323006;huisdier borst functieonderzoek
416325004;vasculaire cannula nao
416326003;schildklier monitoring verbaal invite
416327007;manupulatie - velocity , lage amplitude abnormale
416355006;osteopathische manipulatie facilitated positionele release
416362002;teriparatide therapie
416369006;integrated optische coherentie en scan laser fundoscopie
416376001;lasers nao
416382003;percussie vibrator ,
416393001;nao stollingstijd out
416399002;procollagen 1 - terminale propeptide ï
416411001;ziekte remming neuromusculaire structuren
416414009;verwijzingen nao voor home intraveneuze intravaginale toediening
416415005;lipidemie type iii profile
416422002;verwijzingen nao voor stoornis
416424001;osteopathische manipulatie fascia unwinding
416427008;poplitea fossa zenuwblok
416450002;verwijdering van sacrum nervus vagus stimulatorverwijdering
416451003;toegenomen reflexen ,
416457004;verwijzing naar het vasectomie clinic
416492007;verwijzingen nao voor zweet chloride - test test
416504003;vasculaire lijn ( over draad
416505002;backward bending -
416520008;consult voor unaccompanied minor
416521007;mesenterische release ,
416539003;cannula nao
416552008;van visitor kind iv month contact
416553003;lymfatische pomp
416557002;bewegingsexcursie , gewricht ,
416564000;drainage van abces
416583007;rode kleur index
416591003;eerste lage dose difterie tetanus en inactivated vaccin
416594006;osteopathische manipulatie positionele ,
416606009;verwijdering van implantaat , molteno -
416608005;geneesmiddelentherapie
416609002;verwijzingen nao voor home sondevoeding onderwijzen
416615002;manupulatie functioneel kleuring
416618000;bijstellen van suture binnen molteno -
416621003;oogprothese verwijdering components
416648002;osteopathische manipulatie viscerale manipulatie
416660001;neuromusculair block
416683003;admit hart spoed
416686006;continence onderzoek
416689004;osteopathische manipulatie actieve kleuring
416708003;laterale slaapbeen resectie
416715006;articulatory behandeling
416720006;lever pomp
416723008;osteopathische manipulatie reflexen toegenomen kleuring
416733000;supine abdominale
416743002;anesthesie ischiadicus zenuwblok
416757000;potentiaal scherptetests
416760007;osteopathische manipulatie v - spread
416773006;inspuiting van viscoelastic voorste oogkamer
416790000;verwijzingen nao voor home van fysische therapie
416795005;jones ,
416797002;osteopathische manipulatie inhibitory druk ,
416801001;gemengde noten fx1 - test test
416815004;osteopathische manipulatie sarcoom ,
416831007;trabeculoplastiek met b è bestraling
416838001;erytrocytensedimentatiesnelheid
416845001;perioculaire injectie
416851006;verwijzing naar het community matron
416861004;trypan blauwe verkleuring lens
416882005;toggle ,
416883000;psychische stoornissen monitoring verbaal invitation
416898003;battered babies - onderwijzen
416899006;craniaal osteopathische manipulatie
416905006;potenti ë le acuity meter test
416911009;gender f op chromosoomanalyse
416923003;zesde hepatitis b - immunisatie
416930009;facilitated oscillatory reductie ,
416942004;hoover ,
416947005;glycoasparaginase mearurement
416968006;trabeculoplastiek met operatieve van mitomycin
416969003;gewrichtprotheseverwijdering
416977004;verwijzing naar het kleine ailments clinic
416985008;tractieloslating ,
416999007;priv verwijzing naar het physiotherapist
417016007;compressie van vierde ventrikel , ,
417024002;spencer ,
417028004;preoxygenation door vitale breaths
417033000;verwijzingen nao voor home based flebotomie
417036008;losse based cervicaal cytologie screening
417038009;verwijzingen nao voor dialyse
417047001;prolotherapie
417073006;verwijzingen nao voor hematurie
417084004;maligne monitoring verbaal invitation
417085003;kraamzorg onderwijzen
417096006;verwijzing naar het community middelen en alcoholische team
417103009;voorlichting van groep - decrease pati ë medicatie
417105002;verwijzingen nao voor perinatale periode home zorg
417110003;integrated botspierstelsel release
417117000;incisie traankanaalneoplasma
417121007;stuit
417124004;congestieve pinhole -
417129009;trabeculoplastiek met operatieve van 5 - fluorouracil
417132007;hechting van huid van oor
417133002;gebalanceerde ligamentous toestand ,
417146007;verwijzing naar het hart verpleegkundigen
417153003;verwijzingen nao voor home verpleegkunde visit
417158007;verwijzing naar het afasie onderwijs virus
417171005;voorste superior iliaca ruggenmerg compressie -
417187008;random eiwit urine
417193000;magnesium ammonium fosfaatspiegel
417211006;eerste booster laag dose difterie tetanus en inactivated vaccin
417213009;verwijzing naar het ziekenhuis - ontslagplanning
417215002;diagnostische palpatie
417217005;viscerale manipulatie
417223000;bijstellen van suture in baerveldt van eustachius
417224006;hechting inscheuring van oor
417240009;extremiteit exsanguinatie door esmarch bandages
417261002;milt pomp ,
417267003;voorlichting van groep - increase pati ë medicatie
417272007;mandibularis afscheiding ,
417282008;verwijzingen nao voor nurie test
417291007;verwijzing naar het epidurale anesthesie en syndroom
417293005;larynx tongriemoperatie - forward
417297006;verwijdering van viscoelastic van voorste oogkamer
417301002;continence reassessment
417306007;counterstrain ,
417311009;verwijzing naar het pediatrie cardiologie service
417326006;herstel van vagina door buhner - kleuring
417330009;netvlies laser inferometry potentiaal scherptetests
417331008;osteopathische structurele onderzoek
417333006;directe myofasciaal release
417336003;confirming pati ë identiteit door wristband
417351007;craniaal manipulatie
417369003;plaatsing van gonadorelin analoge implantaat
417372005;still ,
417378009;anorganische salt -
417383001;poplitea fossa zenuwblokkade laterale approach
417384007;tweede booster laag dose difterie tetanus en inactivated vaccin
417385008;bijstellen van trabeculoplastiek hechting
417392003;van uitwendig stoma
417421000;verwijzingen nao voor pediatrie aritmie
417429003;hla - b27 typering
417431007;ligamentous artropathie van ,
417439009;springing ,
417445001;implantatie sacraal nervus vagus stimulatorverwijdering
417447009;spier energie ,
417464007;tc , 99m hexamethylpropyleneamine oxime witte scan
417476007;colon continence onderzoek
417482005;oftalmische twee punt discriminatie test
417483000;gemengde noten fx22 - test test
417486008;foto - -
417488009;verwijdering van conjunctiva hechting
