conceptId;Beschrijving;conceptId;Beschrijving Matecat;conceptId;Beschrijving thot mw;conceptId;beschrijving thot
446343006;resectie van epiduraal letsel van de fossa media;446343006;Excisie van laesie van de middelste craniale fossa extradural ruimte;446343006;excisie van fossa cranii media epidurale ruimte;446343006;excisie van middenste craniale fossa epidurale ruimte
446344000;resectie van epiduraal letsel van de fossa anterior;446344000;Uitsnijden van letsel van anterior schedelgroeve extradurale ruimte;446344000;excisie van fossa cranii anterior epidurale ruimte;446344000;excisie van van craniale fossa epidurale ruimte
446350005;destructie van letsel van inwendige neus langs exterieur;446350005;Vernietiging van laesie of interne neus door externe benadering;446350005;cryochirurgie van inwendige neus door uitwendige approach;446350005;cryochirurgie van inwendige neus op uitwendige approach
446353007;derde trimester screeningsechografie;446353007;Ultrasonografie in derde trimester;446353007;echo in derde trimester;446353007;echo in derde trimester
446362009;Argon laser coagulatie van colon;446362009;Argon plasma coagulatie van colon;446362009;argon plasma coagulatieaandoening nao;446362009;argon plasma coagulatieaandoening nao
446403000;incisie en drainage van huidabces;446403000;Incisie en drainage van het abces van de huid;446403000;drainage via de incisie van de huid;446403000;drainage via de incisie van huid
446412003;cystoscopie met panendoscoop;446412003;Electrocauterization van de urineblaas;446412003;electrocauterization blaas;446412003;electrocauterization blaas
446414002;sigmoiedoscopie met tatoe ë ring;446414002;Sigmo ï doscopie en tatoe ë ren;446414002;sigmo ï doscopie en tatoe ë ren;446414002;sigmo ï doscopie en tatoe ë ren
446415001;coloscopie langs abdominale weg;446415001;Endoscopie van de dikke darm door de aanpak van de transabdominal;446415001;dikke darm endoscopie door transabdominal approach;446415001;endoscopie dikke darm door transabdominal approach
446416000;transabdominale endoscopie van de dunne darm;446416000;Endoscopie van de dunne darm door de aanpak van de transabdominal;446416000;endoscopie dunne darm door transabdominal approach;446416000;endoscopie dunne darm door transabdominal approach
446417009;endoscopie van de bovenste gastro - intestinale tractus voor dilatatie van de maagcardia;446417009;Endoscopie van de bovenste maagdarmkanaal en verwijding van de maag cardia;446417009;endoscopie bovenste maagdarmstelsel en dilatatie van cardia;446417009;endoscopie bovenste maagdarmstelsel en dilatatie van slokdarm
446418004;endoscopie van de bovenste gastro - intestinale tractus met tatoo ë ring;446418004;Endoscopie van de bovenste gastro - intestinale tractus en tatoe ë ren;446418004;endoscopie bovenste maagdarmstelsel en tatoe ë ren;446418004;endoscopie bovenste maagdarmstelsel en tatoe ë ren
446426007;radiofrequente ablatie van n ophtalmicus;446426007;De thermische ablatie van de radiofrequentie van de oogheelkundige afdeling van nervus trigeminus;446426007;radiofrequency thermische trigeminusablatie van nervus ophthalmicus;446426007;radiofrequency thermaal trigeminusablatie van nervus ophthalmicus
446427003;excisie dermo ï dcyste van de bil;446427003;Excisie van epidermo ï de cyste van bil;446427003;excisie cyste bil;446427003;excisie cyste bil
446444004;cystoscopische insertie prostaatstent;446444004;Cystoscopic inbrengen van prostaat stent;446444004;cystoscopisch van prostaat stentplaatsing;446444004;cystoscopic van prostaat stentplaatsing
446445003;endoscopische holmium laser prostaat excisie;446445003;Endoscopische excisie van prostaat met behulp van laser holmium;446445003;endoscopie van de prostaat using holmium laser;446445003;transuretrale resectie , prostaat using holmium laser
446448001;MRI ruggenmerg met contrast;446448001;Magnetische resonantie beeldvorming van het ruggenmerg met contrast;446448001;mri van het ruggenmerg met contrastmicroscopie;446448001;mri van ruggenmerg bij contrastmicroscopie
446450009;laparoscopische diathermie van ovaria;446450009;Laparoscopische diathermie van eierstok;446450009;laparoscopische diathermie van ovarium;446450009;laparoscopische diathermie van ovarium
446459005;cerebrale CT perfusiescan met Xenon;446459005;Berekend tomografie van hersenen perfusie met behulp van xenon;446459005;computertomogram van perfusie using xenon;446459005;computertomogram van perfusie - using xenon
446460000;24 uur ph - metrie van de slokdarm;446460000;Continue meting van pH in slokdarm periode van meer dan 24 uur;446460000;continue , ph in slokdarm over 24 uur menstruatie;446460000;continue , ph in slokdarm over 24 uur menstruatie
446472006;opene poliepectomoie van het colon;446472006;Insnijding van dikke darm en excisie van de poliep;446472006;van colon en excisie poliep;446472006;van colon en excisie poliep
446473001;radiografie van de radius en ulna;446473001;R ö ntgenfoto van radius en ulna;446473001;r ö ntgenfoto van radius en ulna;446473001;r ö ntgenfoto van radius
446480004;peri - operatieve evaluatie van de gastro - intestinale tractus;446480004;Peri - operatieve evaluatie van het maagdarmkanaal;446480004;peri - operatief onderzoek nao;446480004;perioperative onderzoek van maagdarmstelsel
446491006;herplaatsen van een centraal veneuze tunnel katheter;446491006;Herintegratie van getunnelde centraal veneuze katheter;446491006;replantatie , tunneled veneuze katheterisatie;446491006;replantatie , tunneled veneuze katheterisatie
446503002;evacuatie bloedklonter;446503002;Evacuatie van bloedstolsel van huid;446503002;verwijdering van bloedstolsel huid;446503002;verwijdering van bloedstolsel huid
446505009;D1 lymfeknoop dissectie;446505009;D1 lymfeklier dissectie;446505009;d1 lymfeklieren dissecans;446505009;d1 lymfadenopathie dissecans
446507001;excisie van secundair membraan uit de voorste oogkamer;446507001;Excisie van secundaire membraan van anterieure segment van oog;446507001;excisie van secundaire van voorste oogsegment;446507001;excisie van secundaire van voorste oogsegment
446510008;verwijderen dentogene cyste maxilla;446510008;Excisie van dentigerous cyste van maxilla;446510008;excisie cyste van kaak;446510008;excisie cyste van kaak
446522006;eerste trimester screeningsechografie;446522006;Echografie in het eerste trimester;446522006;sonogram van eerste trimester;446522006;echo in eerste trimester
446523001;plaatsen van ventriculo - externe drainage;446523001;Inbrengen van de katheter in de hersenen ventrikel;446523001;katheterisatie hersenventrikels;446523001;katheterisatie hersenventrikels
446526009;debulking van ovari ë le tumor;446526009;Debulking van gezwellen in de eierstok;446526009;debulking van ovarium;446526009;debulking van ovarium
446527000;evacuatie bloedklonter t . h . v . de borstkas;446527000;Evacuatie van bloedstolsel van huid van stam;446527000;verwijdering van bloedstolsel van huid van romp;446527000;verwijdering van bloedstolsel van huid van romp
446545000;ureteroscopische ballondilatatie ureterstrictuur;446545000;Ureteroscopic dilatatie van strictuur van urineleider met behulp van de ballon van de katheter;446545000;ureteroscopic dilatatie ureter using transluminale katheter;446545000;ureteroscopic dilatatie ureter using transluminale katheter
446546004;cystoscopie met verwijderen van blaaslithiasis;446546004;Cystoscopy en lithotripsy van de calculus van blaas met behulp van laser;446546004;cystoscopie en lithotripsie renaal blaas using laser;446546004;cystoscopie en lithotripsie renaal blaas using laser
446555001;destructie van haarfollikel wimper met behulp van laser;446555001;Vernietiging van wimper follikel met behulp van laser;446555001;zenuwdestructie wimpers follikels using laser;446555001;van wimper follikels using laser
446564006;CT ingu ï nale regio;446564006;Computertomografie van ingu ï nale regio;446564006;computertomogram van de inguinale regio;446564006;computertomogram van de inguinale regio
446565007;intravitreale geneesmiddeltoediening met implant en verwijderen van vitreum;446565007;Implantatie van intravitreale geneesmiddelafgiftesysteem en afvoer van glasachtige;446565007;implantatie intravitreaal geneesmiddel bevalling en van glasvocht;446565007;implantatie intravitreaal door geboorte en van glasvocht
446573003;continue positieve druktitratie;446573003;Continue positieve luchtweg druk titratie;446573003;continuous positive airway pressure titration;446573003;continuous positive airway pressure titration
446583004;cystoscopie met laserlithotripsie van blaaslithiasis;446583004;Inbrengen van catherter in de urineblaas inwoning;446583004;plaatsing ( verblijfs ) catherter naar blaas;446583004;plaatsing ( verblijfs ) catherter naar blaas
446583004;cystoscopie met laserlithotripsie van blaaslithiasis;446583004;Inbrengen van catherter in de urineblaas inwoning;446583004;plaatsing ( verblijfs ) catherter naar blaas;446583004;plaatsing ( verblijfs ) catherter naar blaas
446584005;radiografie ( RX ) van de blaas;446584005;Ablatie van gezwellen in de urineblaas , met behulp van laser;446584005;trigeminusablatie van blaasneoplasmata using laser;446584005;trigeminusablatie , neoplasma van blaas using laser
446585006;laserablatie van neoplasm van de blaas;446585006;Laparoscopische excisie van divertikel van de urineblaas;446585006;laparoscopische excisie divertikel van de blaas;446585006;laparoscopische excisie divertikel van de blaas
446587003;ureteroscopische electrohydraulische lithotripsie uretersteen;446587003;Ureteroscopy en elektrisch lithotripsy van de calculus van urineleider;446587003;ureteroscopie en electrohydraulic lithotripsie van ureter;446587003;ureteroscopie en electrohydraulic lithotripsie renaal ureter
446588008;ureteroscopische laserablatie ureterale tumor;446588008;Endoscopische ablatie van gezwellen in de urineleider met behulp van laser;446588008;endoscopische trigeminusablatie van ureterneoplasma using laser;446588008;endoscopische trigeminusablatie van ureterneoplasma using laser
446591008;periorbitale injectie anestheticum voor akinesie;446591008;Injectie van verdoving in periorbitaal regio voor Akinesie;446591008;inspuiting van anesthesie naar periorbitale voor akinesie;446591008;inspuiting van anesthesie naar periorbitale voor akinesie
446598002;laparoscopische salpingo - o ö phorectomie;446598002;Laparoscopische salpingo - oophorectomy;446598002;laparoscopische adnexectomie;446598002;laparoscopische adnexectomie
446621008;radiografie van de knie;446621008;R ö ntgenfoto van bot van de knie;446621008;r ö ntgenfoto van knie;446621008;r ö ntgenfoto van knie
446629005;radiografie van de schouder;446629005;X - ray van het bot van de schouder;446629005;r ö ntgenfoto van schouder;446629005;r ö ntgenfoto van schouder
446639004;radiografie van de enkel;446639004;R ö ntgenfoto van bot van enkel;446639004;r ö ntgenfoto van enkel;446639004;r ö ntgenfoto van van
446640002;vervangen van blaassonde;446640002;R ö ntgenfoto van de urineblaas;446640002;r ö ntgenfoto van blaas;446640002;r ö ntgenfoto van blaas
446650001;excisie van maagmucosa;446650001;Excisie van de mucosa van maag;446650001;excisie van de maag;446650001;excisie van de maag
446652009;decompressie laparotomie;446652009;Laparotomie en decompressie van darm;446652009;laparotomie en decompressie van de darm;446652009;laparotomie en decompressie van de darm
446677005;laparoscopische excisie van bijnier via retroperitonale weg;446677005;Laparoscopische excisie van de bijnier door de aanpak van de retroperitoneal;446677005;laparoscopische adrenalectomie door retroperitoneale approach;446677005;laparoscopische adrenalectomie door retroperitoneale approach
446678000;laparoscopische hoge ligatie van vena spermatica;446678000;Laparoscopische hoge Afbinding van spermatic ader;446678000;laparoscopische hoog ligatuur spermatic vene;446678000;laparoscopische hoog ligatuur spermatic vene
446678000;laparoscopische hoge ligatie van vena spermatica;446678000;Laparoscopische hoge Afbinding van spermatic ader;446678000;laparoscopische hoog ligatuur spermatic vene;446678000;laparoscopische hoog ligatuur spermatic vene
446685001;aanleggen cutaan stoma van de blaas;446685001;Cystoscopy en elektrisch lithotripsy van de calculus van blaas;446685001;cystoscopie en electrohydraulic lithotripsie van blaas;446685001;cystoscopie en electrohydraulic lithotripsie renaal blaas
446693001;excisie vallecula cyste;446693001;Excisie van cyste van vallecula;446693001;excisie van de vallecula;446693001;excisie van de vallecula
446694007;mr angiografie van axillofemorale bypass;446694007;Magnetische resonantie angiografie van rondweg van de arteria axillaris aan de femorale slagader;446694007;mri angiografie bypass arteria axillaris van arteria femoralis;446694007;mri angiografie bypass arteria axillaris van arteria femoralis
446696009;fluoroscopie ter controle van positionering van implantaat voor monitoring van hart;446696009;Fluoroscopie van hart voor het controleren van de positie van de cardiale monitoring implantaat positie;446696009;doorlichting hart en checking van verkeerde ligging van monitoring implantaat foetus;446696009;doorlichting hart en checking van verkeerde ligging van monitoring implantaat foetus
446705006;drainage van subduraal hematoom via trepanatie;446705006;Trephination van schedel en afvoer van chronische hematoom vanuit de subduraal ruimte;446705006;trepanatie en drainage chronische hematoom van subduraal;446705006;trepanatie en afscheiding , hematoom van subduraal
446714001;excisie ureterstrictuur;446714001;Laparoscopische excisie van strictuur van urineleider;446714001;laparoscopische van de ureter;446714001;laparoscopische van de ureter
446716004;cysto - urethrectomie;446716004;Cystoscopic laser photocoagulation van bloeding van de urineblaas;446716004;cystoscopisch netvlies lasercoagulatie bloeding van urineblaas;446716004;cystoscopic netvlies lasercoagulatie bloeding van urineblaas
446718003;drainage van bloed uit suprachoroidale ruimte;446718003;Afvoer van bloed uit suprachoro ï dale ruimte;446718003;drainage van van suprachoroidal ruimte;446718003;drainage van bloed van suprachoroidal ruimte
446723003;endoscopie van de bovenste gastro - intestinale tractus voor dilatatie van een maagstoma;446723003;Endoscopie van de bovenste maagdarmkanaal en verwijding van de maag stoma;446723003;endoscopie bovenste maagdarmstelsel en dilatatie van een stoma;446723003;endoscopie bovenste maagdarmstelsel en dilatatie van een stoma
446724009;echoendo met rectumbiopsie;446724009;Endoscopische Ultrasonografie en biopsie van de endeldarm;446724009;endoscopische echo en rectumbiopsie;446724009;endoscopische echo en rectumbiopsie
446725005;echoendo van de slokdarm met biopsie;446725005;Endoscopische Ultrasonografie en biopsie van de slokdarm;446725005;endoscopische echo en slokdarmbiopsie;446725005;endoscopische echo en slokdarmbiopsie
446726006;ligeren van varix in het duodenum;446726006;Afbinding van varix van twaalfvingerige darm;446726006;ligatuur van varices duodenum;446726006;ligatuur varices duodenum
446727002;endoscopie van de bovenste gastro - intestinale tractus met injectie van een maag varix;446727002;Endoscopie van de bovenste gastro - intestinale tractus en de injectie van varix van maag;446727002;endoscopie bovenste maagdarmstelsel en zenuwinjectie varices van maag;446727002;endoscopie bovenste maagdarmstelsel en zenuwinjectie varices van maag
446728007;endoscopie van de bovenste gastro - intestinale tractus met excisie van mucosaal letsel uit de slokdarm;446728007;Endoscopie van de bovenste gastro - intestinale tractus en excisie van de mucosa van slokdarm;446728007;endoscopie bovenste maagdarmstelsel en excisie van de slokdarm;446728007;endoscopie bovenste maagdarmstelsel en excisie van slokdarmletsel
446733006;hechten slokdarmruptuur transabdominaal;446733006;Van bedwelming beschadigen van de slokdarm wordt door de aanpak van de transabdominal;446733006;onderhuidsweefselhechting van slokdarmlaceratie door transabdominal approach;446733006;onderhuidsweefselhechting van slokdarmlaceratie door transabdominal approach
446734000;hechten slokdarmruptuur transthoracaal;446734000;Van bedwelming beschadigen van de slokdarm wordt door de aanpak van de transthoracic;446734000;onderhuidsweefselhechting van slokdarmlaceratie door transthoracaal approach;446734000;onderhuidsweefselhechting van slokdarmlaceratie door transthoracale approach
446735004;endoscopie van de bovenste gastro - intestinale tractus voor excisie van een maag poliep;446735004;Endoscopie van de bovenste gastro - intestinale tractus en excisie van de poliep van maag;446735004;endoscopie bovenste maagdarmstelsel en excisie van maag;446735004;endoscopie bovenste maagdarmstelsel en van de maag
446736003;endoscopische dilatatie van de slokdarm met plaatsen van stent;446736003;Endoscopische dilatatie en inbrengen van de buis in de slokdarm;446736003;endoscopische cervixdilatatie en van eustachius naar slokdarm;446736003;endoscopische baarmoederdilatatie en van eustachius naar slokdarm
446738002;injectie van een maag varix;446738002;Injectie van varix van maag;446738002;inspuiting van varices van maag;446738002;inspuiting van varices van maag
446739005;endoscopie van de bovenste gastro - intestinale tractus met ligatuur ( banding ) een slokdarmvarix;446739005;Endoscopie van de bovenste gastro - intestinale tractus en " banding " van varix van slokdarm;446739005;endoscopie bovenste maagdarmstelsel en afbinding van spataderen oesofagus;446739005;endoscopie bovenste maagdarmstelsel en afbinding van spataderen oesofagus
446741006;endoscopisch afbinden van een varix in de dunne darm;446741006;Endoscopische ligatie van spataderkousen van de dunne darm;446741006;endoscopische ligatuur varices van;446741006;endoscopische ligatuur varices van
446742004;endoscopie van de bovenste gastro - intestinale tractus voor injectie van slokdarmvarix;446742004;Endoscopie van de bovenste gastro - intestinale tractus en de injectie van varix van slokdarm;446742004;endoscopie bovenste maagdarmstelsel en zenuwinjectie spataderen oesofagus;446742004;endoscopie bovenste maagdarmstelsel en zenuwinjectie spataderen oesofagus
446743009;endoscopie van de bovenste gastro - intestinale tractus met afbinden van een maagvarix;446743009;Endoscopie van de bovenste maagdarmkanaal en het verbinden van varix van de maag;446743009;endoscopie bovenste maagdarmstelsel en afbinding van varices van maag;446743009;endoscopie bovenste maagdarmstelsel en afbinding van varices van maag
446744003;endoscopie van de bovenste gastro - intestinale tractus voor ligatuur van een duodenumvarix;446744003;Endoscopie van de bovenste gastro - intestinale tractus en Afbinding van varix van twaalfvingerige darm;446744003;endoscopie bovenste maagdarmstelsel en ligatuur varices duodenum;446744003;endoscopie bovenste maagdarmstelsel en ligatuur varices duodenum
446745002;coloscopie met biopsie;446745002;Colonoscopy en biopsie van dikke darm;446745002;coloscopie en colonbiopsie;446745002;coloscopie en colonbiopsie
446746001;excisie van duodenummucosa;446746001;Excisie van slijmvlies van duodenum;446746001;excisie van duodenum;446746001;excisie van duodenum
446749008;radiografie van de hand;446749008;R ö ntgenfoto van bot van hand;446749008;r ö ntgenfoto van hand;446749008;r ö ntgenfoto van hand
446750008;video urodynamisch onderzoek ( VUDO );446750008;Video Urodynamisch onderzoek;446750008;video urodynamic functieonderzoek;446750008;video urodynamic functieonderzoek
446772005;mRI van de schedelbasis;446772005;Magnetische resonantie beeldvorming van basis van schedel;446772005;mri van schedel;446772005;mri schedelbasisfractuur
446773000;hechten ureterale laceratie;446773000;Wordt van bedwelming beschadigen van de urineleider;446773000;onderhuidsweefselhechting van inscheuring van ureter;446773000;onderhuidsweefselhechting van inscheuring van ureter
446782006;echografie DIEP huidflap;446782006;Ultrasonografie van diep inferieur epigastrische perforator huid klep;446782006;sonogram van epigastrica inferior perforator huidflap;446782006;echo van vena epigastrische perforator huidflap
446784007;venografie van onderste lidmaat met contrast;446784007;Venography van de onderste extremiteit met contrast;446784007;venogram onderste using contrastmicroscopie;446784007;venogram van using contrastmicroscopie
446785008;radiografie van de heup;446785008;R ö ntgenfoto van bot van heup;446785008;r ö ntgenfoto van heup;446785008;r ö ntgenfoto van van
446795001;transsectie van een dorsale zenuwwortel aan de root entry zone;446795001;Doorsnijding van dorsale spinale zenuwwortel bij binnenkomst zone;446795001;vagotomie , dorsale zenuwwortel , spinale ter entry zone;446795001;vagotomie dorsale zenuwwortel , spinale ter entry zone
446798004;biopsie van hard palatum;446798004;Biopsie van bony gehemelte;446798004;biopsie benige verhemelte;446798004;biopsie benige gehemelte
446799007;incisiebiopt tong;446799007;Wig biopsie van de tong;446799007;teennagelwig biopsie tong;446799007;teennagelwig tongbiopsie
446801005;transpositie van een perifere zenuw;446801005;Omzetting van de perifere zenuwen;446801005;transpositie van perifere zenuw;446801005;transpositie van perifere zenuw
446803008;insertie van catheter in plexus brachialis;446803008;Het inbrengen van de katheter in de plexus brachialis;446803008;katheterisatie van plexus brachialis;446803008;katheterisatie van plexus brachialis
446804002;resectoscopie van uterien leiomyoma;446804002;Excisie van de Hysteroscopic van leiomyoma van de baarmoeder;446804002;hysteroscopic van de uterus;446804002;hysteroscopic van de uterus
446806000;verwijderen van bloedklonter t . h . v . lidmaat;446806000;Evacuatie van bloedstolsel van huid van ledematen;446806000;verwijdering van bloedstolsel van extremiteit;446806000;verwijdering van bloedstolsel van extremiteit
446811003;radiografie van de voet;446811003;X - ray van het bot van de voet;446811003;r ö ntgenfoto van voet;446811003;r ö ntgenfoto van voet
446814006;radiofrequente ablatie n mandibularis;446814006;De thermische ablatie van de radiofrequentie van mandibulaire divisie van nervus trigeminus;446814006;radiofrequency thermische trigeminusablatie van nervus mandibularis;446814006;radiofrequency thermaal trigeminusablatie van nervus mandibularis
446815007;stereotactische implantatie van elektrode in de hersenen;446815007;Implantatie van de elektrode in de hersenen met behulp van stereotactische begeleiding;446815007;implantatie elektrode naar hersen using stereotactic guidance;446815007;implantatie elektrode naar hersen using stereotactic guidance
446820007;laparoscopische diverticulectomie van de blaas;446820007;Cystoscopy en bougienage van de blaas hals met behulp van panendoscope;446820007;cystoscopie en bougienage van cervicale using panendoscope;446820007;cystoscopie en bougienage van cervicale using panendoscope
446821006;intravesicale instillatie van mitomycine C;446821006;CYSTOSCOPY met behulp van panendoscope;446821006;cystoscopie using panendoscope;446821006;cystoscopie using panendoscope
446830003;laparoscopische wigresectie van een maagletsel;446830003;Wig laparoscopische resectie van laesie van de maag;446830003;laparoscopische teennagelwig resectie van de maag;446830003;laparoscopische teennagelwig resectie van maag
446834007;CT of orofarynx;446834007;Computertomografie van orofarynx;446834007;computertomogram van de oropharynx;446834007;computertomogram van de oropharynx
446834007;CT orofarynx;446834007;Computertomografie van orofarynx;446834007;computertomogram van de oropharynx;446834007;computertomogram van de oropharynx
446849004;doppler echografie van de vena jugularis interna;446849004;Doppler Ultrasonografie van de halsslagader;446849004;dopplerultrageluidsonderzoek vena jugularis;446849004;doppler echo halsvenen
446850004;externe drainage van subduraal hygroom via trepanatie;446850004;Trephination van schedel en externe afvoer van effusie van subduraal ruimte;446850004;trepanatie en uitwendige drainage vochtophoping in subduraal;446850004;trepanatie en uitwendige drainage vochtophoping in subduraal
446854008;sphenoidectomie en turbinectomie;446854008;Excisie van sphenoid sinus en nasale turbinate;446854008;excisie van sinus sphenoidalis en conchae nasales;446854008;excisie van sinus sphenoidalis en conchae nasales
446855009;laparoscopische excisie van pelviene lymfeknoop;446855009;Laparoscopische excisie van bekken lymfeklier;446855009;laparoscopische excisie van de lymfeknopen;446855009;laparoscopische excisie van de lymfeknopen
446858006;MRI vena subclavia;446858006;Magnetische resonantie beeldvorming van subclavian ader;446858006;mri vena subclavia;446858006;mri vena subclavia
446858006;nucleaire magnetische resonantie van de vena subclavia;446858006;Magnetische resonantie beeldvorming van subclavian ader;446858006;mri vena subclavia;446858006;mri vena subclavia
446860008;aanprikken ventriculo - peritoneale shunt;446860008;Collectie van cerebrospinaal vocht via ventriculoperitoneal shunt;446860008;subduraal vocht via ventriculoperitoneale shunt;446860008;subduraal vocht via ventriculoperitoneale shunt
446865003;verwijderen van vreemd voorwerp via trepanatie;446865003;Craniotomy en verwijdering van vreemde voorwerpen;446865003;craniotomie en verwijdering;446865003;craniotomie en verwijdering
446866002;magnetisheresonantieangiografie van de vena portae;446866002;Magnetische resonantie beeldvorming van portal vein;446866002;mri van vena portae;446866002;mri van vena portae
446866002;NMR - angiografie van vena porta;446866002;Magnetische resonantie beeldvorming van portal vein;446866002;mri van vena portae;446866002;mri van vena portae
446873007;excisie huidtumor t . h . v . de elleboog;446873007;Excisie van knobbeltje van huid van elleboog;446873007;excisie huidknobbel elleboog;446873007;excisie huidknobbel elleboog
446874001;myocard perfusie scintigrafie met technetium Tc - 99m tetrofosmine;446874001;Radionuclide myocardperfusie studie met behulp van technetium Tc 99m ^ ^ tetrofosmin;446874001;myocardperfusiescan nao using technetium tc ^ 99m ^ tetrofosmin;446874001;myocardperfusiescan nao using technetium tc ^ 99m ^ tetrofosmin
446875000;myocard perfusie scintigrafie onder stress met ECG met technetium Tc - 99m tetrofosmine;446875000;Radionuclide electrocardiografie gated myocardiale perfusie stress studie met technetium Tc ^ 99m ^ tetrofosmin;446875000;scan elektrocardiogram gated myocardperfusie stress functieonderzoek using technetium tc ^ 99m ^ tetrofosmin;446875000;scan elektrocardiogram gated myocardperfusie stress functieonderzoek using technetium tc ^ 99m ^ tetrofosmin
446876004;myocard perfusie stress test met technetium tc ^ 99m ^ methoxyisobutylisonitrile;446876004;Radionuclide myocardiale perfusie stress studie met technetium Tc ^ 99m ^ methoxyisobutylisonitrile;446876004;scan myocardperfusie stress kernspinresonantie , using technetium tc ^ 99m ^ methoxyisobutylisonitrile;446876004;scan myocardperfusie stress functieonderzoek using technetium tc ^ 99m ^ methoxyisobutylisonitrile
446878003;transluminele angioplastie;446878003;Transluminale angioplasty;446878003;transluminale angioplastiek;446878003;transluminale angioplastiek
446885004;video capsule endoscopie van de dunne darm;446885004;Capsule - endoscopie van de dunne darm;446885004;capsule - endoscopie dunne darm;446885004;capsule - endoscopie dunne darm
446886003;echo - endoscopie dunne darm;446886003;Endoscopische Ultrasonografie van dunne darm;446886003;endoscopische echo darm;446886003;endoscopische echo dunne darm
446886003;echo - endoscopie van de dunne darm;446886003;Endoscopische Ultrasonografie van dunne darm;446886003;endoscopische echo darm;446886003;endoscopische echo dunne darm
446888002;RX contrast onderzoek vas deferens;446888002;R ö ntgenfoto van de zaadleiders met contrast;446888002;r ö ntgenfoto van ductus deferens using contrastmicroscopie;446888002;r ö ntgenfoto van vas deferens using contrastmicroscopie
446920006;dating echografie;446920006;Transvaginal Ultrasonografie om te bepalen van de geschatte datum van de bevalling;446920006;transvaginal echo - determine van estimated date van confinement;446920006;transvaginal echo - determine van estimated date van confinement
446922003;endoscopische excisie van letsel van inwendige neus;446922003;Endoscopische excisie van laesie van interne neus;446922003;endoscopische excisie inwendige neus;446922003;endoscopische excisie inwendige neus
446941000;HIFU prostaat;446941000;Hoge intensiteit van transrectale echografie ablatie van prostaat gericht;446941000;transrectal hoog intensity focused echo trigeminusablatie prostaat;446941000;transrectal hoog intensity focused echo trigeminusablatie prostaat
446959002;laparoscopische salpingotomie met conversie naar laparotomie;446959002;Laparoscopische insnijding van eileider met conversie naar laparotomie;446959002;laparoscopische van tuba fallopii met conversiestoornissen - laparotomie;446959002;laparoscopische van tuba fallopii met conversiestoornissen - laparotomie
446976003;rigide endoscopie van nasofarynx;446976003;Stijve endoscopie van de Nasofarynx;446976003;strictuur endoscopie van de nasopharynx;446976003;stenose endoscopie nasofarynx
447001002;falloposcopie;447001002;Falloposcopy;447001002;falloposcopy;447001002;falloposcopy
447015000;flexibele endoscopie van de nasofarynx;447015000;Glasvezelkabel endoscopie van de Nasofarynx;447015000;flexibele endoscopie van de nasopharynx;447015000;flexibele endoscopie nasofarynx
447020000;insertie van harde interocclusale mondbeugel;447020000;Het inbrengen van harde interocclusale apparaat;447020000;implantatie van het harde interocclusal appliance;447020000;van harde interocclusal appliance
447021001;coloscopie met inktmarkering;447021001;Colonoscopy en tatoe ë ren;447021001;coloscopie en tatoe ë ren;447021001;coloscopie en tatoe ë ren
447022008;cauterisatie peniele wrat;447022008;Cauterisatie van verruca van penis;447022008;cauterisatie van wratten van penis;447022008;cauterisatie van wratten van
447024009;cauterisatie wrat thv oorschelp;447024009;Cauterisatie van verruca van pinna;447024009;cauterisatie van wratten van oorschelp;447024009;cauterisatie van wratten van oorschelp
447025005;evacuatie hematoom t . h . v . de borstkas;447025005;Evacuatie van het hematoom van huid van stam;447025005;verwijdering van hematoom van huid van romp;447025005;verwijdering van hematoom van huid van romp
447055003;marsupialisatie van cyste van cervix;447055003;Marsupialization van cyste van baarmoeder baarmoederhals;447055003;marsupialisatie van van cervix;447055003;marsupialisatie van van cervix
447060004;thermische ablatie van de maxillaire tak v an de trigeminus ( V - 2 );447060004;De thermische ablatie van de radiofrequentie van maxillaire divisie van nervus trigeminus;447060004;radiofrequency thermische trigeminusablatie van nervus maxillaris;447060004;radiofrequency thermaal trigeminusablatie van nervus maxillaris
447062007;anterieure transpositie van n ulnaris;447062007;Anterior omzetting van de nervus vagus;447062007;anterior transpositie van de nervus ulnaris;447062007;voorste transpositie van de nervus ulnaris
447075007;drainage van huidabces;447075007;Drainage van het abces van de huid;447075007;drainage van abces;447075007;drainage van abces
447078009;laparoscopische orchidectomie;447078009;Laparoscopische excisie van testis;447078009;laparoscopische orchidectomie;447078009;laparoscopische orchidectomie
447082006;laparoscopische fixatie testis;447082006;Laparoscopische fixatie van testis;447082006;laparoscopische orchidopexie;447082006;laparoscopische orchidopexie
447099007;schraping van de conjunctiva;447099007;Schrapen van bindvlies;447099007;scraping conjunctivitis;447099007;scraping conjunctivitis
447105009;excisie van ilioingu ï nale lymfeklier;447105009;Excisie van ilioinguinale lymfeklier;447105009;excisie van ilioinguinal lymfeknopen;447105009;excisie van ilioinguinal lymfeknopen
447107001;craniotomie en resectie van cerebrale tumor;447107001;Craniotomy en excisie van gezwellen in de hersenen;447107001;craniotomie en tumorexcisie hersenen;447107001;craniotomie en tumorexcisie hersenen
447113005;elektrocardiogram in rust met 12 afleidingen;447113005;12 lood elektrocardiogram in rust;447113005;12 lood elektrocardiogram instabiel;447113005;12 lood elektrocardiogram instabiel
